,FCLTY_NM,LCLAS_NM,ZIP_NO,FCLTY_ROAD_NM_ADDR,lat,lon,OPTN_DC,ADIT_DC,AREA
771,카페 에무,카페,3176.0,서울특별시 종로구 경희궁1가길 7 1층,37.57207802,126.9690166,"사계절 책 향기가 나는 집, 40년 가까이 성장의 의미를 고민해온 사계절 출판사의 철학과 시대정신을 담은 책들을 선보임","주차 : 가능, 카페 : 있음",서울
772,바오로딸 혜화나무,종교서점,3086.0,서울특별시 종로구 대학로12길 38 바오로딸 혜화나무,37.58247613,127.0037166,"가톨릭 수녀들이 운영하는 문화커뮤니케이션센터, 서점 공방","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",서울
773,문화공간 포엠하우스,북카페,3084.0,서울특별시 종로구 대학로14길 12-1,37.5838532,127.0027086,독서활동 장소,카페 : 있음,서울
774,책방이음,일반서점,3084.0,서울특별시 종로구 대학로14길 12-1,37.5838532,127.0027086,"시민단체 나와 우리에서 운영하는 비영리서점, 공익서점",카페 : 있음,서울
775,어쩌다 산책,일반서점,3086.0,서울특별시 종로구 동숭길 101 지하 1층,37.58246055,127.0040197,몸과 마음의 산책을 위한 서점,카페 : 있음,서울
776,운주문고 Book Cafe,북카페,3060.0,서울특별시 종로구 북촌로1길 11 2층 운주문고 북카페,37.57730964,126.9851403,"전통의 한옥마을 북촌의 동양학 전문서점, 동양철학과 사상 종교, 동교오술 등에 관련된 전문서점",카페 : 있음,서울
777,서경북카페,카페,3169.0,서울특별시 종로구 사직로8길 31 서울지방경찰청,37.574881,126.9719864,독서활동 장소,"카페 : 있음, 리뷰여부 : 있음",서울
778,광화풍림문스페이스본북카페,북카페,3168.0,서울특별시 종로구 사직로8길 4,37.57428766,126.9680751,독서활동 장소,"카페 : 있음, 리뷰여부 : 있음",서울
779,놀숲 종로관철점,만화방,3190.0,서울특별시 종로구 삼일대로17길 8 대신빌딩 3층,37.56927051,126.9871617,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음",서울
780,과학책방 갈다,일반서점,3050.0,서울특별시 종로구 삼청로10길 18,37.58764353,126.9820428,과학 도서 전문 서점,카페 : 있음,서울
781,인문학카페 메아리,북카페,3182.0,서울특별시 종로구 새문안로5길 11-7,37.57114819,126.9744963,독서활동 장소,"카페 : 있음, 리뷰여부 : 있음",서울
782,북바이북 광화문점,일반서점,3173.0,서울특별시 종로구 새문안로5길 19 로얄빌딩 1층,37.57202953,126.9742933,"서점과 카페, 동네서점",카페 : 있음,서울
783,스타더스트,북카페,3182.0,서울특별시 종로구 새문안로5길 5-7 3층,37.57083701,126.9744468,"광화문에 위치한 카페 & 모임공간, 카페 휴무 여부는 카카오톡채널로 확인","화장실 남녀구분 : 구분, 카페 : 있음",서울
784,풀무질,일반서점,3073.0,서울특별시 종로구 성균관로 19 지하,37.58437913,126.9973231,각종 사회문제에 관련한 도서 다수,카페 : 있음,서울
785,사이에 Tea n Book,카페,3149.0,서울특별시 종로구 인사동5길 14,37.57344568,126.9865088,인사동 신개념 퓨전 복합 문화 공간,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",서울
786,부쿠,일반서점,3145.0,서울특별시 종로구 인사동길 49 안녕인사동 4층,37.57446681,126.9835525,큐레이션 서점,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",서울
787,사진책방 고래,일반서점,3047.0,서울특별시 종로구 자하문로 106,37.58537066,126.9703405,사진책과 커피를 함께 만날 수 있는 책방,"주차 : 가능, 카페 : 있음",서울
788,학아재,일반서점,3040.0,"서울특별시 종로구 자하문로 7길 36, 지하1층",37.5791979,126.970267,유학 전문 서점,"화장실 남녀구분 : 구분, 카페 : 있음",서울
789,청운효자동 주민센터북카페,북카페,3047.0,서울특별시 종로구 자하문로 92,37.58408878,126.9706189,독서활동 장소,카페 : 있음,서울
790,역사책방,일반서점,3044.0,서울특별시 종로구 자하문로10길 24,37.57921455,126.9728257,역사책 위주의 서점 및 역사 주제의 북토크와 답사,카페 : 있음,서울
791,ofr seoul,일반서점,3043.0,서울특별시 종로구 자하문로12길 11-14,37.58013832,126.9717942,외국 도서 및 소품들과 카페,카페 : 있음,서울
792,길담서원,북카페,3035.0,서울특별시 종로구 자하문로17길 12-9,37.58172448,126.9696548,인문학과 함께 크는 문화 공간,카페 : 있음,서울
793,문화공간 길담,일반서점,3035.0,서울특별시 종로구 자하문로17길 12-9,37.58172448,126.9696548,"작은 갤러리, 차와 커피","카페 : 있음, 헌책방 : 있음",서울
794,베어카페,북카페,3042.0,서울특별시 종로구 자하문로24길 24,37.58286356,126.971237,출판사 디잔인이음에서 운영하는 베어카페,카페 : 있음,서울
795,비화림,독립서점,3057.0,서울특별시 종로구 창덕궁길 153 1층 비화림서점,37.582997,126.9874505,큐레이션 서점,카페 : 있음,서울
796,레드북스,일반서점,3180.0,서울특별시 종로구 통일로 150-1,37.56774737,126.9650947,"인문사회서적, 커피, 모임",카페 : 있음,서울
797,북커스,북카페,3004.0,서울특별시 종로구 평창30길 10 2층,37.61092391,126.975142,독서활동 장소,"화장실 남녀구분 : 구분, 카페 : 있음",서울
798,ileile,북카페,3040.0,서울특별시 종로구 필운대로2길 23,37.57923555,126.9697274,-,카페 : 있음,서울
799,혜화마을 북카페,도서관,3076.0,서울특별시 종로구 혜화로 12,37.58699421,127.0005336,독서활동 장소,카페 : 있음,서울
800,PIT A PAT,북카페,3075.0,서울특별시 종로구 혜화로3길 5 아남아파트 상가 301동 108호,37.58596314,127.0002297,혜화에 있는 조용한 북카페,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",서울
801,부쿠엠,일반서점,3044.0,서울특별시 종로구 효자로7길 23 2층,37.57845843,126.9733152,매거진 서점. 국내/외 매거진 및 독립출판물을 큐레이션해 소개함,카페 : 있음,서울
802,메고북,카페,4561.0,서울특별시 중구 마른내로 159,37.5648205,127.0057459,독서활동 장소,카페 : 있음,서울
803,인터파크 명동북앤샵,일반서점,4537.0,서울특별시 중구 명동길 74 명동성당 신관가톨릭회관 지하 1층,37.56324666,126.9872943,다양한 국내외도서 취급,카페 : 있음,서울
804,놀숲 충무로동국대점,만화방,4624.0,서울특별시 중구 서애로 6-1 3층,37.56160909,126.9981824,"커피만 즐길 수 있던 카페와는 다른 만화책도 보고, 맛있는 간식이 있는 문화카페","화장실 남녀구분 : 구분, 카페 : 있음",서울
805,산 다미아노,북카페,4518.0,서울특별시 중구 정동길 9 프란치시꼬교육회관,37.56757263,126.9700776,"덕수궁 정동길에 위치한 북카페, 수도회 소속으로 성프란치스코 교육 회관 1층에 자리, 그림 전시와 클래식 음학회 행사 개최",카페 : 있음,서울
806,좋은세상 시인의 집,북카페,4611.0,서울특별시 중구 퇴계로 386-1,37.56496809,127.0144214,독서활동 장소,카페 : 있음,서울
807,아리수북카페,북카페,4620.0,서울특별시 중구 필동로1길 30 동국대학교내,37.55817644,126.998003,독서활동 장소,카페 : 있음,서울
808,북카페 공간,만화복합,2102.0,서울특별시 중랑구 동일로 795,37.60139548,127.0791458,만화 카페,"주차 : 가능, 카페 : 있음",서울
809,바람길,일반서점,2149.0,서울특별시 중랑구 망우로 332,37.59700438,127.0892737,"여행을 좋아하는 사람들이 책, 커피, 와인, 맥주를 즐길 수 있는 여행서점","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",서울
810,놀숲 사가정점,만화방,2213.0,서울특별시 중랑구 면목로48길 8 3층,37.58214748,127.0891182,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음",서울
811,북스토리만화방,북카페,2238.0,서울특별시 중랑구 사가정로 386,37.58047282,127.0873982,"다수의 신간 만화와 판타지, 무협, 현대물, 대체 역사소설 다수 구비","주차 : 가능, 카페 : 있음",서울
812,놀숲 서일대점,만화방,2201.0,서울특별시 중랑구 용마산로 391,37.58668491,127.0950787,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",서울
815,초록우산북카페,북카페,44078.0,울산 동구 월봉10길 14,35.4946219,129.4194945,"울산 동구 무료 도서 대여, 수익금은 전액 복지사업 기금으로 사용",카페 : 있음,울산
816,패밀리북카페,북카페,44209.0,울산 북구 신답로 40 지팝프라자 3층 314호 패밀리북카페,35.62922568,129.3436556,"""다양한 도서를 즐기고 대여도 가능, 200여종의 보드게임","주차 : 가능, 카페 : 있음",울산
817,더채움북카페,북카페,44547.0,울산 중구 종가로 655 3층 401호,35.5807562,129.3394032,공예체험 및 쿠킹체험 가능,카페 : 있음,울산
818,울산대학교 북카페,북카페,44610.0,울산광역시 남구 대학로 93 36호관 북카페,35.5472658,129.2557353,독서활동장소,카페 : 있음,울산
819,놀숲 울산대점,만화방,44611.0,울산광역시 남구 대학로94번길 11 5층,35.5430159,129.2613177,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음",울산
820,크림북,북카페,44705.0,울산광역시 남구 돋질로302번길 11,35.54309295,129.3377608,독서활동장소,카페 : 있음,울산
821,카페브라운즈,북카페,44655.0,울산광역시 남구 동산로 48-1,35.5357636,129.3010247,독서활동장소,카페 : 있음,울산
822,북카페 사람,북카페,44674.0,울산광역시 남구 봉월로50번길 45-1,35.53829216,129.3107459,독서활동장소,"카페 : 있음, 리뷰여부 : 있음",울산
823,반디앤루니스 롯데울산점,일반서점,44719.0,울산광역시 남구 삼산로 282 롯데호텔,35.53863617,129.3380549,"방대한 장서량과 다양한 문구류, IT제품군","주차 : 가능, 카페 : 있음",울산
824,놀숲 울산삼산점,만화방,44719.0,울산광역시 남구 삼산로278번길 14,35.53791291,129.3375213,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음",울산
825,코믹프레소,북카페,44705.0,울산광역시 남구 삼산중로74번길 22 폴리프라자 701호,35.54042102,129.3379163,아늑한 환경과 쾌적한 공간에서 다양한 음료와 간식을 먹으며 만화책을 볼 수 있는 카페,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",울산
826,티앤북스 울산삼산점,북카페,44705.0,울산광역시 남구 삼산중로74번길 28 영진빌딩 6층 티앤북스,35.54044552,129.3383787,"추울 때, 더울 때, 시간 남을 때, 심심할 때, 공부해야할 때, 언제든지 찾아올 수 있는 곳","화장실 남녀구분 : 구분, 카페 : 있음",울산
827,썸툰 삼산점,북카페,44705.0,울산광역시 남구 삼산중로74번길 7,35.54043559,129.3362209,만화카페,카페 : 있음,울산
828,공감놀이터,아동서점,44722.0,울산광역시 남구 신정로37번길 36,35.53446724,129.318321,"아동 그림책서점,보드게임도 준비,미술치료 등",카페 : 있음,울산
829,파인빌북카페,카페,44741.0,울산광역시 남구 중앙로 83,35.52901684,129.3159772,독서활동장소,카페 : 있음,울산
830,카페 자우,카페,44705.0,울산광역시 남구 화합로 185 업스퀘어 B1 교보문고 핫트랙스 내,35.54134585,129.3388998,독서활동장소,카페 : 있음,울산
831,러스틱,카페,44059.0,울산광역시 동구 등대4길 7 1층,35.48801212,129.4286007,독립서점 북카페,"주차 : 가능, 카페 : 있음",울산
832,콩툰 울산동구점,북카페,44056.0,울산광역시 동구 방어진순환도로 652,35.49978078,129.4288435,"소방시설 관련해서 고객의 안전과 직결되는 중요한 부분에 있어 완벽하게 설계 완료, 다양한 종류의 만화책과 카페메뉴 구비",카페 : 있음,울산
833,아우름쉼터 북카페,도서관,44048.0,울산광역시 동구 방어진순환도로 733,35.50674576,129.4293518,-,"카페 : 있음, 리뷰여부 : 있음",울산
834,문화쉼터몽돌,북카페,44264.0,울산광역시 북구 동해안로 1598,35.62696024,129.4420128,독서활동장소,카페 : 있음,울산
835,커피인더카툰,북카페,44264.0,울산광역시 북구 산하중앙2로 290 아이스퀘어상가 504호,35.63588192,129.4389876,"연인, 가족과 함께 책도 읽으며 맛있는 브런치도 드시며 바다뷰가 보이는 시원한 곳","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",울산
836,산밑소담,북카페,44959.0,울산광역시 울주군 청량읍 율리영해1길 150-1,35.51837975,129.2441384,"서점과 카페,디저트,맥주 판매","주차 : 가능, 카페 : 있음",울산
837,오래뜰,북카페,44406.0,울산광역시 중구 다운로 2,35.55610548,129.2758673,독서활동장소,카페 : 있음,울산
838,단장골북카페,북카페,44475.0,울산광역시 중구 단장골길 1,35.56917947,129.3320479,독서활동장소,카페 : 있음,울산
839,마나보나성남점,북카페,44532.0,울산광역시 중구 먹자거리 25-2,35.55489516,129.3208909,"만화책을 누워서 볼 수 있는 장소, 연인끼리 데이트 장소로 최적화","화장실 남녀구분 : 구분, 카페 : 있음",울산
840,나비문고,일반서점,44530.0,울산광역시 중구 문화의거리 42 울산큰애기상점가 4층 나비문고,35.55693334,129.3216582,"사회적기업, 기부문화운동, 독서문화 운동을 펼치는 서점","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",울산
841,나란다평생교육원,북카페,44523.0,울산광역시 중구 옥교로 1,35.55283835,129.3241828,독서활동장소,"카페 : 있음, 리뷰여부 : 있음",울산
842,썸툰만화카페,북카페,44532.0,울산광역시 중구 젊음의거리 30-5 6층,35.5532965,129.3184732,만화카페,카페 : 있음,울산
843,와인바 노을,북카페,44532.0,울산광역시 중구 젊음의거리 41-7 1층,35.55420204,129.3188039,"50여 종의 와인리스트, 콜키지 가능",카페 : 있음,울산
844,바오밥 북카페,북카페,21104.0,인천 계양구 새풀로 30,37.52621816,126.6992152,비영리 북카페로 편한 마음으로 책 읽고 마을 주민들과 소통 할 수 있는 카페,카페 : 있음,인천
845,차북카페,북카페,22554.0,인천 동구 서해대로513번길 19 학생사2층,37.47231632,126.6366722,"편하게 볼 수 있는 책이 가득, 모든 커피는 핸드드립으로 직접 제조","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
846,심심푸리 인천루원점,북카페,22731.0,인천 서구 봉오재3로 96 새롬프라자 7층 심심푸리 만화카페 인천루원점,37.52718627,126.6703573,"100평대의 아늑하고 고급스러운 인테리어, 2층 테라스, 계단방, 사다리방, 다다미방, 게임룸까지 완비","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
847,그레이스북카페,북카페,22704.0,인천 서구 승학로599번길 57 도서출판그레이스,37.56800205,126.6776383,"출판사에서 운영하는 카페, 책 구매 가능",카페 : 있음,인천
848,북카페 시오리,북카페,21927.0,인천 연수구 용담로 115 파크타워 401호,37.41509954,126.6778011,"커피와 음료, 맥주와 간단한 스낵을 즐길 수 있는 Bar느낌의 북카페, 음악동아리 모임이나 발표회, 공연 등 대관도 가능","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
849,딸기책방,일반서점,23031.0,인천광역시 강화군 강화읍 동문안길 33,37.74808146,126.4883976,그림책이 함께하는 북카페,카페 : 있음,인천
850,공간바람숲 북카페,북카페,23047.0,인천광역시 강화군 불은면 덕진로159번길 66-30,37.64881896,126.5069679,"바람숲그림책도서관 안에 있는 북카페, 그림책과 맛있는 커피와 빵을 팔고 있고, 북스테이도 운영",카페 : 있음,인천
851,cafe329,카페,23038.0,인천광역시 강화군 불은면 중앙로 497,37.71245445,126.4594171,강화도~석모도 오고가는 길목 바로 옆에 있어 TAKE OUT이 편함,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
852,작전2동 행정복지센터,복합공간,21089.0,인천광역시 계양구 봉오대로677번길 23,37.53291557,126.7239094,센터 내 북카페,카페 : 있음,인천
853,토브북카페,카페,21058.0,인천광역시 계양구 주부토로532번길 43,37.53995059,126.7325382,독서활동 장소,"카페 : 있음, 리뷰여부 : 있음",인천
854,북카페 이타카,북카페,21105.0,인천광역시 계양구 효서로 90-1,37.52750942,126.7058909,독서활동 장소,카페 : 있음,인천
855,놀숲 인천논현점,북카페,21653.0,인천광역시 남동구 논고개로 117 2층,37.40168771,126.7238604,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
856,북앤빅뱅 논현점,만화방,21653.0,인천광역시 남동구 논고개로123번길 35 칼리오페 4층 407호,37.40151709,126.7220657,"만화 5만권이상보유, 매월 신간 수백만원 구매하는 구색최고 만화카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
857,세븐북카페,카페,21616.0,인천광역시 남동구 서창남순환로 190-15,37.42294285,126.7436668,-,"카페 : 있음, 리뷰여부 : 있음",인천
858,북앤빅뱅 간석점,만화방,21545.0,인천광역시 남동구 석촌로 4 지하1층,37.46084449,126.7093696,"만화 5만권이상보유, 매월 신간 수백만원 구매하는 구색최고 만화카페","화장실 남녀구분 : 구분, 카페 : 있음",인천
859,콩툰 인천구월점,북카페,21585.0,"인천광역시 남동구 선수촌공원로23번길 10-6 은성프라자(상업7-1-2), 4층",37.44125043,126.7090692,"소방시설 관련해서 고객의 안전과 직결되는 중요한 부분에 있어 완벽하게 설계 완료, 다양한 종류의 만화책과 카페메뉴 구비","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
860,놀숲 인천구월점,만화방,21574.0,인천광역시 남동구 성말로 10 4층,37.44519387,126.7015255,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음",인천
861,북카페히스토리,북카페,21679.0,인천광역시 남동구 앵고개로847번길 50 토브타워 501호,37.39833548,126.7255268,-,"카페 : 있음, 리뷰여부 : 있음",인천
862,이음인 북카페,북카페,21548.0,인천광역시 남동구 용천로 91,37.45779467,126.7146262,독서활동 장소,카페 : 있음,인천
863,얼빵북카페,북카페,21570.0,인천광역시 남동구 인주대로 580,37.44979154,126.7013063,독서활동 장소,카페 : 있음,인천
864,북앤빅뱅 구월점,만화방,21565.0,인천광역시 남동구 인주대로 661 조양씨티프라자,37.4498375,126.7104945,"만화 5만권이상보유, 매월 신간 수백만원 구매하는 구색최고 만화카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
865,즐거운다락방 인천구월점,북카페,21574.0,인천광역시 남동구 인하로507번길 21 승관빌딩 3층,37.44415554,126.7027716,"넓고, 쾌적한 장소, 다양한 책이 많음","주차 : 가능, 카페 : 있음",인천
866,마쉬,북카페,22554.0,인천광역시 동구 서해대로513번길 11 마쉬,37.47201372,126.6368188,"인천 배다리 헌책방 거리 안, 북카페, 그림책방",카페 : 있음,인천
867,커넥더닷츠,독립서점,22554.0,인천광역시 동구 서해대로513번길 15 2층,37.47216947,126.6367067,"독립출판물, 중고서적, 핸드드립 커피, 계절과일청 음료","카페 : 있음, 헌책방 : 있음",인천
868,차북카페,북카페,22554.0,인천광역시 동구 서해대로513번길 19 학생사2층,37.47232251,126.6366809,배다리 헌책방거리에 위치한 북카페,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
869,사람과공간딴뚬꽌뚬,독립서점,22154.0,인천광역시 미추홀구 경인로 358 B1,37.45825983,126.6797678,독립출판물 등을 취급하는 북카페,카페 : 있음,인천
870,더리딩,북카페,22226.0,인천광역시 미추홀구 소성로 234,37.43903425,126.6734991,독서활동 장소,카페 : 있음,인천
871,마음여행자,북카페,22181.0,인천광역시 미추홀구 수봉남로24번길 90,37.4574408,126.6619544,독서활동 장소,카페 : 있음,인천
872,주안8동 승학골 북카페무더위쉼터,복합공간,22228.0,인천광역시 미추홀구 인주대로470번길 26,37.44973657,126.6894212,센터 내 북카페,"카페 : 있음, 리뷰여부 : 있음",인천
873,라이바리,북카페,22207.0,인천광역시 미추홀구 인하로67번길 6 2층 라이바리,37.4517364,126.6561094,저녁 8시까지 북카페 이후 책바(Bar),카페 : 있음,인천
874,주안3동 행복복지센터,복합공간,22217.0,인천광역시 미추홀구 주승로31번길 28-10,37.4448844,126.6740311,센터 내 북카페,카페 : 있음,인천
875,선목공감,북카페,22217.0,인천광역시 미추홀구 주승로45번길 17,37.44497559,126.675162,독서활동 장소,카페 : 있음,인천
876,연꽃빌라,독립서점,21338.0,인천광역시 부평구 길주로547번길 8-12,37.50773183,126.7238718,독립출판물 전문 취급,카페 : 있음,인천
877,플리텍북카페,북카페,21417.0,인천광역시 부평구 무네미로448번길 56,37.48035411,126.755317,-,"카페 : 있음, 리뷰여부 : 있음",인천
878,두드림 작은도서관 문화센터,도서관,21349.0,인천광역시 부평구 부흥북로 144,37.50038562,126.738373,지역사회에 작은 문화공간을 통하여 보다 행복한 삶을 누리도록 민간으로 설립,카페 : 있음,인천
879,마녀의 만화소굴,만화방,21394.0,인천광역시 부평구 시장로 19,37.49292841,126.724737,"럭셔리 만화카페, 도심 속 작은 휴식공간, 편하게 만화도 읽고 간식도 먹으면서 실내 데이트 장소로 최적","화장실 남녀구분 : 구분, 카페 : 있음",인천
880,그림책방오묘,일반서점,21336.0,인천광역시 부평구 주부토로 184 상산빌딩 2층 201호,37.51143986,126.7263022,매달 선정된 주제에 관련된 그림책 위주로 판매하는 큐레이션 책방,카페 : 있음,인천
881,시크릿만화카페,북카페,21344.0,인천광역시 부평구 충선로203번길 12 뉴존프라자 201호,37.50753754,126.7357115,만화카페,카페 : 있음,인천
882,달콤하게그림책처럼,북카페,22704.0,인천광역시 서구 검암로40번길 5-1 105호,37.56798026,126.6814394,독서활동 장소,"주차 : 가능, 카페 : 있음",인천
883,청라문화별장,카페,22733.0,인천광역시 서구 담지로22번길 11-1,37.53178985,126.6614253,"청라에서 분위기가 제일 좋은 카페&펍, 번잡한 일상에서 벗어나 조용히 힐링할 수 있는 특별한 장소","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
884,브니엘,북카페,22615.0,인천광역시 서구 봉수대로1440번안길 28-4,37.60170532,126.6526297,독서활동 장소,카페 : 있음,인천
885,가정골 북카페,도서관,22799.0,인천광역시 서구 서달로179번길 12-16,37.51554487,126.6778371,독서활동 장소,카페 : 있음,인천
886,사랑의 작은도서관 북카페,도서관,22696.0,인천광역시 서구 승학로 480,37.5644173,126.6736012,독서활동 장소,"카페 : 있음, 리뷰여부 : 있음",인천
887,프란츠 커피 북카페,카페,22711.0,인천광역시 서구 심곡로100번길 31,37.54227419,126.6855041,독서활동 장소,카페 : 있음,인천
888,독립서점 마음책방,독립서점,22729.0,인천광역시 서구 심곡로24번길 18 1층 마음책방,37.54055045,126.6719065,"인천서구청역 독립서점 독립책방, 카페, 대여 등","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
889,서점안착 호미사진관,독립서점,22731.0,인천광역시 서구 염곡로498번안길 5-20 1층 서점안착 호미사진관,37.52854089,126.6715391,독립서점+소규모 사진관+카페 의 복합공간,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
890,예현,북카페,22736.0,인천광역시 서구 중봉대로 594,37.53256752,126.6502788,-,"카페 : 있음, 리뷰여부 : 있음",인천
891,미추홀문고,일반서점,22736.0,인천광역시 서구 중봉대로586번길 19,37.53210697,126.6520384,다양한 국내외도서 취급,"주차 : 가능, 카페 : 있음",인천
892,만화카페 봄봄,북카페,22677.0,인천광역시 서구 청마로167번길 24 TK빌딩 3층 만화카페 봄봄,37.59248752,126.6739988,독서활동 장소,"화장실 남녀구분 : 구분, 카페 : 있음",인천
893,북카페비앤두,북카페,21913.0,인천광역시 연수구 비류대로433번길 6,37.42455498,126.683036,독서활동 장소,카페 : 있음,인천
894,허브에 반하다,카페,21929.0,인천광역시 연수구 샘말로38번길 3,37.41305348,126.6791027,독서활동 장소,카페 : 있음,인천
895,카페꼼마,복합공간,22006.0,인천광역시 연수구 센트럴로 263,37.39866079,126.6335872,추석과 설 당일 휴무,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
896,카페자우,카페,21984.0,인천광역시 연수구 송도국제대로 123,37.38162848,126.6579172,최고급의 스페셜티 생두를 전문 로스터가 직접 로스팅하여 맛과 향이 풍부한 때에 추출하여 제공,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
897,놀숲 인천송도점,만화방,21990.0,인천광역시 연수구 송도미래로 30,37.36728898,126.6490966,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",카페 : 있음,인천
898,북카페 시오리,북카페,21927.0,인천광역시 연수구 용담로 115 파크타워 401호,37.41511423,126.6778153,"커피와 음료, 맥주와 간단한 스낵을 즐길 수 있는 Bar느낌의 북카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",인천
899,SBC북카페,북카페,22007.0,인천광역시 연수구 인천타워대로 323,37.39952365,126.6295729,독서활동 장소,카페 : 있음,인천
900,북앤빅뱅 송도점,만화방,21995.0,인천광역시 연수구 해돋이로 108 세진프라자 지하,37.39175173,126.6504949,"만화 5만권이상보유, 매월 신간 수백만원 구매하는 구색최고 만화카페","주차 : 가능, 카페 : 있음",인천
901,서유당,북카페,21995.0,인천광역시 연수구 해돋이로 114 서운프라자 1층 106호,37.39210598,126.6499211,"책이 있어 즐거운 공간, 카페의 고정관념을 넘어 함꼐 나누는 공간을 만들어 가는 곳","화장실 남녀구분 : 구분, 카페 : 있음",인천
902,북앤커피,카페,22314.0,인천광역시 중구 개항로 14,37.47141249,126.6244779,-,카페 : 있음,인천
903,PB인천공항북카페,북카페,22382.0,인천광역시 중구 공항로 272 여객터미널 면세동 4층,37.4575366,126.4491058,-,카페 : 있음,인천
904,북카페 SPC,북카페,22382.0,인천광역시 중구 공항로 272,37.4575366,126.4491058,독서활동 장소,카페 : 있음,인천
905,고양이책방,북카페,22376.0,인천광역시 중구 모랫말로 6-3 1층,37.48922725,126.4955795,고양이가 있는 헌책 북카페,"카페 : 있음, 헌책방 : 있음",인천
906,인천서점,북카페,22314.0,인천광역시 중구 제물량로218번길 3 인천아트플랫폼 H동 1층,37.47295366,126.6202133,인천에 대한 책만 모아놓은 북카페,"화장실 남녀구분 : 구분, 카페 : 있음",인천
907,인천서점,북카페,22314.0,인천광역시 중구 제물량로218번길 3 인천아트플랫폼 H동 1층,37.47295366,126.6202133,독서활동 장소,"화장실 남녀구분 : 구분, 카페 : 있음",인천
908,낙타사막,북카페,22314.0,인천광역시 중구 제물량로232번길 19-2,37.4744791,126.6201912,독서활동 장소,카페 : 있음,인천
910,섬진강책사랑방,일반서점,57659.0,전라남도 구례군 구례읍 섬진강로 46,35.16808515,127.4515859,넓은 부지를 통해 다양한 종류의 책들을 여유롭게 감상하실 수 있는 한편 북카페도 겸하고 있음,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",전라
911,동네산책,독립서점,58704.0,전라남도 목포시 용해로86번길 1-2,34.80382185,126.4021867,독서모임과 글쓰기워크숍을 진행하는 문학 중심 작은 책방,"화장실 남녀구분 : 구분, 카페 : 있음",전라
