,FCLTY_NM,LCLAS_NM,ZIP_NO,FCLTY_ROAD_NM_ADDR,lat,lon,OPTN_DC,ADIT_DC,AREA
0,강릉야행북카페,북카페,25528.0,"강원 강릉시 임영로155번길 6 1층 45,47호",37.75507449,128.8908507,"가득 들어선 책장과 우드테이블, 조명을 통해 아기자기하고 따뜻한 느낌을 받을 수 있는 카페",카페 : 있음,강원
1,북카페 봄날에 연애,북카페,26417.0,강원 원주시 옛시청길 20,37.35267182,127.9445849,"텃밭에서 직접 키운 애플민트로 만드는 쿠바 정통 모힘또, 작가 사인본을 비롯한 신간을 판매",카페 : 있음,강원
2,북카페 책 있는 숲,북카페,26021.0,강원 태백시 황지로 28 / 3층,37.16134323,128.9907952,"""중고서적을 판매하며 여유롭게 차를 마실 수 있는 공간, 책도 읽고 공부도 할 수 있음","주차 : 가능, 카페 : 있음",강원
3,북카페 뜨락,북카페,24114.0,강원 화천군 화천읍 산천어길 79,38.10878303,127.7115643,"안락하고 모던한 분위기의 북카페, 밸런스 좋은 커피와 신선한 디저트 준비","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",강원
4,한낮의 바다,독립서점,25505.0,"강원도 강릉시 강릉대로159번안길 12 1층, 서점 한낮의 바다",37.75772063,128.8890879,일상의 쉼을 이야기하는 책을 소개하는 셀렉트 북샵,카페 : 있음,강원
5,안목책방,북카페,25560.0,강원도 강릉시 경강로 2581 1층1호,37.77373799,128.9417205,안목있는 분들이 좋은책 골라가시는 책방,"주차 : 가능, 카페 : 있음",강원
6,명주사랑채,북카페,25538.0,강원도 강릉시 경강로2046번길 11,37.75087376,128.8931483,독서활동장소,"카페 : 있음, 리뷰여부 : 있음",강원
7,북스북스,북카페,25510.0,강원도 강릉시 솔올로 66 문화빌딩 2층,37.76778024,128.8789814,만화카페,"화장실 남녀구분 : 구분, 카페 : 있음",강원
8,카페에세이,북카페,25429.0,강원도 강릉시 연곡면 영진길 33 ES프라우드 101호,37.87126334,128.8399422,영진해변과 도깨비 촬영지에서 가까워 피크닉 세트를 대영해서 해변에서 피크닉을 즐길 수 있음,"주차 : 가능, 카페 : 있음",강원
9,고래책방,일반서점,25551.0,강원도 강릉시 율곡로 2848,37.75823514,128.8972155,책과 은은한 커피와 빵굽는 냄새로 가득한 고래책방,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",강원
10,책다방,북카페,25516.0,강원도 강릉시 정원로 78-9,37.76350145,128.8731987,"커피향보다 진한 사람냄새나는 북카페, 프랑스 자수에 관심있는 분들을 위한 자수 놓는 공간","주차 : 가능, 카페 : 있음",강원
11,북카페 모모,카페,25532.0,강원도 강릉시 토성로 180 모모의 외출,37.75672359,128.8957596,독서활동장소,카페 : 있음,강원
12,마나카페,북카페,25768.0,강원도 동해시 대학로 14 105호,37.52167056,129.1136095,독서활동장소,"화장실 남녀구분 : 구분, 카페 : 있음",강원
13,해뜰카페테리아,북카페,25701.0,강원도 동해시 동해대로 6261,37.59123873,129.0894075,독서활동장소,카페 : 있음,강원
14,카페인51,북카페,25813.0,강원도 동해시 오일장길 23-1 1층,37.48176917,129.1261654,"동해시 북평장에 위치한 카페, 다양한 음료와 디저트를 판매","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",강원
15,서호책방,일반서점,25807.0,강원도 동해시 청운로 84 1동 103호,37.48757773,129.1030215,큐레이션 책방과 카페,"주차 : 가능, 카페 : 있음",강원
16,내고향탄광촌북까페,북카페,25947.0,강원도 삼척시 강원남부로 1446,37.23376667,129.0423632,독서활동장소,카페 : 있음,강원
17,만화인카페,북카페,25920.0,강원도 삼척시 진주로 26 신세기상가,37.44277223,129.1641855,만화케페,카페 : 있음,강원
18,설악산책,카페,24867.0,강원도 속초시 관광로 439,38.19864821,128.5351101,"누구나 자유롭게 방문 가능한 복합 문화 공간, 1만여권의 도서를 열람할 수 있는 북카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",강원
19,느린커피,북카페,24874.0,강원도 속초시 동해대로 4165,38.19109031,128.579272,다양한 메뉴와 책을 접할 수 있는 북카페[,"화장실 남녀구분 : 구분, 카페 : 있음",강원
20,서재,카페,24827.0,강원도 속초시 번영로 142,38.21136465,128.5893674,책과 커피가 있는 작은 공간,"주차 : 가능, 카페 : 있음",강원
21,완벽한 날들,북스테이,24827.0,강원도 속초시 수복로259번길 7,38.21054665,128.5910815,"서점과 카페, 게스트하우스가 함께하는 복합문화공간",카페 : 있음,강원
22,카페 골목길,북카페,24835.0,강원도 속초시 중앙로129번길 8,38.20318386,128.5902192,독서활동장소,카페 : 있음,강원
23,인디문학 1호점,일반서점,26237.0,강원도 영월군 영월읍 하송로 97,37.17963656,128.4609435,"문학전문, 독립출판물, 동네책방, 커피, 차, 맥주",카페 : 있음,강원
24,북까페버드힐,북카페,26455.0,강원도 원주시 고문골길 104-14,37.33750406,128.0083457,치악산 경치가 아름다운 곳에서 에니어그램전문가가 교육도 가능,"주차 : 가능, 카페 : 있음",강원
25,카페틔움,북카페,26412.0,강원도 원주시 남산로 209,37.35471171,127.9420844,"청소년들의 길잡이별, 동네 사랑방 공간, 책과 커피가 있는 힐링공간",카페 : 있음,강원
26,망스의북다방,만화방,26392.0,강원도 원주시 능라동길 48,37.33436489,127.92995,"편하ㅔ 만화책 볼 수 있는 공간, 즐겁게 데이트 할 수 있는 공간","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",강원
27,코이노니아,북카페,26471.0,강원도 원주시 라옹정길 3-13,37.31820852,127.9639814,음료와 책을 즐길 수 있는 북카페,카페 : 있음,강원
28,달빛마루,북카페,26310.0,강원도 원주시 소초면 상황골길 19,37.36678995,128.0041205,독서활동장소,카페 : 있음,강원
29,긴뿔달린토끼,북카페,26388.0,강원도 원주시 시청로 82 2층 202호,37.33660616,127.9277184,그림책과 무료동화구연 및 책관련 프로그램 운영하는 북카페,"화장실 남녀구분 : 구분, 카페 : 있음",강원
30,북소리,일반서점,26340.0,강원도 원주시 우산초교길 74,37.36820011,127.9343837,-,카페 : 있음,강원
31,소소북카페,북카페,26431.0,강원도 원주시 일산로 81-2,37.34648225,127.9518715,-,카페 : 있음,강원
32,느림의 미학,북카페,26483.0,강원도 원주시 천매봉길 126-12 1층 느림의 미학,37.32548528,127.9436372,독서활동장소,카페 : 있음,강원
33,동네책방 스몰굿씽,북카페,26399.0,강원도 원주시 판부면 매봉길 52-1,37.32051966,127.9454534,"별 것 아닌 것 같지만, 도움이 되는 동네책방카페, 독립출판물, 추천서적, 중고서적 판매",카페 : 있음,강원
34,터득골북샵,북카페,26492.0,강원도 원주시 흥업면 대안로 511-42,37.26799924,127.8723193,브런치와 카페를 함께 즐길 수 있는 북카페,카페 : 있음,강원
35,나무와새,카페,26494.0,강원도 원주시 흥업면 북원로 1507-2,37.28527279,127.9122706,"다양한 분야의 책과 커피가 있는 북카페, 연세대 원주캠퍼스 부근의 2층 건물",카페 : 있음,강원
36,책방 나무야,일반서점,24634.0,강원도 인제군 인제읍 비봉로44번길 14,38.06516378,128.1733877,"작은 도서관 운영자가 만든 큐레이션 책방, 카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",강원
37,북 카페 레일,카페,26105.0,강원도 정선군 여량면 달뜬골길 26,37.47583297,128.7287036,펜션 내 카페,카페 : 있음,강원
38,예부룩,북카페,24387.0,강원도 춘천시 공지로 153,37.85937438,127.7449525,설명이 필요없는 상문아저씨의 카페!,카페 : 있음,강원
39,남이아일랜드북까페,북카페,24464.0,강원도 춘천시 남산면 남이섬길 1,37.78903622,127.5264549,독서활동장소,카페 : 있음,강원
40,있는그대로,일반서점,24405.0,강원도 춘천시 동내면 거두택지길14번길 18 1층,37.85153193,127.7539582,큐레이션 책방,카페 : 있음,강원
41,굿라이프,북카페,24339.0,강원도 춘천시 미려골길25번길 12,37.8714966,127.7357331,굿라이프는 책이 더 나은 세상을 만든다는 믿음으로 운영하는 곳,카페 : 있음,강원
42,큐플레이스,북카페,24262.0,강원도 춘천시 삭주로 44,37.88225195,127.7360673,독서활동장소,카페 : 있음,강원
43,살롱 드 노마드 춘천,북카페,24261.0,강원도 춘천시 서부대성로 87,37.88144578,127.7324194,"살롱 드 노마드는 따로 또 함께 마시고, 읽고, 수다하는 카페",카페 : 있음,강원
44,느린거북이,북카페,24289.0,강원도 춘천시 서부대성로239번길 19,37.8742154,127.7455658,"어른이들을 위한 동화와 개성있는 독립출판물이 있음, 수제과일청으로 만드는 에이드와 생과일쥬스 판매",카페 : 있음,강원
45,북카페 꿈순이,북카페,24256.0,강원도 춘천시 성심로47번길 46,37.88128191,127.7449176,독서활동장소,"화장실 남녀구분 : 구분, 카페 : 있음",강원
46,북카페 시립도서관점,북카페,24327.0,강원도 춘천시 우석로 102 시립도서관,37.86386237,127.7573288,독서활동장소,카페 : 있음,강원
47,책방마실,독립서점,24259.0,강원도 춘천시 전원길 27-1,37.87837259,127.7379276,춘천에 위치한 작은 서점,카페 : 있음,강원
48,데미안책방,일반서점,24364.0,강원도 춘천시 춘천로17번길 37,37.86769244,127.7179612,강원 최대 규모의 책방,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",강원
49,북카페 창,북카페,24414.0,강원도 춘천시 퇴계농공로 10,37.85239896,127.7440427,-,카페 : 있음,강원
50,서툰책방,독립서점,24264.0,강원도 춘천시 향교옆길13번길 22,37.88283761,127.7327685,큐레이션 책방,"주차 : 가능, 카페 : 있음",강원
51,막장책방,일반서점,26047.0,강원도 태백시 하장성1길 4,37.10365746,129.0221574,-,카페 : 있음,강원
52,영애네북카페,북카페,25352.0,강원도 평창군 대관령면 올림픽로 715 타워콘도 2층,37.65126647,128.6848273,독서활동장소,카페 : 있음,강원
53,안단테 북펜션&카페,북스테이,25366.0,강원도 평창군 방림면 칡사리길 167,37.4303662,128.2668884,"펜션 내 카페, 방문 시 숙박 손님에게 음료 무료 제공, 손수 준비한 무료 조식 제공",카페 : 있음,강원
54,세수작,북카페,25306.0,강원도 평창군 봉평면 태기로 93 북카페 세수작,37.58771726,128.3216324,"스키슬로프가 눈 앞에 펼쳐져 있는 멋진 장소, 세 사람의 손으로, 마음으로 정성스럽게 다듬은 책과 커피가 있음","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",강원
55,휴여가북카페,북카페,25268.0,강원도 횡성군 안흥면 영동고속도로 154,37.46353268,128.1359127,독서활동장소,카페 : 있음,강원
56,라북,일반서점,25223.0,강원도 횡성군 횡성읍 북천로 4,37.49400886,127.9907864,독서활동장소,카페 : 있음,강원
57,커피행성,일반서점,25222.0,강원도 횡성군 횡성읍 삼일로 60,37.49477513,127.9864,커피와 인문서적 등,"주차 : 가능, 카페 : 있음",강원
58,북카페 헤밍웨이,북카페,10591.0,경기도 고양시 덕양구 동송로 70 힐스테이트삼송 상가 214호,37.65263717,126.8961017,"최신 유행하고 있는 유명한 책들 구비, 책 대여 가능, 책 추천 가능, 최고급 원두 사용","주차 : 가능, 카페 : 있음",경기
59,북카페달마시안,북카페,10523.0,경기도 고양시 덕양구 충경로 38 맥도날드건물 2층,37.61522991,126.833689,"만화도 보고, 카페도 즐길 수 있는 남녀노소 누구나 이용가능한 최적의 북카페, 책 대여 가능","화장실 남녀구분 : 구분, 카페 : 있음",경기
60,갤러리북카페 나무에새긴마음,북카페,10449.0,경기도 고양시 일산동구 호수로 358-25 동문굿모닝타워2차 216호,37.63992588,126.7862472,"작은 전시회, 독서모임, 동호회 모임들으로 좋은 장소, 문화예술 도서 1500여 권 비치","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
61,예담북카페,북카페,12275.0,경기도 남양주시 와부읍 덕소로 270 한강우성아파트102동,37.57811601,127.222014,조용하고 쾌적한 분위기,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
62,더불어꿈협동조합 북카페,북카페,11350.0,경기도 동두천시 지행로 50 7층 더불어꿈협동조합 북카페 더;꿈,37.89208213,127.0525809,더불어 꿈 협동조합에서 운영하는 북카페,"화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
63,여민동락,북카페,16227.0,경기도 수원시 영통구 창룡대로 265 수원역사박물관,37.29763563,127.0356232,"가성비 좋은 카페, 수원박물관 내부 카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
64,북카페 베소라,북카페,15066.0,경기도 시흥시 중심상가4길 10 5층,37.34446902,126.738235,"일반 소설부터 환타지, 만화, 스포츠, 웹툰 등 다양한 도서 구비","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
65,에코의서재,북카페,16897.0,경기도 용인시 기흥구 죽전로15번길 11-3,37.32150243,127.1099992,"움베르토 에코의 서재를 모티브로 한 서재카페, 다양한 종류의 책 1500권을 소장, 회원들에게 서비스로 책 대여","주차 : 가능, 카페 : 있음, 리뷰여부 : 있음",경기
66,리프레시 북&카페,북카페,11800.0,경기도 의정부시 서광로 135 센타프라자 405호,37.72888703,127.1110453,"매월 200권 가량의 새책이 꾸준하게 들어오는 카페, 3200여종의 도서 마케팅을 진행, 약 5천여권의 보유장서","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
67,심심푸리 이천로데오점,북카페,17369.0,경기도 이천시 어재연로37번길 18,37.28036578,127.4447848,"만화카페, 남녀노소 누구나 편안하게 다녀갈 수 있는 카페","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
68,쑬딴스북카페,북카페,10859.0,경기도 파주시 탄현면 헤이리마을길 21-7 더 장미건물 1층,37.78825921,126.6961109,"전공 공예 작품, 도자기 공방, 물레 체험, 신진 작가들의 작품 전시 갤러리 등 다양한 체험 가능","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
69,북카페 반디,북카페,10859.0,경기도 파주시 탄현면 헤이리마을길 37-16,37.78774217,126.6974256,"다양한 분야의 6,000여권의 책, 잡지, 대부분의 책 구매 가능","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",경기
70,밀크북,북카페,10881.0,경기도 파주시 회동길 121,37.70749853,126.6875588,"어린이 책방, 음악을 들으면서 독서활동","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
71,북카페눈,북카페,10881.0,경기도 파주시 회동길 125-11,37.70753928,126.6871725,"커피는 물론, 매장에서 직접 만든 디저트와 차를 맛볼 수 있음","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
72,북카페 파랑,북카페,10881.0,경기도 파주시 회동길 337-16,37.71658165,126.6917086,분위기 있게 책도 읽을 수 있고 신선한 과일주스도 마실 수 있음,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
73,셀라북카페,북카페,17855.0,경기도 평택시 비전9길 22-1 1층,37.00318089,127.109454,"반려동물 동반가능, 소통을 위한 쉼의 공간, 아이들을 위한 동화책","주차 : 가능, 카페 : 있음, 리뷰여부 : 있음",경기
74,쉴북만화카페,북카페,12968.0,경기도 하남시 신평로 61,37.53922285,127.2052525,"만화책과 향이 좋은 커피를 함께 즐길 수 있음, 편안한 토굴방과 푹힌한 쇼파석 준비","카페 : 있음, 리뷰여부 : 있음",경기
75,책사랑 어린이서점,아동서점,18476.0,경기도 화성시 동탄대로시범길 148-20,37.20032961,127.1144878,아동전집도서전문점,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
76,북카페W,북카페,18378.0,경기도 화성시 영통로61번길 11 301호,37.23464026,127.0614001,독서활동,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
77,심심푸리북만화카페,만화방,18611.0,경기도 화성시 향남읍 상신하길로298번길 11 gbnt빌딩 스마트병원 7층,37.11472407,126.9110484,"만화카페, 넓은 공간, 깔끔한 인테리어, 데이트하기 좋은장소","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
78,놀숲 고양삼송점,만화방,10571.0,경기도 고양시 덕양구 권율대로 894 3층,37.66323094,126.8903854,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
79,놀숲 도래울점,만화방,10551.0,경기도 고양시 덕양구 도래울로 110 405호,37.63491758,126.8724814,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",카페 : 있음,경기
80,이야기마을,독립서점,10298.0,경기도 고양시 덕양구 원당로113번길 48-7,37.66347899,126.8359472,"다양한 도서, 고양이, 음료,""독립서점""출판물","카페 : 있음, 리뷰여부 : 있음",경기
81,플라뇌즈,독립서점,10460.0,경기도 고양시 덕양구 원당로59번길 49-24 203호,37.65862231,126.8312139,"국내외도서, ""독립서점""출판물 등 동네책방","카페 : 있음, 리뷰여부 : 있음",경기
82,놀숲 항공대점,만화방,10540.0,경기도 고양시 덕양구 중앙로 201 2층,37.60481593,126.8677417,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",경기
83,놀숲 일산화정점,만화방,10503.0,경기도 고양시 덕양구 중앙로 628 예일프라자층건물 4층 402호,37.62753475,126.8289115,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",경기
84,미스터버티고책방,일반서점,10450.0,경기도 고양시 일산동구 강송로 33,37.64150962,126.7913055,커피도 팔고 생맥주도 팔고 책도 파느 문학 전문 작은 책방 겸 카페,"주차 : 가능, 카페 : 있음, 리뷰여부 : 있음",경기
85,라비브북스,북카페,10359.0,경기도 고양시 일산동구 무궁화로141번길 16-7,37.67045004,126.7770124,"커피가 있는 작은 동네서점 - 책, 커피, 빈티지컵","카페 : 있음, 리뷰여부 : 있음",경기
86,커피테라피인문학북카페,북카페,10420.0,경기도 고양시 일산동구 백석로71번길 46,37.64847583,126.7842204,독서활동장소,"카페 : 있음, 리뷰여부 : 있음",경기
87,북앤드,북카페,10306.0,경기도 고양시 일산동구 숲속마을로 50-38 202호,37.66794709,126.7987213,"책, 커피, 독서","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
88,너의 작업실,독립서점,10406.0,경기도 고양시 일산동구 일산로380번길 43-11,37.67095691,126.7830747,"""독립서점""출판물과 굿즈, 커피 판매하며 다양한 모임이 열리는 공간","카페 : 있음, 리뷰여부 : 있음",경기
89,놀숲 일산웨스턴돔점,만화방,10402.0,경기도 고양시 일산동구 정발산로 27 3층,37.6569289,126.7718492,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",경기
90,알라딘중고서점 COFFEE 일산점,중고서점,10401.0,경기도 고양시 일산동구 중앙로1275번길 56 루비튜스데이,37.65925338,126.769875,중고서점,"화장실 남녀구분 : 구분, 카페 : 있음, 헌책방 : 있음, 리뷰여부 : 있음",경기
91,놀숲 일산라페스타점,만화방,10401.0,경기도 고양시 일산동구 중앙로1275번길 60-30 라페스타B,37.66021531,126.769111,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음",경기
92,광성북카페,북카페,10231.0,경기도 고양시 일산서구 경의로 956,37.70287015,126.7596972,독서활동장소,"화장실 남녀구분 : 구분, 카페 : 있음",경기
93,고메북스,독립서점,10379.0,경기도 고양시 일산서구 중앙로 1470 동부썬프라자 B동 128호,37.67227362,126.7573465,"동네서점 ""독립서점""출판 북카페&바","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
94,타샤의책방,북카페,13837.0,경기도 과천시 별양상가1로 37 신라상가 3층,37.42842032,126.9937867,어린이 그림서적이 많은 북카페,"카페 : 있음, 리뷰여부 : 있음",경기
95,북카페,북카페,14316.0,경기도 광명시 금하로 458,37.4483914,126.8833098,-,카페 : 있음,경기
96,놀숲 광명소하점,만화방,14316.0,경기도 광명시 소하로 78 5층,37.44792066,126.8833518,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",경기
97,세컨드페이지북스,일반서점,14249.0,경기도 광명시 오리로 921,37.47745319,126.8605721,"여행과 세계, 취향을 대화하는 북","카페 : 있음, 리뷰여부 : 있음",경기
98,북앤빅뱅 광명점,만화방,14217.0,경기도 광명시 오리로 936,37.47825647,126.8591063,"매월 신간 수백만원 구매 고양이카페, 3만권이상 보유","화장실 남녀구분 : 구분, 카페 : 있음",경기
99,새마을금고장학회북카페,북카페,14286.0,경기도 광명시 오리로 985,37.47940568,126.8537425,독서활동 장소,카페 : 있음,경기
100,근근넝넝,일반서점,11441.0,경기도 광주시 오포읍 청석로 72 우방아이유쉘 2단지 상가동 105호,37.39459043,127.2590268,그림서적서점&카페,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
101,놀숲 광주태전점,만화방,12785.0,경기도 광주시 태봉로 24 2층,37.39128564,127.2302799,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","카페 : 있음, 리뷰여부 : 있음",경기
102,서행구간,일반서점,12713.0,경기도 광주시 퇴촌면 천진암로 596 1층,37.45869768,127.3313537,"일반출판물, ""독립서점""출판물, 카페","주차 : 가능, 카페 : 있음, 리뷰여부 : 있음",경기
103,영풍문고 구리 롯데아울렛점,일반서점,11915.0,경기도 구리시 동구릉로136번길 47 롯데아울렛 1층,37.61186145,127.1405447,금요일 영업시간 주말과 같음. 다양한 국내외도서 취급,"주차 : 가능, 카페 : 있음, 리뷰여부 : 있음",경기
104,나인빌리지북스,독립서점,11936.0,경기도 구리시 아차산로432번길 4 1층 나인빌리지북스,37.59339791,127.1315991,"""독립서점""출판물 취급 전문 서점","카페 : 있음, 리뷰여부 : 있음",경기
105,글이야기,일반서점,11934.0,경기도 구리시 안골로 40,37.59693889,127.1355316,다양한 국내외도서 취급,"화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
106,놀숲 구리돌다리점,만화방,11927.0,경기도 구리시 안골로77번길 47 2층,37.59947796,127.1393985,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
107,밸류브릿지터무니책방,독립서점,15806.0,경기도 군포시 금산로 84 4층,37.36957653,126.9376917,책방/갤러리/카페/세미나 공간이 함께 있는 책공간,"화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
108,북앤빅뱅 산본점,만화방,15865.0,경기도 군포시 산본로323번길 16-30 7층,37.36018549,126.9316068,"만화 3만권 이상 신간 다수, 고양이카페, 갓볶은 커피와 음료","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
109,놀숲 김포운양점,만화방,10073.0,경기도 김포시 김포한강11로 288-27 4층,37.65478116,126.6833598,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
110,즐거운다락방,북카페,10071.0,경기도 김포시 김포한강9로76번길 21 애플상가 3F 즐거운다락방,37.64423291,126.6268159,"친구, 연인, 가족과 함께 좋은 추억 만들 수 있는 안락한 공간","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
111,놀숲 김포구래점,만화방,10071.0,경기도 김포시 김포한강9로76번길 47 5층,37.64483461,126.6271305,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
112,열린문고,일반서점,10097.0,경기도 김포시 사우중로 79 사우테마프라자2,37.62186415,126.7205656,"다양한 국내외도서 취급, 자습서 문제집 초등교과서 학습서적 소설","카페 : 있음, 리뷰여부 : 있음",경기
113,쉴만한물가 북카페,북카페,10106.0,경기도 김포시 중봉1로 85-9,37.6270478,126.7055158,독서활동장소,카페 : 있음,경기
114,놀숲 다산신도시점,만화방,12285.0,경기도 남양주시 다산중앙로146번길 22 6층,37.62581631,127.1548174,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","카페 : 있음, 리뷰여부 : 있음",경기
115,놀숲 오남점,만화방,12036.0,경기도 남양주시 오남읍 진건오남로 804 B1,37.69840458,127.2028825,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
116,해밀서점 책읽는커피,일반서점,12056.0,경기도 남양주시 진접읍 해밀예당1로 79-1 102호,37.71593137,127.1886113,커피와 음료가 함께하는 동네서점. 참고서 문제집 소설 등 다양한 장르 도서,"화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
117,신마석 신도숲속북카페,북카페,12035.0,경기도 남양주시 화도읍 비룡로 321 신마석신도브래뉴,37.67955822,127.2999083,독서활동장소,"카페 : 있음, 리뷰여부 : 있음",경기
118,놀숲 동두천지행점,만화방,11350.0,경기도 동두천시 지행로 52 3층,37.89207937,127.0530101,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
119,5km북스토어,일반서점,14709.0,경기도 부천시 경인로 211-1,37.48351988,126.77907,평일 카페 이용객 책구매 가능,"카페 : 있음, 리뷰여부 : 있음",경기
120,화목한책빛소리북카페,북카페,14679.0,경기도 부천시 경인로536번길 57,37.48441984,126.8169423,독서활동 장소,"카페 : 있음, 리뷰여부 : 있음",경기
121,더샘,북카페,14478.0,경기도 부천시 까치로6번길 22 1층,37.50686969,126.809486,독서활동 장소,"카페 : 있음, 리뷰여부 : 있음",경기
122,놀숲 부천점,만화방,14637.0,경기도 부천시 부천로9번길 24,37.4855236,126.7817378,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
