ANALS_TRGET_YEAR,ANALS_TRGET_MT,AREA_NM,AGE_FLAG_NM,SEXDSTN_FLAG_NM,LON_CO,LON_MBER_CO,READ_QY
2020,03,전라남도,청소년(14-19),남자,355,108,3.287
2020,03,전라남도,청소년(14-19),여자,779,261,2.985
2020,03,전라남도,20대,남자,288,88,3.273
2020,03,전라남도,20대,여자,883,283,3.12
2020,03,전라남도,30대,남자,712,155,4.594
2020,03,전라남도,30대,여자,3012,625,4.819
2020,03,전라남도,40대,남자,1519,312,4.869
2020,03,전라남도,40대,여자,4226,944,4.477
2020,03,전라남도,50대,남자,710,157,4.522
2020,03,전라남도,50대,여자,893,227,3.934
2020,03,전라남도,60대이상,남자,498,100,4.98
2020,03,전라남도,60대이상,여자,227,45,5.044
2020,03,전라북도,영유아(0-5),남자,389,23,16.913
2020,03,전라북도,영유아(0-5),여자,293,38,7.711
2020,03,전라북도,유아(6-7),남자,283,28,10.107
2020,03,전라북도,유아(6-7),여자,161,21,7.667
2020,03,전라북도,초등(8-13),남자,911,146,6.24
2020,03,전라북도,초등(8-13),여자,1155,163,7.086
2020,03,전라북도,청소년(14-19),남자,390,110,3.545
2020,03,전라북도,청소년(14-19),여자,711,224,3.174
2020,03,전라북도,20대,남자,477,107,4.458
2020,03,전라북도,20대,여자,820,268,3.06
2020,03,전라북도,30대,남자,687,148,4.642
2020,03,전라북도,30대,여자,2419,446,5.424
2020,03,전라북도,40대,남자,1612,276,5.841
2020,03,전라북도,40대,여자,3749,695,5.394
2020,03,전라북도,50대,남자,421,98,4.296
2020,03,전라북도,50대,여자,590,157,3.758
2020,03,전라북도,60대이상,남자,430,86,5
2020,03,전라북도,60대이상,여자,292,58,5.034
2020,03,제주특별자치도,영유아(0-5),남자,294,28,10.5
2020,03,제주특별자치도,영유아(0-5),여자,112,18,6.222
2020,03,제주특별자치도,유아(6-7),남자,454,52,8.731
2020,03,제주특별자치도,유아(6-7),여자,403,43,9.372
2020,03,제주특별자치도,초등(8-13),남자,1421,232,6.125
2020,03,제주특별자치도,초등(8-13),여자,1802,240,7.508
2020,03,제주특별자치도,청소년(14-19),남자,418,115,3.635
2020,03,제주특별자치도,청소년(14-19),여자,866,222,3.901
2020,03,제주특별자치도,20대,남자,250,77,3.247
2020,03,제주특별자치도,20대,여자,865,270,3.204
2020,03,제주특별자치도,30대,남자,1053,203,5.187
2020,03,제주특별자치도,30대,여자,4264,814,5.238
2020,03,제주특별자치도,40대,남자,2355,446,5.28
2020,03,제주특별자치도,40대,여자,6814,1276,5.34
2020,03,제주특별자치도,50대,남자,732,155,4.723
2020,03,제주특별자치도,50대,여자,928,240,3.867
2020,03,제주특별자치도,60대이상,남자,405,77,5.26
2020,03,제주특별자치도,60대이상,여자,358,67,5.343
2020,03,충청남도,영유아(0-5),남자,276,45,6.133
2020,03,충청남도,영유아(0-5),여자,261,50,5.22
2020,03,충청남도,유아(6-7),남자,447,71,6.296
2020,03,충청남도,유아(6-7),여자,490,78,6.282
2020,03,충청남도,초등(8-13),남자,1592,277,5.747
2020,03,충청남도,초등(8-13),여자,1810,326,5.552
2020,03,충청남도,청소년(14-19),남자,550,139,3.957
2020,03,충청남도,청소년(14-19),여자,987,293,3.369
2020,03,충청남도,20대,남자,348,89,3.91
2020,03,충청남도,20대,여자,680,217,3.134
2020,03,충청남도,30대,남자,867,189,4.587
2020,03,충청남도,30대,여자,3123,647,4.827
2020,03,충청남도,40대,남자,2236,425,5.261
2020,03,충청남도,40대,여자,4273,958,4.46
2020,03,충청남도,50대,남자,449,117,3.838
2020,03,충청남도,50대,여자,583,170,3.429
2020,03,충청남도,60대이상,남자,177,51,3.471
2020,03,충청남도,60대이상,여자,135,34,3.971
2020,03,충청북도,영유아(0-5),남자,409,51,8.02
2020,03,충청북도,영유아(0-5),여자,587,45,13.044
2020,03,충청북도,유아(6-7),남자,782,75,10.427
2020,03,충청북도,유아(6-7),여자,587,70,8.386
2020,03,충청북도,초등(8-13),남자,2085,310,6.726
2020,03,충청북도,초등(8-13),여자,2172,323,6.724
2020,03,충청북도,청소년(14-19),남자,569,155,3.671
2020,03,충청북도,청소년(14-19),여자,1018,303,3.36
2020,03,충청북도,20대,남자,534,97,5.505
2020,03,충청북도,20대,여자,1272,319,3.987
2020,03,충청북도,30대,남자,1807,215,8.405
2020,03,충청북도,30대,여자,6814,782,8.714
2020,03,충청북도,40대,남자,2688,429,6.266
2020,03,충청북도,40대,여자,6503,1102,5.901
2020,03,충청북도,50대,남자,902,176,5.125
2020,03,충청북도,50대,여자,1264,236,5.356
2020,03,충청북도,60대이상,남자,539,117,4.607
2020,03,충청북도,60대이상,여자,446,67,6.657
2020,04,강원도,영유아(0-5),남자,250,38,6.579
2020,04,강원도,영유아(0-5),여자,222,31,7.161
2020,04,강원도,유아(6-7),남자,397,55,7.218
2020,04,강원도,유아(6-7),여자,279,48,5.813
2020,04,강원도,초등(8-13),남자,1738,279,6.229
2020,04,강원도,초등(8-13),여자,2244,339,6.619
2020,04,강원도,청소년(14-19),남자,540,152,3.553
2020,04,강원도,청소년(14-19),여자,787,256,3.074
2020,04,강원도,20대,남자,420,121,3.471
2020,04,강원도,20대,여자,1258,361,3.485
2020,04,강원도,30대,남자,1159,219,5.292
2020,04,강원도,30대,여자,4210,802,5.249
2020,04,강원도,40대,남자,2762,501,5.513
2020,04,강원도,40대,여자,6690,1280,5.227
2020,04,강원도,50대,남자,956,219,4.365
2020,04,강원도,50대,여자,1622,353,4.595
2020,04,강원도,60대이상,남자,852,173,4.925
2020,04,강원도,60대이상,여자,533,112,4.759
2020,04,경기도,영유아(0-5),남자,8641,925,9.342
2020,04,경기도,영유아(0-5),여자,10264,905,11.341
2020,04,경기도,유아(6-7),남자,17708,1607,11.019
2020,04,경기도,유아(6-7),여자,16218,1516,10.698
2020,04,경기도,초등(8-13),남자,68664,7787,8.818
2020,04,경기도,초등(8-13),여자,71409,8120,8.794
2020,04,경기도,청소년(14-19),남자,13106,2991,4.382
2020,04,경기도,청소년(14-19),여자,20507,5208,3.938
2020,04,경기도,20대,남자,11445,3566,3.209
2020,04,경기도,20대,여자,29794,9240,3.224
2020,04,경기도,30대,남자,30104,5207,5.781
2020,04,경기도,30대,여자,118177,17305,6.829
2020,04,경기도,40대,남자,101596,14163,7.173
2020,04,경기도,40대,여자,222607,32233,6.906
2020,04,경기도,50대,남자,25435,5295,4.804
2020,04,경기도,50대,여자,34260,7410,4.623
2020,04,경기도,60대이상,남자,17273,3105,5.563
2020,04,경기도,60대이상,여자,12600,2218,5.681
2020,04,경상남도,영유아(0-5),남자,1545,173,8.931
2020,04,경상남도,영유아(0-5),여자,1335,160,8.344
2020,04,경상남도,유아(6-7),남자,2355,266,8.853
2020,04,경상남도,유아(6-7),여자,1936,225,8.604
2020,04,경상남도,초등(8-13),남자,8569,1066,8.038
2020,04,경상남도,초등(8-13),여자,8498,1066,7.972
2020,04,경상남도,청소년(14-19),남자,1270,290,4.379
2020,04,경상남도,청소년(14-19),여자,2138,504,4.242
2020,04,경상남도,20대,남자,947,254,3.728
2020,04,경상남도,20대,여자,2722,723,3.765
2020,04,경상남도,30대,남자,3198,489,6.54
2020,04,경상남도,30대,여자,17065,2179,7.832
2020,04,경상남도,40대,남자,8680,1165,7.451
2020,04,경상남도,40대,여자,21204,2933,7.229
2020,04,경상남도,50대,남자,1878,344,5.459
2020,04,경상남도,50대,여자,2458,498,4.936
2020,04,경상남도,60대이상,남자,1223,211,5.796
2020,04,경상남도,60대이상,여자,1077,173,6.225
2020,04,경상북도,영유아(0-5),남자,283,43,6.581
2020,04,경상북도,영유아(0-5),여자,336,55,6.109
2020,04,경상북도,유아(6-7),남자,495,73,6.781
2020,04,경상북도,유아(6-7),여자,377,64,5.891
2020,04,경상북도,초등(8-13),남자,2520,363,6.942
2020,04,경상북도,초등(8-13),여자,2342,372,6.296
2020,04,경상북도,청소년(14-19),남자,437,119,3.672
2020,04,경상북도,청소년(14-19),여자,1014,258,3.93
2020,04,경상북도,20대,남자,458,135,3.393
2020,04,경상북도,20대,여자,1088,320,3.4
2020,04,경상북도,30대,남자,1138,218,5.22
2020,04,경상북도,30대,여자,4946,888,5.57
2020,04,경상북도,40대,남자,2635,474,5.559
2020,04,경상북도,40대,여자,6601,1183,5.58
2020,04,경상북도,50대,남자,692,157,4.408
2020,04,경상북도,50대,여자,896,226,3.965
2020,04,경상북도,60대이상,남자,536,86,6.233
2020,04,경상북도,60대이상,여자,364,71,5.127
2020,04,광주광역시,영유아(0-5),남자,309,32,9.656
2020,04,광주광역시,영유아(0-5),여자,414,42,9.857
2020,04,광주광역시,유아(6-7),남자,753,63,11.952
2020,04,광주광역시,유아(6-7),여자,655,57,11.491
2020,04,광주광역시,초등(8-13),남자,2324,269,8.639
2020,04,광주광역시,초등(8-13),여자,3279,355,9.237
2020,04,광주광역시,청소년(14-19),남자,341,80,4.263
2020,04,광주광역시,청소년(14-19),여자,843,209,4.033
2020,04,광주광역시,20대,남자,654,150,4.36
2020,04,광주광역시,20대,여자,1623,424,3.828
2020,04,광주광역시,30대,남자,1477,235,6.285
2020,04,광주광역시,30대,여자,5862,853,6.872
2020,04,광주광역시,40대,남자,4073,531,7.67
2020,04,광주광역시,40대,여자,8837,1271,6.953
2020,04,광주광역시,50대,남자,711,125,5.688
2020,04,광주광역시,50대,여자,1157,229,5.052
2020,04,광주광역시,60대이상,남자,569,92,6.185
2020,04,광주광역시,60대이상,여자,505,68,7.426
2020,04,대구광역시,영유아(0-5),남자,530,57,9.298
2020,04,대구광역시,영유아(0-5),여자,423,56,7.554
2020,04,대구광역시,유아(6-7),남자,805,91,8.846
2020,04,대구광역시,유아(6-7),여자,783,89,8.798
2020,04,대구광역시,초등(8-13),남자,2914,417,6.988
2020,04,대구광역시,초등(8-13),여자,3892,498,7.815
2020,04,대구광역시,청소년(14-19),남자,480,115,4.174
2020,04,대구광역시,청소년(14-19),여자,803,224,3.585
2020,04,대구광역시,20대,남자,626,168,3.726
2020,04,대구광역시,20대,여자,1707,504,3.387
2020,04,대구광역시,30대,남자,1394,244,5.713
2020,04,대구광역시,30대,여자,8083,1176,6.873
2020,04,대구광역시,40대,남자,4019,575,6.99
2020,04,대구광역시,40대,여자,11907,1796,6.63
2020,04,대구광역시,50대,남자,641,140,4.579
2020,04,대구광역시,50대,여자,1220,280,4.357
2020,04,대구광역시,60대이상,남자,477,85,5.612
2020,04,대구광역시,60대이상,여자,527,88,5.989
2020,04,대전광역시,영유아(0-5),남자,626,89,7.034
2020,04,대전광역시,영유아(0-5),여자,619,80,7.738
2020,04,대전광역시,유아(6-7),남자,1229,173,7.104
2020,04,대전광역시,유아(6-7),여자,1359,182,7.467
2020,04,대전광역시,초등(8-13),남자,6168,935,6.597
2020,04,대전광역시,초등(8-13),여자,5966,895,6.666
2020,04,대전광역시,청소년(14-19),남자,997,270,3.693
2020,04,대전광역시,청소년(14-19),여자,1831,465,3.938
2020,04,대전광역시,20대,남자,700,197,3.553
2020,04,대전광역시,20대,여자,1766,479,3.687
2020,04,대전광역시,30대,남자,1947,318,6.123
2020,04,대전광역시,30대,여자,6277,1072,5.855
2020,04,대전광역시,40대,남자,6701,1096,6.114
2020,04,대전광역시,40대,여자,11986,2185,5.486
2020,04,대전광역시,50대,남자,1649,356,4.632
2020,04,대전광역시,50대,여자,2143,502,4.269
2020,04,대전광역시,60대이상,남자,1641,368,4.459
2020,04,대전광역시,60대이상,여자,1536,252,6.095
2020,04,부산광역시,영유아(0-5),남자,3292,163,20.196
2020,04,부산광역시,영유아(0-5),여자,889,124,7.169
2020,04,부산광역시,유아(6-7),남자,1708,199,8.583
2020,04,부산광역시,유아(6-7),여자,1909,215,8.879
2020,04,부산광역시,초등(8-13),남자,7266,965,7.53
2020,04,부산광역시,초등(8-13),여자,7779,1022,7.612
2020,04,부산광역시,청소년(14-19),남자,1040,277,3.755
2020,04,부산광역시,청소년(14-19),여자,1962,560,3.504
2020,04,부산광역시,20대,남자,1310,361,3.629
2020,04,부산광역시,20대,여자,4037,1131,3.569
2020,04,부산광역시,30대,남자,2419,491,4.927
2020,04,부산광역시,30대,여자,11416,2075,5.502
2020,04,부산광역시,40대,남자,8558,1326,6.454
2020,04,부산광역시,40대,여자,19554,3387,5.773
2020,04,부산광역시,50대,남자,1955,445,4.393
2020,04,부산광역시,50대,여자,3262,736,4.432
2020,04,부산광역시,60대이상,남자,2087,370,5.641
2020,04,부산광역시,60대이상,여자,1662,273,6.088
2020,04,서울특별시,영유아(0-5),남자,3244,388,8.361
2020,04,서울특별시,영유아(0-5),여자,3522,379,9.293
2020,04,서울특별시,유아(6-7),남자,6624,753,8.797
2020,04,서울특별시,유아(6-7),여자,7690,727,10.578
2020,04,서울특별시,초등(8-13),남자,25721,3670,7.008
2020,04,서울특별시,초등(8-13),여자,28947,3939,7.349
2020,04,서울특별시,청소년(14-19),남자,4456,1079,4.13
2020,04,서울특별시,청소년(14-19),여자,6706,1748,3.836
2020,04,서울특별시,20대,남자,4400,1372,3.207
2020,04,서울특별시,20대,여자,13146,4233,3.106
2020,04,서울특별시,30대,남자,14610,2455,5.951
2020,04,서울특별시,30대,여자,43987,8074,5.448
2020,04,서울특별시,40대,남자,41212,6465,6.375
2020,04,서울특별시,40대,여자,83575,15289,5.466
2020,04,서울특별시,50대,남자,10405,2130,4.885
2020,04,서울특별시,50대,여자,13607,3220,4.226
2020,04,서울특별시,60대이상,남자,7329,1436,5.104
2020,04,서울특별시,60대이상,여자,6944,1278,5.433
2020,04,세종특별자치시,영유아(0-5),남자,14,1,14
2020,04,세종특별자치시,영유아(0-5),여자,0,0,
2020,04,세종특별자치시,유아(6-7),남자,0,0,
2020,04,세종특별자치시,유아(6-7),여자,0,0,
2020,04,세종특별자치시,초등(8-13),남자,52,3,17.333
2020,04,세종특별자치시,초등(8-13),여자,15,3,5
2020,04,세종특별자치시,청소년(14-19),남자,6,2,3
2020,04,세종특별자치시,청소년(14-19),여자,27,8,3.375
2020,04,세종특별자치시,20대,남자,10,5,2
2020,04,세종특별자치시,20대,여자,61,14,4.357
2020,04,세종특별자치시,30대,남자,5,2,2.5
2020,04,세종특별자치시,30대,여자,102,14,7.286
2020,04,세종특별자치시,40대,남자,84,12,7
2020,04,세종특별자치시,40대,여자,249,37,6.73
2020,04,세종특별자치시,50대,남자,5,2,2.5
2020,04,세종특별자치시,50대,여자,27,6,4.5
2020,04,세종특별자치시,60대이상,남자,12,3,4
2020,04,세종특별자치시,60대이상,여자,3,1,3
2020,04,울산광역시,영유아(0-5),남자,706,84,8.405
2020,04,울산광역시,영유아(0-5),여자,1225,148,8.277
2020,04,울산광역시,유아(6-7),남자,1062,121,8.777
2020,04,울산광역시,유아(6-7),여자,2000,230,8.696
2020,04,울산광역시,초등(8-13),남자,5652,656,8.616
2020,04,울산광역시,초등(8-13),여자,7885,1004,7.854
2020,04,울산광역시,청소년(14-19),남자,1065,238,4.475
2020,04,울산광역시,청소년(14-19),여자,1656,390,4.246
2020,04,울산광역시,20대,남자,537,146,3.678
2020,04,울산광역시,20대,여자,1368,388,3.526
2020,04,울산광역시,30대,남자,2528,394,6.416
2020,04,울산광역시,30대,여자,9379,1413,6.638
2020,04,울산광역시,40대,남자,6146,877,7.008
2020,04,울산광역시,40대,여자,14507,2270,6.391
2020,04,울산광역시,50대,남자,1117,213,5.244
2020,04,울산광역시,50대,여자,1782,359,4.964
2020,04,울산광역시,60대이상,남자,753,124,6.073
2020,04,울산광역시,60대이상,여자,1282,163,7.865
2020,04,인천광역시,영유아(0-5),남자,512,34,15.059
2020,04,인천광역시,영유아(0-5),여자,290,34,8.529
2020,04,인천광역시,유아(6-7),남자,426,52,8.192
2020,04,인천광역시,유아(6-7),여자,507,52,9.75
2020,04,인천광역시,초등(8-13),남자,2178,289,7.536
2020,04,인천광역시,초등(8-13),여자,2346,343,6.84
2020,04,인천광역시,청소년(14-19),남자,382,139,2.748
2020,04,인천광역시,청소년(14-19),여자,819,262,3.126
2020,04,인천광역시,20대,남자,509,228,2.232
2020,04,인천광역시,20대,여자,1688,618,2.731
2020,04,인천광역시,30대,남자,1002,268,3.739
2020,04,인천광역시,30대,여자,5243,1078,4.864
2020,04,인천광역시,40대,남자,3352,610,5.495
2020,04,인천광역시,40대,여자,7413,1473,5.033
2020,04,인천광역시,50대,남자,748,214,3.495
2020,04,인천광역시,50대,여자,1399,368,3.802
2020,04,인천광역시,60대이상,남자,578,122,4.738
2020,04,인천광역시,60대이상,여자,557,112,4.973
2020,04,전라남도,영유아(0-5),남자,287,21,13.667
2020,04,전라남도,영유아(0-5),여자,184,20,9.2
2020,04,전라남도,유아(6-7),남자,672,65,10.338
2020,04,전라남도,유아(6-7),여자,315,44,7.159
2020,04,전라남도,초등(8-13),남자,2763,328,8.424
2020,04,전라남도,초등(8-13),여자,2556,352,7.261
2020,04,전라남도,청소년(14-19),남자,379,131,2.893
2020,04,전라남도,청소년(14-19),여자,1064,311,3.421
2020,04,전라남도,20대,남자,540,173,3.121
2020,04,전라남도,20대,여자,1421,419,3.391
2020,04,전라남도,30대,남자,1592,265,6.008
2020,04,전라남도,30대,여자,6085,988,6.159
2020,04,전라남도,40대,남자,3497,525,6.661
2020,04,전라남도,40대,여자,7741,1392,5.561
2020,04,전라남도,50대,남자,1337,229,5.838
2020,04,전라남도,50대,여자,1721,360,4.781
2020,04,전라남도,60대이상,남자,1051,164,6.409
2020,04,전라남도,60대이상,여자,469,85,5.518
2020,04,전라북도,영유아(0-5),남자,586,37,15.838
2020,04,전라북도,영유아(0-5),여자,564,52,10.846
2020,04,전라북도,유아(6-7),남자,727,60,12.117
2020,04,전라북도,유아(6-7),여자,559,46,12.152
2020,04,전라북도,초등(8-13),남자,2136,243,8.79
2020,04,전라북도,초등(8-13),여자,2552,275,9.28
2020,04,전라북도,청소년(14-19),남자,543,135,4.022
2020,04,전라북도,청소년(14-19),여자,984,265,3.713
2020,04,전라북도,20대,남자,766,144,5.319
2020,04,전라북도,20대,여자,1422,422,3.37
2020,04,전라북도,30대,남자,1281,213,6.014
2020,04,전라북도,30대,여자,5649,800,7.061
2020,04,전라북도,40대,남자,3319,436,7.612
2020,04,전라북도,40대,여자,6966,1019,6.836
2020,04,전라북도,50대,남자,668,144,4.639
2020,04,전라북도,50대,여자,884,222,3.982
2020,04,전라북도,60대이상,남자,655,110,5.955
2020,04,전라북도,60대이상,여자,474,71,6.676
2020,04,제주특별자치도,영유아(0-5),남자,825,56,14.732
2020,04,제주특별자치도,영유아(0-5),여자,317,35,9.057
2020,04,제주특별자치도,유아(6-7),남자,1071,83,12.904
2020,04,제주특별자치도,유아(6-7),여자,1120,90,12.444
2020,04,제주특별자치도,초등(8-13),남자,3228,412,7.835
2020,04,제주특별자치도,초등(8-13),여자,3793,424,8.946
2020,04,제주특별자치도,청소년(14-19),남자,720,172,4.186
2020,04,제주특별자치도,청소년(14-19),여자,1233,295,4.18
2020,04,제주특별자치도,20대,남자,359,119,3.017
2020,04,제주특별자치도,20대,여자,1368,387,3.535
2020,04,제주특별자치도,30대,남자,2293,333,6.886
2020,04,제주특별자치도,30대,여자,8097,1219,6.642
2020,04,제주특별자치도,40대,남자,4773,681,7.009
2020,04,제주특별자치도,40대,여자,12534,1872,6.696
2020,04,제주특별자치도,50대,남자,1377,244,5.643
2020,04,제주특별자치도,50대,여자,1589,353,4.501
2020,04,제주특별자치도,60대이상,남자,744,113,6.584
2020,04,제주특별자치도,60대이상,여자,752,101,7.446
2020,04,충청남도,영유아(0-5),남자,557,66,8.439
2020,04,충청남도,영유아(0-5),여자,546,68,8.029
2020,04,충청남도,유아(6-7),남자,921,121,7.612
2020,04,충청남도,유아(6-7),여자,1021,113,9.035
2020,04,충청남도,초등(8-13),남자,3236,405,7.99
2020,04,충청남도,초등(8-13),여자,3356,448,7.491
2020,04,충청남도,청소년(14-19),남자,617,132,4.674
2020,04,충청남도,청소년(14-19),여자,1151,314,3.666
2020,04,충청남도,20대,남자,559,136,4.11
2020,04,충청남도,20대,여자,1303,367,3.55
2020,04,충청남도,30대,남자,1648,272,6.059
2020,04,충청남도,30대,여자,6030,1024,5.889
2020,04,충청남도,40대,남자,4356,657,6.63
2020,04,충청남도,40대,여자,7448,1346,5.533
2020,04,충청남도,50대,남자,935,192,4.87
2020,04,충청남도,50대,여자,1088,251,4.335
2020,04,충청남도,60대이상,남자,434,81,5.358
2020,04,충청남도,60대이상,여자,376,63,5.968
2020,04,충청북도,영유아(0-5),남자,1021,88,11.602
2020,04,충청북도,영유아(0-5),여자,1103,85,12.976
2020,04,충청북도,유아(6-7),남자,1909,138,13.833
2020,04,충청북도,유아(6-7),여자,1599,128,12.492
2020,04,충청북도,초등(8-13),남자,5323,546,9.749
2020,04,충청북도,초등(8-13),여자,4957,534,9.283
2020,04,충청북도,청소년(14-19),남자,1222,205,5.961
2020,04,충청북도,청소년(14-19),여자,1935,436,4.438
2020,04,충청북도,20대,남자,1027,177,5.802
2020,04,충청북도,20대,여자,2641,565,4.674
2020,04,충청북도,30대,남자,3497,418,8.366
2020,04,충청북도,30대,여자,15013,1459,10.29
2020,04,충청북도,40대,남자,6484,744,8.715
2020,04,충청북도,40대,여자,13614,1777,7.661
2020,04,충청북도,50대,남자,1725,272,6.342
2020,04,충청북도,50대,여자,2700,408,6.618
2020,04,충청북도,60대이상,남자,1305,185,7.054
2020,04,충청북도,60대이상,여자,844,131,6.443
2020,05,강원도,영유아(0-5),남자,1110,112,9.911
2020,05,강원도,영유아(0-5),여자,1051,105,10.01
2020,05,강원도,유아(6-7),남자,1543,153,10.085
2020,05,강원도,유아(6-7),여자,1567,177,8.853
2020,05,강원도,초등(8-13),남자,7943,869,9.14
2020,05,강원도,초등(8-13),여자,9688,1059,9.148
2020,05,강원도,청소년(14-19),남자,2491,535,4.656
2020,05,강원도,청소년(14-19),여자,3686,903,4.082
2020,05,강원도,20대,남자,1869,450,4.153
2020,05,강원도,20대,여자,3751,876,4.282
2020,05,강원도,30대,남자,5001,708,7.064
2020,05,강원도,30대,여자,12785,1653,7.734
2020,05,강원도,40대,남자,11215,1464,7.661
2020,05,강원도,40대,여자,16936,2472,6.851
2020,05,강원도,50대,남자,4681,746,6.275
2020,05,강원도,50대,여자,5169,906,5.705
2020,05,강원도,60대이상,남자,4287,614,6.982
2020,05,강원도,60대이상,여자,2278,318,7.164
2020,05,경기도,영유아(0-5),남자,22109,1866,11.848
2020,05,경기도,영유아(0-5),여자,22851,1854,12.325
2020,05,경기도,유아(6-7),남자,40266,3165,12.722
2020,05,경기도,유아(6-7),여자,40493,3123,12.966
2020,05,경기도,초등(8-13),남자,150941,14031,10.758
2020,05,경기도,초등(8-13),여자,159337,14851,10.729
2020,05,경기도,청소년(14-19),남자,27109,5851,4.633
2020,05,경기도,청소년(14-19),여자,43101,9956,4.329
2020,05,경기도,20대,남자,26482,7180,3.688
2020,05,경기도,20대,여자,57460,15551,3.695
2020,05,경기도,30대,남자,66685,9631,6.924
2020,05,경기도,30대,여자,239147,27812,8.599
2020,05,경기도,40대,남자,214380,25399,8.44
2020,05,경기도,40대,여자,424800,49246,8.626
2020,05,경기도,50대,남자,57157,10395,5.499
2020,05,경기도,50대,여자,71177,13172,5.404
2020,05,경기도,60대이상,남자,43639,7355,5.933
2020,05,경기도,60대이상,여자,30311,4831,6.274
2020,05,경상남도,영유아(0-5),남자,4652,532,8.744
2020,05,경상남도,영유아(0-5),여자,4197,458,9.164
2020,05,경상남도,유아(6-7),남자,6343,680,9.328
2020,05,경상남도,유아(6-7),여자,6778,689,9.837
2020,05,경상남도,초등(8-13),남자,25273,2826,8.943
2020,05,경상남도,초등(8-13),여자,23708,2776,8.54
2020,05,경상남도,청소년(14-19),남자,4194,979,4.284
2020,05,경상남도,청소년(14-19),여자,6211,1514,4.102
2020,05,경상남도,20대,남자,3226,842,3.831
2020,05,경상남도,20대,여자,6055,1575,3.844
2020,05,경상남도,30대,남자,8791,1332,6.6
2020,05,경상남도,30대,여자,31171,4086,7.629
2020,05,경상남도,40대,남자,23181,3123,7.423
2020,05,경상남도,40대,여자,41623,5931,7.018
2020,05,경상남도,50대,남자,6046,1171,5.163
2020,05,경상남도,50대,여자,6958,1411,4.931
2020,05,경상남도,60대이상,남자,5359,924,5.8
2020,05,경상남도,60대이상,여자,3649,603,6.051
2020,05,경상북도,영유아(0-5),남자,1634,193,8.466
2020,05,경상북도,영유아(0-5),여자,1672,177,9.446
2020,05,경상북도,유아(6-7),남자,2410,282,8.546
2020,05,경상북도,유아(6-7),여자,2107,249,8.462
2020,05,경상북도,초등(8-13),남자,9575,1162,8.24
2020,05,경상북도,초등(8-13),여자,9173,1178,7.787
2020,05,경상북도,청소년(14-19),남자,1946,493,3.947
2020,05,경상북도,청소년(14-19),여자,4116,993,4.145
2020,05,경상북도,20대,남자,1940,492,3.943
2020,05,경상북도,20대,여자,3483,919,3.79
2020,05,경상북도,30대,남자,4667,738,6.324
2020,05,경상북도,30대,여자,13719,1989,6.897
2020,05,경상북도,40대,남자,11101,1600,6.938
2020,05,경상북도,40대,여자,17725,2835,6.252
2020,05,경상북도,50대,남자,2928,596,4.913
2020,05,경상북도,50대,여자,3942,827,4.767
2020,05,경상북도,60대이상,남자,3015,522,5.776
2020,05,경상북도,60대이상,여자,1704,308,5.532
2020,05,광주광역시,영유아(0-5),남자,967,111,8.712
2020,05,광주광역시,영유아(0-5),여자,713,85,8.388
2020,05,광주광역시,유아(6-7),남자,1554,173,8.983
2020,05,광주광역시,유아(6-7),여자,1429,121,11.81
2020,05,광주광역시,초등(8-13),남자,5304,612,8.667
2020,05,광주광역시,초등(8-13),여자,5856,620,9.445
2020,05,광주광역시,청소년(14-19),남자,884,196,4.51
2020,05,광주광역시,청소년(14-19),여자,1610,414,3.889
2020,05,광주광역시,20대,남자,1348,276,4.884
2020,05,광주광역시,20대,여자,2269,559,4.059
2020,05,광주광역시,30대,남자,2582,386,6.689
2020,05,광주광역시,30대,여자,8436,1159,7.279
2020,05,광주광역시,40대,남자,7842,977,8.027
2020,05,광주광역시,40대,여자,12330,1742,7.078
2020,05,광주광역시,50대,남자,1805,292,6.182
2020,05,광주광역시,50대,여자,1989,396,5.023
2020,05,광주광역시,60대이상,남자,1631,274,5.953
2020,05,광주광역시,60대이상,여자,1306,193,6.767
2020,05,대구광역시,영유아(0-5),남자,1165,102,11.422
2020,05,대구광역시,영유아(0-5),여자,1228,117,10.496
2020,05,대구광역시,유아(6-7),남자,2221,202,10.995
2020,05,대구광역시,유아(6-7),여자,2387,193,12.368
2020,05,대구광역시,초등(8-13),남자,9184,911,10.081
2020,05,대구광역시,초등(8-13),여자,11193,1051,10.65
2020,05,대구광역시,청소년(14-19),남자,1301,304,4.28
2020,05,대구광역시,청소년(14-19),여자,2238,580,3.859
2020,05,대구광역시,20대,남자,1097,330,3.324
2020,05,대구광역시,20대,여자,2875,860,3.343
2020,05,대구광역시,30대,남자,3301,482,6.849
2020,05,대구광역시,30대,여자,14758,1906,7.743
2020,05,대구광역시,40대,남자,9910,1227,8.077
2020,05,대구광역시,40대,여자,21245,2906,7.311
2020,05,대구광역시,50대,남자,1915,400,4.788
2020,05,대구광역시,50대,여자,2911,645,4.513
2020,05,대구광역시,60대이상,남자,1495,337,4.436
2020,05,대구광역시,60대이상,여자,1573,245,6.42
2020,05,대전광역시,영유아(0-5),남자,2543,232,10.961
2020,05,대전광역시,영유아(0-5),여자,2529,223,11.341
2020,05,대전광역시,유아(6-7),남자,4739,396,11.967
2020,05,대전광역시,유아(6-7),여자,4364,385,11.335
2020,05,대전광역시,초등(8-13),남자,21214,1999,10.612
2020,05,대전광역시,초등(8-13),여자,22115,1997,11.074
