ANALS_TRGET_YEAR,ANALS_TRGET_MT,AGE_FLAG_NM,KWRD_RANK_CO,KWRD_NM,FQ_CO
"2021","12","60대 이상","13","생각","981"
"2021","12","60대 이상","14","토지","968"
"2021","12","60대 이상","15","사회","927"
"2021","12","60대 이상","16","일본","907"
"2021","12","60대 이상","17","미국","799"
"2021","12","60대 이상","18","인간","794"
"2021","12","60대 이상","19","세상","779"
"2021","12","60대 이상","20","이유","763"
"2021","12","60대 이상","21","최명희","741"
"2021","12","60대 이상","22","행복","739"
"2021","12","60대 이상","23","중국","730"
"2021","12","60대 이상","24","주식","703"
"2021","12","60대 이상","25","죽음","688"
"2021","12","60대 이상","26","최고","675"
"2021","12","60대 이상","27","장편소설","673"
"2021","12","60대 이상","28","베스트셀러","642"
"2021","12","60대 이상","29","방법","630"
"2021","12","60대 이상","30","혼불","620"
"2021","12","60대 이상","31","누구","613"
"2021","12","60대 이상","32","시간","612"
"2021","12","60대 이상","33","문학","608"
"2021","12","60대 이상","34","가지","604"
"2021","12","60대 이상","35","사건","603"
"2021","12","60대 이상","36","문제","562"
"2021","12","60대 이상","37","존재","560"
"2021","12","60대 이상","38","인물","554"
"2021","12","60대 이상","39","다양","541"
"2021","12","60대 이상","40","미래","539"
"2021","12","60대 이상","41","의미","490"
"2021","12","60대 이상","42","모습","484"
"2021","12","60대 이상","43","필요","483"
"2021","12","60대 이상","44","연재","472"
"2021","12","60대 이상","45","대하소설","458"
"2021","12","60대 이상","46","마지막","450"
"2021","12","60대 이상","47","아버지","447"
"2021","12","60대 이상","48","이름","442"
"2021","12","60대 이상","48","사실","442"
"2021","12","60대 이상","50","기억","439"
"2021","12","60대 이상","51","오늘","438"
"2021","12","60대 이상","52","대한민국","430"
"2021","12","60대 이상","53","언어","424"
"2021","12","60대 이상","54","질문","423"
"2021","12","60대 이상","55","비밀","418"
"2021","12","60대 이상","55","전쟁","418"
"2021","12","60대 이상","57","부자","417"
"2021","12","60대 이상","58","이해","414"
"2021","12","60대 이상","59","활동","411"
"2021","12","60대 이상","60","경제","409"
"2021","12","60대 이상","61","기록","406"
"2021","12","60대 이상","62","공부","404"
"2021","12","60대 이상","63","시절","402"
"2021","12","60대 이상","64","교수","401"
"2021","12","60대 이상","65","기업","400"
"2021","12","60대 이상","66","과정","392"
"2021","12","60대 이상","67","변화","389"
"2021","12","60대 이상","68","문장","385"
"2021","12","60대 이상","68","수상","385"
"2021","12","60대 이상","70","주인공","383"
"2021","12","60대 이상","71","현실","380"
"2021","12","60대 이상","72","시장","378"
"2021","12","60대 이상","73","현대문학","377"
"2021","12","60대 이상","74","중심","376"
"2021","12","60대 이상","74","조선","376"
"2021","12","60대 이상","74","여행","376"
"2021","12","60대 이상","77","이번","371"
"2021","12","60대 이상","77","사이","371"
"2021","12","60대 이상","79","어머니","369"
"2021","12","60대 이상","79","발표","369"
"2021","12","60대 이상","81","나라","364"
"2021","12","60대 이상","82","처음","358"
"2021","12","60대 이상","83","운명","355"
"2021","12","60대 이상","84","가족","354"
"2021","12","60대 이상","85","생생","348"
"2021","12","60대 이상","86","미스터리","346"
"2021","12","60대 이상","87","경험","344"
"2021","12","60대 이상","88","민족","339"
"2021","12","60대 이상","89","고구려","338"
"2021","12","60대 이상","89","집필","338"
"2021","12","60대 이상","91","관계","337"
"2021","12","60대 이상","91","배경","337"
"2021","12","60대 이상","93","나이","332"
"2021","12","60대 이상","94","변경","330"
"2021","12","60대 이상","95","투자자","326"
"2021","12","60대 이상","96","위기","324"
"2021","12","60대 이상","97","성공","320"
"2021","12","60대 이상","98","메타버스","319"
"2021","12","60대 이상","99","문화","317"
"2021","12","60대 이상","100","서울","314"
"2021","12","영유아(0~5)","1","그림책","3356"
"2021","12","영유아(0~5)","2","아이","2563"
"2021","12","영유아(0~5)","3","엄마","1493"
"2021","12","영유아(0~5)","4","마음","1202"
"2021","12","영유아(0~5)","5","친구","1100"
"2021","12","영유아(0~5)","6","그림","1089"
"2021","12","영유아(0~5)","7","시리즈","972"
"2021","12","영유아(0~5)","8","아빠","909"
"2021","12","영유아(0~5)","9","어린이","908"
"2021","12","영유아(0~5)","10","모습","809"
"2021","12","영유아(0~5)","11","사랑","790"
"2021","12","영유아(0~5)","12","세계","743"
"2021","12","영유아(0~5)","13","아이들","695"
"2021","12","영유아(0~5)","14","사람","672"
"2021","12","영유아(0~5)","15","독자","610"
"2021","12","영유아(0~5)","16","생각","607"
"2021","12","영유아(0~5)","17","자신","593"
"2021","12","영유아(0~5)","18","한국","577"
"2021","12","영유아(0~5)","19","다양","558"
"2021","12","영유아(0~5)","20","일본","541"
"2021","12","영유아(0~5)","21","그린","463"
"2021","12","영유아(0~5)","22","어른","457"
"2021","12","영유아(0~5)","23","시작","452"
"2021","12","영유아(0~5)","24","캐릭터","442"
"2021","12","영유아(0~5)","25","가족","439"
"2021","12","영유아(0~5)","26","동물","435"
"2021","12","영유아(0~5)","27","상상력","399"
"2021","12","영유아(0~5)","28","세상","398"
"2021","12","영유아(0~5)","29","마을","390"
"2021","12","영유아(0~5)","30","이번","369"
"2021","12","영유아(0~5)","31","공룡","367"
"2021","12","영유아(0~5)","32","표현","359"
"2021","12","영유아(0~5)","33","주인공","358"
"2021","12","영유아(0~5)","34","할머니","355"
"2021","12","영유아(0~5)","35","유쾌","338"
"2021","12","영유아(0~5)","36","행복","337"
"2021","12","영유아(0~5)","37","상상","334"
"2021","12","영유아(0~5)","38","도토리","333"
"2021","12","영유아(0~5)","39","토끼","328"
"2021","12","영유아(0~5)","40","야옹이","322"
"2021","12","영유아(0~5)","41","누구","319"
"2021","12","영유아(0~5)","42","보고","309"
"2021","12","영유아(0~5)","43","자기","303"
"2021","12","영유아(0~5)","44","처음","302"
"2021","12","영유아(0~5)","45","가지","279"
"2021","12","영유아(0~5)","45","오늘","279"
"2021","12","영유아(0~5)","47","수상","278"
"2021","12","영유아(0~5)","48","감정","276"
"2021","12","영유아(0~5)","49","엉덩이","271"
"2021","12","영유아(0~5)","50","한국 그림책","270"
"2021","12","영유아(0~5)","50","애니메이션","270"
"2021","12","영유아(0~5)","52","소리","266"
"2021","12","영유아(0~5)","53","병관","265"
"2021","12","영유아(0~5)","54","역사","264"
"2021","12","영유아(0~5)","55","할아버지","258"
"2021","12","영유아(0~5)","56","아저씨","255"
"2021","12","영유아(0~5)","57","책읽는곰","254"
"2021","12","영유아(0~5)","58","사건","253"
"2021","12","영유아(0~5)","59","괴물","252"
"2021","12","영유아(0~5)","60","장면","248"
"2021","12","영유아(0~5)","61","부모","247"
"2021","12","영유아(0~5)","62","아기","246"
"2021","12","영유아(0~5)","62","과정","246"
"2021","12","영유아(0~5)","64","활동","245"
"2021","12","영유아(0~5)","65","등장","241"
"2021","12","영유아(0~5)","66","여행","240"
"2021","12","영유아(0~5)","67","특별","237"
"2021","12","영유아(0~5)","68","재미","236"
"2021","12","영유아(0~5)","69","탐정","234"
"2021","12","영유아(0~5)","70","고양이","229"
"2021","12","영유아(0~5)","71","선물","222"
"2021","12","영유아(0~5)","72","창작그림책","216"
"2021","12","영유아(0~5)","72","학교","216"
"2021","12","영유아(0~5)","74","마법","215"
"2021","12","영유아(0~5)","75","얼굴","213"
"2021","12","영유아(0~5)","76","아주","211"
"2021","12","영유아(0~5)","77","바람","210"
"2021","12","영유아(0~5)","77","미국","210"
"2021","12","영유아(0~5)","79","공부","209"
"2021","12","영유아(0~5)","79","유치원","209"
"2021","12","영유아(0~5)","81","걱정","206"
"2021","12","영유아(0~5)","81","하루","206"
"2021","12","영유아(0~5)","83","존재","205"
"2021","12","영유아(0~5)","84","만화","204"
"2021","12","영유아(0~5)","84","경험","204"
"2021","12","영유아(0~5)","86","시간","203"
"2021","12","영유아(0~5)","87","웃음","202"
"2021","12","영유아(0~5)","88","이름","198"
"2021","12","영유아(0~5)","89","카카오프렌즈","196"
"2021","12","영유아(0~5)","90","나무","194"
"2021","12","영유아(0~5)","91","채소","193"
"2021","12","영유아(0~5)","92","펭귄","191"
"2021","12","영유아(0~5)","93","소중","190"
"2021","12","영유아(0~5)","94","음식","189"
"2021","12","영유아(0~5)","95","일상","188"
"2021","12","영유아(0~5)","95","베스트셀러","188"
"2021","12","영유아(0~5)","95","고민","188"
"2021","12","영유아(0~5)","98","유럽","187"
"2021","12","영유아(0~5)","99","사이","186"
"2021","12","영유아(0~5)","100","순간","185"
"2021","12","유아(6~7)","1","그림책","1737"
"2021","12","유아(6~7)","2","아이","1509"
"2021","12","유아(6~7)","3","한자","1484"
"2021","12","유아(6~7)","4","어린이","1421"
"2021","12","유아(6~7)","5","과학","1106"
"2021","12","유아(6~7)","6","그림","983"
"2021","12","유아(6~7)","7","세계","953"
"2021","12","유아(6~7)","8","시리즈","942"
"2021","12","유아(6~7)","9","학습","920"
"2021","12","유아(6~7)","10","만화","903"
"2021","12","유아(6~7)","11","엄마","887"
"2021","12","유아(6~7)","12","학습만화","885"
"2021","12","유아(6~7)","13","다양","881"
"2021","12","유아(6~7)","14","마음","856"
"2021","12","유아(6~7)","15","친구","848"
"2021","12","유아(6~7)","16","독자","773"
"2021","12","유아(6~7)","17","신화","704"
"2021","12","유아(6~7)","18","사람","700"
"2021","12","유아(6~7)","19","역사","682"
"2021","12","유아(6~7)","20","사랑","681"
"2021","12","유아(6~7)","21","아이들","646"
"2021","12","유아(6~7)","22","아빠","623"
"2021","12","유아(6~7)","23","모습","606"
"2021","12","유아(6~7)","24","생각","573"
"2021","12","유아(6~7)","25","사건","543"
"2021","12","유아(6~7)","26","시작","536"
"2021","12","유아(6~7)","27","마법천자문","515"
"2021","12","유아(6~7)","28","상상력","492"
"2021","12","유아(6~7)","29","자신","485"
"2021","12","유아(6~7)","30","마법","480"
"2021","12","유아(6~7)","31","캐릭터","464"
"2021","12","유아(6~7)","32","원리","443"
"2021","12","유아(6~7)","33","과정","426"
"2021","12","유아(6~7)","34","수상","418"
"2021","12","유아(6~7)","35","가족","415"
"2021","12","유아(6~7)","36","문제","406"
"2021","12","유아(6~7)","37","이번","404"
"2021","12","유아(6~7)","38","여행","401"
"2021","12","유아(6~7)","39","일본","400"
"2021","12","유아(6~7)","40","구성","391"
"2021","12","유아(6~7)","41","한국사","389"
"2021","12","유아(6~7)","42","해결","385"
"2021","12","유아(6~7)","43","주인공","380"
"2021","12","유아(6~7)","44","어른","374"
"2021","12","유아(6~7)","45","발명","369"
"2021","12","유아(6~7)","46","카카오프렌즈","361"
"2021","12","유아(6~7)","47","서울대학교","358"
"2021","12","유아(6~7)","48","비밀","350"
"2021","12","유아(6~7)","49","수학","348"
"2021","12","유아(6~7)","50","동화","346"
"2021","12","유아(6~7)","51","게임","345"
"2021","12","유아(6~7)","52","병관","343"
"2021","12","유아(6~7)","53","모험","340"
"2021","12","유아(6~7)","54","이해","333"
"2021","12","유아(6~7)","55","그리스","332"
"2021","12","유아(6~7)","56","탐정","331"
"2021","12","유아(6~7)","57","한국","329"
"2021","12","유아(6~7)","58","지식","322"
"2021","12","유아(6~7)","59","재미","316"
"2021","12","유아(6~7)","60","대한민국","315"
"2021","12","유아(6~7)","61","동물","314"
"2021","12","유아(6~7)","61","누구","314"
"2021","12","유아(6~7)","63","그린","313"
"2021","12","유아(6~7)","64","문화","311"
"2021","12","유아(6~7)","65","대결","306"
"2021","12","유아(6~7)","65","쿠키런서바이벌대작전","306"
"2021","12","유아(6~7)","67","퀴즈","305"
"2021","12","유아(6~7)","68","서울문화사","302"
"2021","12","유아(6~7)","69","유쾌","300"
"2021","12","유아(6~7)","70","인기","297"
"2021","12","유아(6~7)","71","가지","296"
"2021","12","유아(6~7)","72","엉덩이","293"
"2021","12","유아(6~7)","73","공부","287"
"2021","12","유아(6~7)","74","시간","286"
"2021","12","유아(6~7)","75","실험","280"
"2021","12","유아(6~7)","76","등장","276"
"2021","12","유아(6~7)","77","스토리","273"
"2021","12","유아(6~7)","77","선생님","273"
"2021","12","유아(6~7)","79","최고","271"
"2021","12","유아(6~7)","80","학교","269"
"2021","12","유아(6~7)","81","로마","268"
"2021","12","유아(6~7)","81","선정","268"
"2021","12","유아(6~7)","83","세상","267"
"2021","12","유아(6~7)","84","소개","266"
"2021","12","유아(6~7)","85","할머니","265"
"2021","12","유아(6~7)","85","내용","265"
"2021","12","유아(6~7)","85","보고","265"
"2021","12","유아(6~7)","88","토끼","264"
"2021","12","유아(6~7)","89","특별","260"
"2021","12","유아(6~7)","90","베스트셀러","256"
"2021","12","유아(6~7)","91","표현","255"
"2021","12","유아(6~7)","92","읽기","254"
"2021","12","유아(6~7)","92","반복","254"
"2021","12","유아(6~7)","94","처음","253"
"2021","12","유아(6~7)","94","낱자","253"
"2021","12","유아(6~7)","96","소리","252"
"2021","12","유아(6~7)","97","쿠키","246"
"2021","12","유아(6~7)","98","머리","244"
"2021","12","유아(6~7)","99","배우","241"
"2021","12","유아(6~7)","100","상상","240"
