ANALS_TRGET_YEAR,ANALS_TRGET_MT,ANALS_TRGET_DAY,ONE_AREA_NM,TWO_AREA_NM,LON_CO
"2018","01","31","강원도","강릉시","587"
"2018","01","31","강원도","고성군","73"
"2018","01","31","강원도","동해시","990"
"2018","01","31","강원도","삼척시","446"
"2018","01","31","강원도","속초시","802"
"2018","01","31","강원도","양구군","270"
"2018","01","31","강원도","양양군","79"
"2018","01","31","강원도","영월군","67"
"2018","01","31","강원도","원주시","3316"
"2018","01","31","강원도","인제군","168"
"2018","01","31","강원도","정선군","157"
"2018","01","31","강원도","철원군","139"
"2018","01","31","강원도","춘천시","515"
"2018","01","31","강원도","태백시","563"
"2018","01","31","강원도","평창군","306"
"2018","01","31","강원도","홍천군","166"
"2018","01","31","강원도","화천군","67"
"2018","01","31","강원도","횡성군","86"
"2018","01","31","경기도","가평군","361"
"2018","01","31","경기도","고양시 덕양구","5082"
"2018","01","31","경기도","고양시 일산동구","3648"
"2018","01","31","경기도","고양시 일산서구","3437"
"2018","01","31","경기도","과천시","762"
"2018","01","31","경기도","광명시","5289"
"2018","01","31","경기도","광주시","2850"
"2018","01","31","경기도","구리시","2069"
"2018","01","31","경기도","김포시","3285"
"2018","01","31","경기도","남양주시","7227"
"2018","01","31","경기도","동두천시","599"
"2018","01","31","경기도","부천시","8538"
"2018","01","31","경기도","성남시 분당구","9220"
"2018","01","31","경기도","성남시 수정구","1815"
"2018","01","31","경기도","성남시 중원구","1153"
"2018","01","31","경기도","수원시 권선구","3947"
"2018","01","31","경기도","수원시 영통구","4382"
"2018","01","31","경기도","수원시 장안구","3243"
"2018","01","31","경기도","수원시 팔달구","2587"
"2018","01","31","경기도","안산시 단원구","3360"
"2018","01","31","경기도","안산시 상록구","2301"
"2018","01","31","경기도","안양시 동안구","8937"
"2018","01","31","경기도","안양시 만안구","3165"
"2018","01","31","경기도","양주시","1963"
"2018","01","31","경기도","양평군","1230"
"2018","01","31","경기도","여주시","994"
"2018","01","31","경기도","연천군","494"
"2018","01","31","경기도","오산시","3393"
"2018","01","31","경기도","용인시 기흥구","10361"
"2018","01","31","경기도","용인시 수지구","7758"
"2018","01","31","경기도","용인시 처인구","3243"
"2018","01","31","경기도","의왕시","3740"
"2018","01","31","경기도","의정부시","3487"
"2018","01","31","경기도","파주시","4274"
"2018","01","31","경기도","평택시 ","6211"
"2018","01","31","경기도","포천시","920"
"2018","01","31","경기도","화성시","11049"
"2018","01","31","경상남도","거제시","1826"
"2018","01","31","경상남도","거창군","364"
"2018","01","31","경상남도","김해시","6177"
"2018","01","31","경상남도","남해군","217"
"2018","01","31","경상남도","밀양시","781"
"2018","01","31","경상남도","양산시","2200"
"2018","01","31","경상남도","진주시","3180"
"2018","01","31","경상남도","창원시 마산합포구","672"
"2018","01","31","경상남도","창원시 마산회원구","785"
"2018","01","31","경상남도","창원시 성산구","681"
"2018","01","31","경상남도","창원시 의창구","1004"
"2018","01","31","경상남도","창원시 진해구","843"
"2018","01","31","경상남도","통영시","1111"
"2018","01","31","경상북도","경산시","842"
"2018","01","31","경상북도","경주시","1881"
"2018","01","31","경상북도","구미시","3101"
"2018","01","31","경상북도","안동시","973"
"2018","01","31","경상북도","영천시","679"
"2018","01","31","경상북도","울진군","238"
"2018","01","31","경상북도","의성군","233"
"2018","01","31","경상북도","칠곡군","750"
"2018","01","31","경상북도","포항시 남구","1933"
"2018","01","31","경상북도","포항시 북구","1707"
"2018","01","31","광주광역시","광산구","2317"
"2018","01","31","광주광역시","남구","1714"
"2018","01","31","광주광역시","동구","878"
"2018","01","31","광주광역시","북구","2485"
"2018","01","31","광주광역시","서구","752"
"2018","01","31","대구광역시","중구","1"
"2018","01","31","부산광역시","강서구","641"
"2018","01","31","부산광역시","금정구","1615"
"2018","01","31","부산광역시","기장군","2272"
"2018","01","31","부산광역시","남구","1653"
"2018","01","31","부산광역시","동구","405"
"2018","01","31","부산광역시","동래구","1757"
"2018","01","31","부산광역시","부산진구","3314"
"2018","01","31","부산광역시","북구","2957"
"2018","01","31","부산광역시","사상구","495"
"2018","01","31","부산광역시","사하구","391"
"2018","01","31","부산광역시","서구","352"
"2018","01","31","부산광역시","연제구","688"
"2018","01","31","부산광역시","영도구","783"
"2018","01","31","부산광역시","중구","387"
"2018","01","31","부산광역시","해운대구","4922"
"2018","01","31","서울특별시","강남구","8782"
"2018","01","31","서울특별시","강동구","5318"
"2018","01","31","서울특별시","강북구","2116"
"2018","01","31","서울특별시","강서구","1578"
"2018","01","31","서울특별시","관악구","2152"
"2018","01","31","서울특별시","광진구","3627"
"2018","01","31","서울특별시","구로구","2104"
"2018","01","31","서울특별시","금천구","2083"
"2018","01","31","서울특별시","노원구","1689"
"2018","01","31","서울특별시","도봉구","769"
"2018","01","31","서울특별시","동대문구","3837"
"2018","01","31","서울특별시","동작구","4253"
"2018","01","31","서울특별시","마포구","6341"
"2018","01","31","서울특별시","서대문구","1972"
"2018","01","31","서울특별시","서초구","4206"
"2018","01","31","서울특별시","성동구","4331"
"2018","01","31","서울특별시","성북구","2549"
"2018","01","31","서울특별시","송파구","8518"
"2018","01","31","서울특별시","양천구","2260"
"2018","01","31","서울특별시","영등포구","2140"
"2018","01","31","서울특별시","용산구","2626"
"2018","01","31","서울특별시","은평구","5214"
"2018","01","31","서울특별시","종로구","5388"
"2018","01","31","서울특별시","중구","2546"
"2018","01","31","서울특별시","중랑구","2449"
"2018","01","31","세종특별자치시","세종시","3404"
"2018","01","31","울산광역시","남구","2868"
"2018","01","31","울산광역시","동구","364"
"2018","01","31","울산광역시","북구","3227"
"2018","01","31","울산광역시","울주군","313"
"2018","01","31","울산광역시","중구","680"
"2018","01","31","인천광역시","계양구","1634"
"2018","01","31","인천광역시","남동구","1819"
"2018","01","31","인천광역시","미추홀구","710"
"2018","01","31","인천광역시","부평구","5037"
"2018","01","31","인천광역시","서구","6169"
"2018","01","31","인천광역시","연수구","218"
"2018","01","31","인천광역시","중구","1233"
"2018","01","31","전라남도","강진군","290"
"2018","01","31","전라남도","곡성군","12"
"2018","01","31","전라남도","광양시","800"
"2018","01","31","전라남도","구례군","36"
"2018","01","31","전라남도","무안군","907"
"2018","01","31","전라남도","순천시","1360"
"2018","01","31","전라남도","여수시","2292"
"2018","01","31","전라남도","해남군","183"
"2018","01","31","전라북도","군산시","2496"
"2018","01","31","전라북도","무주군","37"
"2018","01","31","전라북도","순창군","59"
"2018","01","31","전라북도","완주군","503"
"2018","01","31","전라북도","익산시","2924"
"2018","01","31","전라북도","전주시 덕진구","3"
"2018","01","31","전라북도","전주시 완산구","273"
"2018","01","31","제주특별자치도","서귀포시","1965"
"2018","01","31","제주특별자치도","제주시","3188"
"2018","01","31","충청남도","금산군","454"
"2018","01","31","충청남도","논산시","306"
"2018","01","31","충청남도","당진시","1667"
"2018","01","31","충청남도","부여군","41"
"2018","01","31","충청남도","서산시","1611"
"2018","01","31","충청남도","아산시","2290"
"2018","01","31","충청남도","예산군","389"
"2018","01","31","충청남도","천안시","3"
"2018","01","31","충청남도","천안시 동남구","2330"
"2018","01","31","충청남도","천안시 서북구","3116"
"2018","01","31","충청북도","괴산군","165"
"2018","01","31","충청북도","단양군","397"
"2018","01","31","충청북도","보은군","124"
"2018","01","31","충청북도","영동군","159"
"2018","01","31","충청북도","옥천군","300"
"2018","01","31","충청북도","음성군","158"
"2018","01","31","충청북도","제천시","1248"
"2018","01","31","충청북도","증평군","465"
"2018","01","31","충청북도","진천군","996"
"2018","01","31","충청북도","청주시 상당구","1715"
"2018","01","31","충청북도","청주시 서원구","2459"
"2018","01","31","충청북도","청주시 청원구","1926"
"2018","01","31","충청북도","청주시 흥덕구","3348"
"2018","01","31","충청북도","충주시","345"
"2018","02","28","강원도","강릉시","517"
"2018","02","28","강원도","고성군","8"
"2018","02","28","강원도","동해시","916"
"2018","02","28","강원도","삼척시","359"
"2018","02","28","강원도","속초시","539"
"2018","02","28","강원도","양구군","155"
"2018","02","28","강원도","양양군","60"
"2018","02","28","강원도","영월군","68"
"2018","02","28","강원도","원주시","2355"
"2018","02","28","강원도","인제군","151"
"2018","02","28","강원도","정선군","117"
"2018","02","28","강원도","철원군","172"
"2018","02","28","강원도","춘천시","1826"
"2018","02","28","강원도","태백시","398"
"2018","02","28","강원도","평창군","279"
"2018","02","28","강원도","홍천군","136"
"2018","02","28","강원도","화천군","60"
"2018","02","28","강원도","횡성군","71"
"2018","02","28","경기도","가평군","305"
"2018","02","28","경기도","고양시 덕양구","3746"
"2018","02","28","경기도","고양시 일산동구","3016"
"2018","02","28","경기도","고양시 일산서구","3080"
"2018","02","28","경기도","과천시","509"
"2018","02","28","경기도","광명시","3836"
"2018","02","28","경기도","광주시","2377"
"2018","02","28","경기도","구리시","1686"
"2018","02","28","경기도","김포시","2890"
"2018","02","28","경기도","남양주시","5629"
"2018","02","28","경기도","동두천시","752"
"2018","02","28","경기도","부천시","6525"
"2018","02","28","경기도","성남시 분당구","6940"
"2018","02","28","경기도","성남시 수정구","1221"
"2018","02","28","경기도","성남시 중원구","1421"
"2018","02","28","경기도","수원시 권선구","2981"
"2018","02","28","경기도","수원시 영통구","4204"
"2018","02","28","경기도","수원시 장안구","2820"
"2018","02","28","경기도","수원시 팔달구","1896"
"2018","02","28","경기도","안산시 단원구","2372"
"2018","02","28","경기도","안산시 상록구","1672"
"2018","02","28","경기도","안양시 동안구","7526"
"2018","02","28","경기도","안양시 만안구","2845"
"2018","02","28","경기도","양주시","1947"
"2018","02","28","경기도","양평군","814"
"2018","02","28","경기도","여주시","778"
"2018","02","28","경기도","연천군","472"
"2018","02","28","경기도","오산시","2552"
"2018","02","28","경기도","용인시 기흥구","7488"
"2018","02","28","경기도","용인시 수지구","5352"
"2018","02","28","경기도","용인시 처인구","2198"
"2018","02","28","경기도","의왕시","2768"
"2018","02","28","경기도","의정부시","2549"
"2018","02","28","경기도","파주시","3468"
"2018","02","28","경기도","평택시 ","3851"
"2018","02","28","경기도","포천시","851"
"2018","02","28","경기도","화성시","8166"
"2018","02","28","경상남도","거제시","1309"
"2018","02","28","경상남도","거창군","233"
"2018","02","28","경상남도","김해시","4571"
"2018","02","28","경상남도","남해군","250"
"2018","02","28","경상남도","밀양시","439"
"2018","02","28","경상남도","양산시","1602"
"2018","02","28","경상남도","진주시","2415"
"2018","02","28","경상남도","창원시 마산합포구","495"
"2018","02","28","경상남도","창원시 마산회원구","354"
"2018","02","28","경상남도","창원시 성산구","503"
"2018","02","28","경상남도","창원시 의창구","928"
"2018","02","28","경상남도","창원시 진해구","505"
"2018","02","28","경상남도","통영시","695"
"2018","02","28","경상북도","경산시","739"
"2018","02","28","경상북도","경주시","1244"
"2018","02","28","경상북도","구미시","2434"
"2018","02","28","경상북도","안동시","464"
"2018","02","28","경상북도","영천시","603"
"2018","02","28","경상북도","울진군","257"
"2018","02","28","경상북도","의성군","201"
"2018","02","28","경상북도","칠곡군","675"
"2018","02","28","경상북도","포항시 남구","1519"
"2018","02","28","경상북도","포항시 북구","1215"
"2018","02","28","광주광역시","광산구","1484"
"2018","02","28","광주광역시","남구","1058"
"2018","02","28","광주광역시","동구","871"
"2018","02","28","광주광역시","북구","2102"
"2018","02","28","광주광역시","서구","454"
"2018","02","28","대구광역시","남구","651"
"2018","02","28","대구광역시","달서구","69"
"2018","02","28","대구광역시","달성군","1401"
"2018","02","28","대구광역시","동구","2463"
"2018","02","28","대구광역시","북구","2205"
"2018","02","28","대구광역시","서구","751"
"2018","02","28","대구광역시","수성구","970"
"2018","02","28","대구광역시","중구","1328"
"2018","02","28","부산광역시","강서구","793"
"2018","02","28","부산광역시","금정구","1647"
"2018","02","28","부산광역시","기장군","1648"
"2018","02","28","부산광역시","남구","1253"
"2018","02","28","부산광역시","동구","286"
"2018","02","28","부산광역시","동래구","1148"
"2018","02","28","부산광역시","부산진구","4602"
"2018","02","28","부산광역시","북구","2139"
"2018","02","28","부산광역시","사상구","462"
"2018","02","28","부산광역시","사하구","329"
"2018","02","28","부산광역시","서구","266"
"2018","02","28","부산광역시","연제구","620"
"2018","02","28","부산광역시","영도구","423"
"2018","02","28","부산광역시","중구","347"
"2018","02","28","부산광역시","해운대구","4092"
"2018","02","28","서울특별시","강남구","7509"
"2018","02","28","서울특별시","강동구","5157"
"2018","02","28","서울특별시","강북구","2112"
"2018","02","28","서울특별시","강서구","1028"
"2018","02","28","서울특별시","관악구","1758"
"2018","02","28","서울특별시","광진구","2840"
"2018","02","28","서울특별시","구로구","603"
"2018","02","28","서울특별시","금천구","1798"
"2018","02","28","서울특별시","노원구","1397"
"2018","02","28","서울특별시","도봉구","2093"
"2018","02","28","서울특별시","동대문구","2640"
"2018","02","28","서울특별시","동작구","2963"
"2018","02","28","서울특별시","마포구","4725"
"2018","02","28","서울특별시","서대문구","1579"
"2018","02","28","서울특별시","서초구","3087"
"2018","02","28","서울특별시","성동구","4887"
"2018","02","28","서울특별시","성북구","2796"
"2018","02","28","서울특별시","송파구","7174"
"2018","02","28","서울특별시","양천구","2139"
"2018","02","28","서울특별시","영등포구","1459"
"2018","02","28","서울특별시","용산구","2000"
"2018","02","28","서울특별시","은평구","4032"
"2018","02","28","서울특별시","종로구","4443"
"2018","02","28","서울특별시","중구","1868"
"2018","02","28","서울특별시","중랑구","2256"
"2018","02","28","세종특별자치시","세종시","2727"
"2018","02","28","울산광역시","남구","2367"
"2018","02","28","울산광역시","동구","507"
"2018","02","28","울산광역시","북구","2262"
"2018","02","28","울산광역시","울주군","404"
"2018","02","28","울산광역시","중구","506"
"2018","02","28","인천광역시","계양구","1063"
"2018","02","28","인천광역시","남동구","1762"
"2018","02","28","인천광역시","미추홀구","577"
"2018","02","28","인천광역시","부평구","3250"
"2018","02","28","인천광역시","서구","4391"
"2018","02","28","인천광역시","연수구","218"
"2018","02","28","인천광역시","중구","996"
"2018","02","28","전라남도","강진군","281"
"2018","02","28","전라남도","곡성군","15"
"2018","02","28","전라남도","광양시","605"
"2018","02","28","전라남도","구례군","30"
"2018","02","28","전라남도","무안군","878"
"2018","02","28","전라남도","순천시","1071"
"2018","02","28","전라남도","여수시","1339"
"2018","02","28","전라남도","해남군","128"
"2018","02","28","전라북도","군산시","1849"
"2018","02","28","전라북도","무주군","13"
"2018","02","28","전라북도","순창군","81"
"2018","02","28","전라북도","완주군","420"
"2018","02","28","전라북도","익산시","2097"
"2018","02","28","전라북도","전주시 덕진구","20"
"2018","02","28","전라북도","전주시 완산구","158"
"2018","02","28","제주특별자치도","서귀포시","1500"
"2018","02","28","제주특별자치도","제주시","2003"
"2018","02","28","충청남도","금산군","282"
"2018","02","28","충청남도","논산시","262"
"2018","02","28","충청남도","당진시","1264"
"2018","02","28","충청남도","보령시","1"
"2018","02","28","충청남도","부여군","5"
"2018","02","28","충청남도","서산시","739"
"2018","02","28","충청남도","아산시","2209"
"2018","02","28","충청남도","예산군","203"
"2018","02","28","충청남도","천안시 동남구","1539"
"2018","02","28","충청남도","천안시 서북구","2238"
"2018","02","28","충청북도","괴산군","65"
"2018","02","28","충청북도","단양군","270"
"2018","02","28","충청북도","보은군","94"
"2018","02","28","충청북도","영동군","65"
"2018","02","28","충청북도","옥천군","221"
"2018","02","28","충청북도","음성군","80"
"2018","02","28","충청북도","제천시","1099"
"2018","02","28","충청북도","증평군","397"
"2018","02","28","충청북도","진천군","746"
"2018","02","28","충청북도","청주시 상당구","1701"
"2018","02","28","충청북도","청주시 서원구","1821"
"2018","02","28","충청북도","청주시 청원구","1699"
"2018","02","28","충청북도","청주시 흥덕구","2389"
"2018","02","28","충청북도","충주시","167"
"2018","03","28","강원도","강릉시","594"
"2018","03","28","강원도","고성군","24"
"2018","03","28","강원도","동해시","666"
"2018","03","28","강원도","삼척시","424"
"2018","03","28","강원도","속초시","595"
"2018","03","28","강원도","양구군","235"
"2018","03","28","강원도","양양군","63"
"2018","03","28","강원도","영월군","57"
"2018","03","28","강원도","원주시","2533"
"2018","03","28","강원도","인제군","135"
"2018","03","28","강원도","정선군","164"
"2018","03","28","강원도","철원군","67"
"2018","03","28","강원도","춘천시","1803"
"2018","03","28","강원도","태백시","594"
"2018","03","28","강원도","평창군","164"
"2018","03","28","강원도","홍천군","182"
"2018","03","28","강원도","화천군","113"
"2018","03","28","강원도","횡성군","81"
"2018","03","28","경기도","가평군","353"
"2018","03","28","경기도","고양시 덕양구","5669"
"2018","03","28","경기도","고양시 일산동구","3535"
"2018","03","28","경기도","고양시 일산서구","3598"
"2018","03","28","경기도","과천시","624"
"2018","03","28","경기도","광명시","4625"
"2018","03","28","경기도","광주시","2536"
"2018","03","28","경기도","구리시","1840"
"2018","03","28","경기도","김포시","3547"
"2018","03","28","경기도","남양주시","6475"
"2018","03","28","경기도","동두천시","790"
"2018","03","28","경기도","부천시","6497"
"2018","03","28","경기도","성남시 분당구","6967"
"2018","03","28","경기도","성남시 수정구","1881"
"2018","03","28","경기도","성남시 중원구","1754"
"2018","03","28","경기도","수원시 권선구","2785"
"2018","03","28","경기도","수원시 영통구","4058"
"2018","03","28","경기도","수원시 장안구","2973"
"2018","03","28","경기도","수원시 팔달구","2360"
"2018","03","28","경기도","안산시 단원구","2522"
"2018","03","28","경기도","안산시 상록구","1967"
"2018","03","28","경기도","안양시 동안구","8561"
"2018","03","28","경기도","안양시 만안구","3016"
"2018","03","28","경기도","양주시","1568"
"2018","03","28","경기도","양평군","897"
"2018","03","28","경기도","여주시","744"
"2018","03","28","경기도","연천군","394"
"2018","03","28","경기도","오산시","3324"
"2018","03","28","경기도","용인시 기흥구","8675"
"2018","03","28","경기도","용인시 수지구","5773"
"2018","03","28","경기도","용인시 처인구","2866"
"2018","03","28","경기도","의왕시","3130"
"2018","03","28","경기도","의정부시","2899"
"2018","03","28","경기도","파주시","3803"
"2018","03","28","경기도","평택시 ","4779"
"2018","03","28","경기도","포천시","984"
"2018","03","28","경기도","화성시","10468"
"2018","03","28","경상남도","거제시","1723"
"2018","03","28","경상남도","거창군","288"
"2018","03","28","경상남도","김해시","5327"
"2018","03","28","경상남도","남해군","81"
"2018","03","28","경상남도","밀양시","533"
"2018","03","28","경상남도","양산시","2005"
"2018","03","28","경상남도","진주시","3171"
"2018","03","28","경상남도","창원시 마산합포구","660"
"2018","03","28","경상남도","창원시 마산회원구","650"
"2018","03","28","경상남도","창원시 성산구","617"
"2018","03","28","경상남도","창원시 의창구","1082"
"2018","03","28","경상남도","창원시 진해구","794"
"2018","03","28","경상남도","통영시","1131"
"2018","03","28","경상북도","경산시","472"
"2018","03","28","경상북도","경주시","1362"
"2018","03","28","경상북도","구미시","2073"
"2018","03","28","경상북도","안동시","509"
"2018","03","28","경상북도","영천시","474"
"2018","03","28","경상북도","울진군","282"
"2018","03","28","경상북도","의성군","180"
"2018","03","28","경상북도","칠곡군","695"
"2018","03","28","경상북도","포항시 남구","1667"
"2018","03","28","경상북도","포항시 북구","1483"
"2018","03","28","광주광역시","광산구","1664"
"2018","03","28","광주광역시","남구","1496"
"2018","03","28","광주광역시","동구","513"
"2018","03","28","광주광역시","북구","1812"
"2018","03","28","광주광역시","서구","524"
"2018","03","28","대구광역시","남구","621"
"2018","03","28","대구광역시","달서구","48"
"2018","03","28","대구광역시","달성군","1538"
"2018","03","28","대구광역시","동구","3153"
"2018","03","28","대구광역시","북구","2037"
"2018","03","28","대구광역시","서구","789"
"2018","03","28","대구광역시","수성구","781"
"2018","03","28","대구광역시","중구","1022"
"2018","03","28","부산광역시","강서구","802"
"2018","03","28","부산광역시","금정구","1720"
"2018","03","28","부산광역시","기장군","2612"
"2018","03","28","부산광역시","남구","1119"
"2018","03","28","부산광역시","동구","203"
"2018","03","28","부산광역시","동래구","1603"
"2018","03","28","부산광역시","부산진구","1793"
"2018","03","28","부산광역시","북구","2868"
"2018","03","28","부산광역시","사상구","721"
"2018","03","28","부산광역시","사하구","350"
"2018","03","28","부산광역시","서구","230"
"2018","03","28","부산광역시","연제구","422"
"2018","03","28","부산광역시","영도구","637"
"2018","03","28","부산광역시","중구","333"
"2018","03","28","부산광역시","해운대구","4092"
"2018","03","28","서울특별시","강남구","8607"
"2018","03","28","서울특별시","강동구","4915"
"2018","03","28","서울특별시","강북구","2324"
"2018","03","28","서울특별시","강서구","1446"
"2018","03","28","서울특별시","관악구","1991"
"2018","03","28","서울특별시","광진구","3858"
"2018","03","28","서울특별시","구로구","940"
"2018","03","28","서울특별시","금천구","1685"
"2018","03","28","서울특별시","노원구","1856"
"2018","03","28","서울특별시","도봉구","2580"
"2018","03","28","서울특별시","동대문구","2710"
"2018","03","28","서울특별시","동작구","1129"
"2018","03","28","서울특별시","마포구","5680"
"2018","03","28","서울특별시","서대문구","2181"
"2018","03","28","서울특별시","서초구","4005"
"2018","03","28","서울특별시","성동구","4571"
"2018","03","28","서울특별시","성북구","2905"
"2018","03","28","서울특별시","송파구","8055"
"2018","03","28","서울특별시","양천구","2628"
"2018","03","28","서울특별시","영등포구","1923"
"2018","03","28","서울특별시","용산구","2851"
"2018","03","28","서울특별시","은평구","3937"
"2018","03","28","서울특별시","종로구","4886"
"2018","03","28","서울특별시","중구","2587"
"2018","03","28","서울특별시","중랑구","2394"
"2018","03","28","세종특별자치시","세종시","2898"
"2018","03","28","울산광역시","남구","2060"
"2018","03","28","울산광역시","동구","604"
"2018","03","28","울산광역시","북구","2514"
"2018","03","28","울산광역시","울주군","180"
"2018","03","28","울산광역시","중구","493"
"2018","03","28","인천광역시","계양구","1604"
"2018","03","28","인천광역시","남동구","1966"
"2018","03","28","인천광역시","동구","2"
"2018","03","28","인천광역시","미추홀구","707"
"2018","03","28","인천광역시","부평구","4288"
"2018","03","28","인천광역시","서구","5603"
"2018","03","28","인천광역시","연수구","293"
"2018","03","28","인천광역시","중구","1066"
"2018","03","28","전라남도","강진군","261"
"2018","03","28","전라남도","곡성군","12"
"2018","03","28","전라남도","광양시","627"
"2018","03","28","전라남도","구례군","14"
"2018","03","28","전라남도","무안군","678"
"2018","03","28","전라남도","순천시","1251"
"2018","03","28","전라남도","여수시","1667"
"2018","03","28","전라남도","해남군","159"
"2018","03","28","전라북도","군산시","2358"
"2018","03","28","전라북도","순창군","79"
"2018","03","28","전라북도","완주군","427"
"2018","03","28","전라북도","익산시","2158"
"2018","03","28","전라북도","전주시 덕진구","5"
"2018","03","28","전라북도","전주시 완산구","208"
"2018","03","28","제주특별자치도","서귀포시","1641"
"2018","03","28","제주특별자치도","제주시","2933"
"2018","03","28","충청남도","금산군","309"
"2018","03","28","충청남도","논산시","305"
"2018","03","28","충청남도","당진시","1285"
"2018","03","28","충청남도","부여군","31"
"2018","03","28","충청남도","서산시","862"
"2018","03","28","충청남도","아산시","3325"
"2018","03","28","충청남도","예산군","218"
"2018","03","28","충청남도","천안시 동남구","1664"
"2018","03","28","충청남도","천안시 서북구","2310"
"2018","03","28","충청남도","태안군","4"
"2018","03","28","충청북도","괴산군","91"
"2018","03","28","충청북도","단양군","212"
"2018","03","28","충청북도","보은군","91"
"2018","03","28","충청북도","영동군","153"
"2018","03","28","충청북도","옥천군","233"
"2018","03","28","충청북도","음성군","60"
"2018","03","28","충청북도","제천시","1020"
"2018","03","28","충청북도","증평군","465"
"2018","03","28","충청북도","진천군","787"
"2018","03","28","충청북도","청주시 상당구","1655"
"2018","03","28","충청북도","청주시 서원구","2093"
"2018","03","28","충청북도","청주시 청원구","2028"
"2018","03","28","충청북도","청주시 흥덕구","2826"
"2018","03","28","충청북도","충주시","264"
"2018","04","25","강원도","강릉시","768"
"2018","04","25","강원도","고성군","47"
"2018","04","25","강원도","동해시","1044"
"2018","04","25","강원도","삼척시","343"
"2018","04","25","강원도","속초시","489"
"2018","04","25","강원도","양구군","194"
"2018","04","25","강원도","양양군","53"
"2018","04","25","강원도","영월군","67"
"2018","04","25","강원도","원주시","2232"
"2018","04","25","강원도","인제군","162"
"2018","04","25","강원도","정선군","218"
"2018","04","25","강원도","철원군","47"
"2018","04","25","강원도","춘천시","1794"
"2018","04","25","강원도","태백시","522"
"2018","04","25","강원도","평창군","185"
"2018","04","25","강원도","홍천군","112"
"2018","04","25","강원도","화천군","51"
"2018","04","25","강원도","횡성군","124"
"2018","04","25","경기도","가평군","737"
"2018","04","25","경기도","고양시 덕양구","4472"
"2018","04","25","경기도","고양시 일산동구","3112"
"2018","04","25","경기도","고양시 일산서구","3501"
"2018","04","25","경기도","과천시","705"
"2018","04","25","경기도","광명시","3970"
"2018","04","25","경기도","광주시","3421"
"2018","04","25","경기도","구리시","1870"
"2018","04","25","경기도","김포시","3311"
"2018","04","25","경기도","남양주시","5841"
"2018","04","25","경기도","동두천시","994"
"2018","04","25","경기도","부천시","7316"
"2018","04","25","경기도","성남시 분당구","8630"
"2018","04","25","경기도","성남시 수정구","1341"
"2018","04","25","경기도","성남시 중원구","1268"
"2018","04","25","경기도","수원시 권선구","2793"
"2018","04","25","경기도","수원시 영통구","4659"
"2018","04","25","경기도","수원시 장안구","3076"
"2018","04","25","경기도","수원시 팔달구","1974"
"2018","04","25","경기도","안산시 단원구","2556"
"2018","04","25","경기도","안산시 상록구","1898"
"2018","04","25","경기도","안양시 동안구","6571"
"2018","04","25","경기도","안양시 만안구","2863"
"2018","04","25","경기도","양주시","1885"
"2018","04","25","경기도","양평군","664"
"2018","04","25","경기도","여주시","820"
"2018","04","25","경기도","연천군","487"
"2018","04","25","경기도","오산시","2786"
"2018","04","25","경기도","용인시 기흥구","7198"
"2018","04","25","경기도","용인시 수지구","6068"
"2018","04","25","경기도","용인시 처인구","2390"
"2018","04","25","경기도","의왕시","3031"
"2018","04","25","경기도","의정부시","3153"
"2018","04","25","경기도","파주시","4800"
"2018","04","25","경기도","평택시 ","4581"
"2018","04","25","경기도","포천시","1045"
"2018","04","25","경기도","화성시","9238"
"2018","04","25","경상남도","거제시","1728"
"2018","04","25","경상남도","거창군","247"
"2018","04","25","경상남도","김해시","5120"
"2018","04","25","경상남도","남해군","138"
"2018","04","25","경상남도","밀양시","494"
"2018","04","25","경상남도","양산시","2300"
"2018","04","25","경상남도","진주시","2838"
"2018","04","25","경상남도","창원시 마산합포구","542"
"2018","04","25","경상남도","창원시 마산회원구","406"
"2018","04","25","경상남도","창원시 성산구","559"
"2018","04","25","경상남도","창원시 의창구","872"
"2018","04","25","경상남도","창원시 진해구","771"
"2018","04","25","경상남도","통영시","1245"
"2018","04","25","경상북도","경산시","914"
"2018","04","25","경상북도","경주시","1610"
"2018","04","25","경상북도","구미시","2245"
"2018","04","25","경상북도","안동시","618"
"2018","04","25","경상북도","영천시","605"
"2018","04","25","경상북도","울진군","165"
"2018","04","25","경상북도","의성군","143"
"2018","04","25","경상북도","칠곡군","958"
"2018","04","25","경상북도","포항시 남구","1667"
"2018","04","25","경상북도","포항시 북구","1476"
"2018","04","25","광주광역시","광산구","1639"
"2018","04","25","광주광역시","남구","1430"
"2018","04","25","광주광역시","동구","609"
"2018","04","25","광주광역시","북구","2196"
"2018","04","25","광주광역시","서구","531"
"2018","04","25","대구광역시","남구","624"
"2018","04","25","대구광역시","달서구","54"
"2018","04","25","대구광역시","달성군","1418"
"2018","04","25","대구광역시","동구","2884"
"2018","04","25","대구광역시","북구","2370"
"2018","04","25","대구광역시","서구","794"
"2018","04","25","대구광역시","수성구","917"
"2018","04","25","대구광역시","중구","1496"
"2018","04","25","부산광역시","강서구","833"
"2018","04","25","부산광역시","금정구","1343"
"2018","04","25","부산광역시","기장군","2517"
"2018","04","25","부산광역시","남구","1098"
"2018","04","25","부산광역시","동구","279"
"2018","04","25","부산광역시","동래구","1248"
"2018","04","25","부산광역시","부산진구","3271"
"2018","04","25","부산광역시","북구","2746"
"2018","04","25","부산광역시","사상구","738"
"2018","04","25","부산광역시","사하구","440"
"2018","04","25","부산광역시","서구","262"
