,LBRRY_NM,LBRRY_ADDR,lat,lon,ONE_AREA_NM,TWO_AREA_NM,LBRRY_TY_NM
761,의정부가재울도서관,경기도 의정부시 평화로 633,37.7483818,127.0441896,경기도,의정부시,공공
762,내를건너서숲으로도서관,서울특별시 은평구 증산로17길 50,37.5913717,126.9078047,서울특별시,은평구,공공
763,인천광역시교육청화도진도서관,인천광역시 동구 화도진로 122,37.4818318,126.6283464,인천광역시,동구,공공
764,인천광역시교육청중앙도서관,인천광역시 남동구 정각로 9,37.4561418,126.7030292,인천광역시,남동구,공공
765,인천광역시교육청연수도서관,인천광역시 연수구 함박뫼로152번길 96,37.4178811,126.6853117,인천광역시,연수구,공공
766,인천광역시교육청서구도서관,인천광역시 서구 건지로334번길 45,37.4943306,126.6796541,인천광역시,서구,공공
767,인천광역시교육청계양도서관,인천광역시 계양구 계양산로134번길 18,37.5460166,126.7301724,인천광역시,계양구,공공
768,인천광역시교육청평생학습관,인천광역시 연수구 경원대로 73,37.3981721,126.6721058,인천광역시,연수구,공공
769,인천광역시교육청주안도서관,인천광역시 미추홀구 구월남로 27,37.4556812,126.6927926,인천광역시,미추홀구,공공
770,인천광역시교육청부평도서관,인천광역시 부평구 경원대로 1191,37.4849955,126.7048383,인천광역시,부평구,공공
771,화성시립동탄복합문화센터도서관,경기도 화성시 노작로 134,37.201479,127.0750941,경기도,화성시,공공
772,화성시립남양도서관,경기도 화성시 남양읍 역골중앙로 143,37.2117634,126.8237722,경기도,화성시,공공
773,화성시립태안도서관,경기도 화성시 화산중앙로 19,37.2054211,127.0142827,경기도,화성시,공공
774,화성시립삼괴도서관,경기도 화성시 우정읍 쌍봉로 109-26,37.0891899,126.8142869,경기도,화성시,공공
775,화성시립병점도서관,경기도 화성시 병점3로 132-6,37.2122319,127.0461332,경기도,화성시,공공
776,화성시립두빛나래어린이도서관,경기도 화성시 동탄숲속로 69-14,37.2094269,127.0566065,경기도,화성시,공공
777,화성시립봉담도서관,경기도 화성시 봉담읍 샘마을1길 8-4,37.2192823,126.9490624,경기도,화성시,공공
778,화성시립둥지나래어린이도서관,경기도 화성시 향남읍 행정중앙2로 88,37.1291399,126.9247636,경기도,화성시,공공
779,화성시립송산도서관,경기도 화성시 송산면 삼일공원로 87,37.2165915,126.7393467,경기도,화성시,공공
780,화성시립정남도서관,경기도 화성시 정남면 만년로 527,37.1682957,126.9830089,경기도,화성시,공공
781,화성시립진안도서관,경기도 화성시 병점중앙로 229,37.2076452,127.0412738,경기도,화성시,공공
782,화성시립동탄중앙이음터도서관,경기도 화성시 동탄대로시범길 117,37.1974276,127.1025942,경기도,화성시,공공
783,증평군립도서관,충청북도 증평군 증평읍 광장로 37,36.7853074,127.5814886,충청북도,증평군,공공
784,진천군립도서관,충청북도 진천군 진천읍 포석길 37-6,36.8574203,127.4374947,충청북도,진천군,공공
785,진천군립광혜원도서관,충청북도 진천군 광혜원면 화랑길 72,36.9928823,127.4387055,충청북도,진천군,공공
786,생거진천혁신도시도서관,충청북도 진천군 덕산면 대하로 52,36.8990812,127.5273718,충청북도,진천군,공공
787,칠곡군립도서관,경상북도 칠곡군 왜관읍 달오1길 6-7,35.9752164,128.3995664,경상북도,칠곡군,공공
788,충남도서관,충청남도 홍성군 홍북읍 도청대로 577,36.6303628,126.6650714,충청남도,홍성군,공공
789,중랑구립양원숲속도서관,서울특별시 중랑구 송림길 172,37.6066977,127.1101168,서울특별시,중랑구,공공
790,칠곡군립북삼도서관,경상북도 칠곡군 북삼읍 인평2길 2,36.0625978,128.341825,경상북도,칠곡군,공공
791,칠곡군립석적도서관,경상북도 칠곡군 석적읍 남중리2길 25,36.0764014,128.415881,경상북도,칠곡군,공공
792,스마트논현2도서관,,,,서울특별시,강남구,작은
793,군산시립도서관,전라북도 군산시 축동로 72,35.9658352,126.7112168,전라북도,군산시,공공
794,군산시립늘푸른도서관,전라북도 군산시 하나운로 17,35.9606645,126.6989171,전라북도,군산시,공공
795,군산시립설림도서관,전라북도 군산시 설림길 25,35.9730164,126.6844042,전라북도,군산시,공공
796,군산시립임피채만식도서관,전라북도 군산시 임피면 임피향교길 39,35.9872902,126.8486696,전라북도,군산시,공공
797,당진시립중앙도서관,충청남도 당진시 당진중앙2로 132-30,36.8936538,126.632599,충청남도,당진시,공공
798,당진시립합덕도서관,충청남도 당진시 합덕읍 면천로 1578-1,36.811625,126.7605331,충청남도,당진시,공공
799,당진시립송악도서관,충청남도 당진시 송악읍 틀모시로 840,36.8903738,126.6939875,충청남도,당진시,공공
800,원당꿈초롱 작은도서관,"충청남도 당진시 밤절로 103, 관리동 2층",36.9027198,126.6432917,충청남도,당진시,작은
801,송악샘터 작은도서관,"충청남도 당진시 송악읍 송악로 668-8, 2층",36.9367447,126.7346498,충청남도,당진시,작은
802,송악해나루 작은도서관,"충청남도 당진시 송악읍 부곡공단4길 53-13, 2층",36.9614169,126.7754637,충청남도,당진시,작은
803,고대웃음꽃 작은도서관,"충청남도 당진시 고대면 고대로 65, 2층",36.9364382,126.59208,충청남도,당진시,작은
804,석문생각나무 작은도서관,"충청남도 당진시 석문면 대호만로 1736-13, 2층",37.0188805,126.5267646,충청남도,당진시,작은
805,대호지책나래 작은도서관,"충청남도 당진시 대호지면 4.4만세로 95, 1층",36.8970354,126.5072679,충청남도,당진시,작은
806,순성반딧불이 작은도서관,"충청남도 당진시 순성면 남부로 1147, 2층",36.8618134,126.6804163,충청남도,당진시,작은
807,신평책다솜 작은도서관,"충청남도 당진시 신평면 말목길 20, 3층",36.886475,126.7624815,충청남도,당진시,작은
808,송산개미 작은도서관,"충청남도 당진시 송산면 상거중앙길 81-6, 1층",36.9346288,126.6799977,충청남도,당진시,작은
809,울진남부도서관,경상북도 울진군 후포면 후포삼율로 194-13,36.6878112,129.4439574,경상북도,울진군,공공
810,죽변면도서관,경상북도 울진군 죽변면 죽변북로 64-4,37.0648713,129.4187867,경상북도,울진군,공공
811,울진작은도서관,경상북도 울진군 울진읍 읍내8길 26,36.9945179,129.4029253,경상북도,울진군,작은
812,근남작은도서관,"경상북도 울진군 근남면 울진북로 151-3, 2층",36.9636125,129.3955823,경상북도,울진군,작은
813,매화작은도서관,"경상북도 울진군 매화면 매화4길 3, 1층",36.9131007,129.3799261,경상북도,울진군,작은
814,기성작은도서관,"경상북도 울진군 기성면 척산길 67, 2층",36.7983267,129.4517485,경상북도,울진군,작은
815,평해작은도서관,경상북도 울진군 평해읍 평해7길 11,36.7275651,129.4420953,경상북도,울진군,작은
816,온정작은도서관,경상북도 울진군 온정면 소태로 23,36.7239385,129.3453391,경상북도,울진군,작은
817,여주시립여주도서관,경기도 여주시 여양로 190-17,37.2998502,127.6511676,경기도,여주시,공공
818,여주시립세종도서관,경기도 여주시 영릉로 125,37.2971351,127.6249408,경기도,여주시,공공
819,여주시립점동도서관,경기도 여주시 점동면 청안로 130-15,37.2058741,127.662854,경기도,여주시,공공
820,여주시립대신도서관,경기도 여주시 대신면 율촌1길 12-10,37.3732427,127.5859505,경기도,여주시,공공
821,산북작은도서관,"경기도 여주시 산북면 상품로 113, 3층",37.4033349,127.4432674,경기도,여주시,작은
822,북내작은도서관,경기도 여주시 북내면 여강로 337-38,37.3275858,127.6833952,경기도,여주시,작은
823,인천광역시 수봉도서관,인천광역시 미추홀구 경인로 218,37.4626544,126.6667545,인천광역시,미추홀구,공공
824,인천광역시 율목도서관,인천광역시 중구 답동로24번길 17,37.4693677,126.6325952,인천광역시,중구,공공
825,인천광역시 꿈벗도서관,인천광역시 중구 홍예문로 32,37.4730202,126.625125,인천광역시,중구,공공
826,인천광역시 영종도서관,인천광역시 중구 영종대로 85,37.4956123,126.4879083,인천광역시,중구,공공
827,금천구립가산도서관,서울특별시 금천구 가산로5길 43,37.4734504,126.8921274,서울특별시,금천구,공공
828,금천구립독산도서관,서울특별시 금천구 독산로54길 114,37.4674481,126.9080502,서울특별시,금천구,공공
829,금천구립시흥도서관,서울특별시 금천구 금하로 764,37.4524516,126.9070357,서울특별시,금천구,공공
830,금천구립금나래도서관,서울특별시 금천구 시흥대로73길 70,37.4567667,126.8954005,서울특별시,금천구,공공
831,아산시 중앙도서관,충청남도 아산시 남부로 229,36.7712088,127.0092912,충청남도,아산시,공공
832,아산시 송곡도서관,충청남도 아산시 염치읍 송곡남길 82-4,36.8002027,127.0141934,충청남도,아산시,공공
833,아산시 배방도서관,충청남도 아산시 배방읍 모산로 140-12,36.7739116,127.0577941,충청남도,아산시,공공
834,아산시 둔포도서관,충청남도 아산시 둔포면 둔포중앙로161번길 27-6,36.9267409,127.0407865,충청남도,아산시,공공
835,아산시 꿈샘어린이청소년도서관,충청남도 아산시 시민로 500,36.794453,127.0043048,충청남도,아산시,공공
836,아산시 탕정온샘도서관,충청남도 아산시 탕정면 한내로 209,36.7902418,127.0540115,충청남도,아산시,공공
837,용산꿈나무도서관,"서울특별시 용산구 백범로 329, 3층",37.5385513,126.9654268,서울특별시,용산구,공공
838,청파도서관,"서울특별시 용산구 청파로93길 27, 1층",37.5538955,126.9675303,서울특별시,용산구,공공
839,청파어린이영어도서관,"서울특별시 용산구 청파로49길 34, 4층",37.5454286,126.9684777,서울특별시,용산구,작은
840,용암어린이영어도서관,"서울특별시 용산구 신흥로3가길 21-7, 2층",37.540978,126.984657,서울특별시,용산구,작은
841,후암동 작은도서관 북앤캠프,"서울특별시 용산구 후암로 32-6, 2층",37.548659,126.9781385,서울특별시,용산구,작은
842,해다올 작은도서관,"서울특별시 용산구 신흥로 90, B1층",37.5460443,126.9855627,서울특별시,용산구,작은
843,남영동 작은도서관,"서울특별시 용산구 두텁바위로1길 13, B1층",37.545666,126.9730745,서울특별시,용산구,작은
844,원효로제2동 작은도서관,"서울특별시 용산구 효창원로8길 3, 4층",37.5343171,126.9515072,서울특별시,용산구,작은
845,효창동 작은도서관,"서울특별시 용산구 효창원로 161, 3층",37.5424211,126.9618156,서울특별시,용산구,작은
846,오렌지나무 작은도서관,"서울특별시 용산구 효창원로37길 1, 2층(용문동 어울림센터)",37.5389156,126.9575712,서울특별시,용산구,작은
847,한강로동 작은도서관,"서울특별시 용산구 한강대로38길 28, 3층",37.5289836,126.9695151,서울특별시,용산구,작은
848,이촌2동 작은도서관,"서울특별시 용산구 이촌로18길 20, 2층",37.5262428,126.9546466,서울특별시,용산구,작은
849,회나무 작은도서관,"서울특별시 용산구 회나무로13길 58, 1층",37.5418503,126.9901255,서울특별시,용산구,작은
850,한남동 작은도서관,"서울특별시 용산구 이태원로 224-19, 2층",37.5366059,126.9771397,서울특별시,용산구,작은
851,서빙고동 작은도서관,"서울특별시 용산구 서빙고로 279, 1층",37.5204423,126.9946495,서울특별시,용산구,작은
852,작은도서관 꿈꾸는책마을,"서울특별시 용산구 장문로 95, 1층",37.5262782,127.0001476,서울특별시,용산구,작은
853,별밭 작은도서관,"서울특별시 용산구 대사관로34길 49, 4층",37.5311243,127.0062695,서울특별시,용산구,작은
854,옥천군민도서관,충청북도 옥천군 옥천읍 관성로4길 10,36.3004381,127.5746837,충청북도,옥천군,공공
855,노원중앙도서관,서울특별시 노원구 노원로34길 43,37.6610613,127.0649973,서울특별시,노원구,공공
856,노원어린이도서관,서울특별시 노원구 한글비석로 346,37.6580084,127.076284,서울특별시,노원구,공공
857,월계도서관,서울특별시 노원구 월계로 319,37.6286048,127.0561075,서울특별시,노원구,공공
858,상계도서관,서울특별시 노원구 동일로243길 57,37.6784183,127.0518501,서울특별시,노원구,공공
859,불암도서관,서울특별시 노원구 중계로 106,37.6452276,127.0825682,서울특별시,노원구,공공
860,화랑도서관,서울특별시 노원구 노원로1나길 10,37.6214718,127.083021,서울특별시,노원구,공공
861,하계어린이도서관,"서울특별시 노원구 공릉로58가길 13, 2층",37.6360746,127.0729493,서울특별시,노원구,공공
862,광양중앙도서관,전라남도 광양시 광양읍 향교길 9-30,34.9802034,127.5875486,전라남도,광양시,공공
863,광양중마도서관,전라남도 광양시 광장로 14,34.9374495,127.6905967,전라남도,광양시,공공
864,광양희망도서관,전라남도 광양시 광양읍 인덕로 1022,34.9751297,127.5805497,전라남도,광양시,공공
865,광양용강도서관,전라남도 광양시 광양읍 기두5길 5,34.9741298,127.607381,전라남도,광양시,공공
866,광산구립장덕도서관,광주광역시 광산구 풍영로 179,35.1910934,126.8140936,광주광역시,광산구,공공
867,광산구립이야기꽃도서관,광주광역시 광산구 선운중앙로67번길 6,35.1484289,126.7798985,광주광역시,광산구,공공
868,광산구립첨단도서관,광주광역시 광산구 임방울대로 673-12,35.2167923,126.832239,광주광역시,광산구,공공
869,광산구립운남어린이도서관,광주광역시 광산구 목련로217번길 10,35.1730207,126.8219798,광주광역시,광산구,공공
870,광산구립신가도서관,광주광역시 광산구 신가로40번길 24,35.1827519,126.8285849,광주광역시,광산구,공공
871,동해시립북삼도서관,강원도 동해시 효자로 649,37.4926885,129.1044104,강원도,동해시,공공
872,동해시립발한도서관,강원도 동해시 해안로 535,37.5482038,129.1059792,강원도,동해시,공공
873,이도작은도서관,강원도 동해시 이원길 151,37.4800496,129.1088441,강원도,동해시,작은
874,무릉작은도서관,"강원도 동해시 무릉1길 4, 3층",37.4882653,129.0682535,강원도,동해시,작은
875,등대작은도서관,"강원도 동해시 논골길 78, 2층",37.5586983,129.114202,강원도,동해시,작은
876,울산동부도서관,울산광역시 동구 봉수로 505,35.5282078,129.4250825,울산광역시,동구,공공
877,강동구립성내도서관,서울특별시 강동구 성안로 106-1,37.5327964,127.1333283,서울특별시,강동구,공공
878,강동구립해공도서관,서울특별시 강동구 올림픽로 702,37.5443685,127.126709,서울특별시,강동구,공공
879,강동구립강일도서관,"서울특별시 강동구 아리수로93길 9-14, 5층",37.5650504,127.1738009,서울특별시,강동구,공공
880,강동구립암사도서관,서울특별시 강동구 고덕로20길 42,37.5528007,127.1333457,서울특별시,강동구,공공
881,강동구립천호도서관,"서울특별시 강동구 성안로 31마길 1, 2층",37.5408046,127.1338987,서울특별시,강동구,공공
882,울주도서관,울산광역시 울주군 언양읍 언양로 109,35.5588501,129.1373782,울산광역시,울주군,공공
883,거제시립장평도서관,경상남도 거제시 장평3로 10,34.8892668,128.6094765,경상남도,거제시,공공
884,거제시립옥포도서관,경상남도 거제시 진목로 20,34.8970408,128.6875731,경상남도,거제시,공공
885,거제시립장승포도서관,경상남도 거제시 신부로 36,34.8699012,128.7313594,경상남도,거제시,공공
886,거제시립수양도서관,경상남도 거제시 제산로5길 26,34.8877852,128.6462266,경상남도,거제시,공공
887,거제시립하청도서관,경상남도 거제시 하청면 하청로 12-7,34.9554532,128.6550841,경상남도,거제시,공공
888,옥포작은도서관,경상남도 거제시 옥포대첩로 84,34.8938695,128.6961156,경상남도,거제시,작은
889,글밭작은도서관,경상남도 거제시 계룡로13길 6,34.8843826,128.6189394,경상남도,거제시,작은
890,거제시립아주도서관,"경상남도 거제시 탑곡로 73, 4층",34.8633998,128.6938561,경상남도,거제시,공공
891,장안마루 작은도서관,서울특별시 동대문구 사가정로 23길 64,37.5815929,127.0702457,서울특별시,동대문구,작은
892,답십리1동 아름드리 작은도서관,서울특별시 동대문구 사가정로 30,37.5718898,127.0511352,서울특별시,동대문구,작은
893,답십리2동 민들레 작은도서관,서울특별시 동대문구 한천로11길 18,37.567353,127.0612752,서울특별시,동대문구,작은
894,이문2동 작은도서관,서울특별시 동대문구 신이문로 27-5,37.6033142,127.0651101,서울특별시,동대문구,작은
895,장안2동 작은도서관,서울특별시 동대문구 사가정로 230-1,37.5784319,127.0705771,서울특별시,동대문구,작은
896,용신동 작은도서관,서울특별시 동대문구 천호대로27길 35,37.5757574,127.0372689,서울특별시,동대문구,작은
897,회기동 꿈자람 작은도서관,서울특별시 동대문구 회기로25길 12-1,37.5906388,127.0552001,서울특별시,동대문구,작은
898,장안1동 작은도서관,서울특별시 동대문구 장한로26가길 113,37.566901,127.0695125,서울특별시,동대문구,작은
899,제기동 미래뜰 작은도서관,서울특별시 동대문구 약령시로 71,37.583086,127.0378776,서울특별시,동대문구,작은
900,휘경2동 꿈빛누리 작은도서관,서울특별시 동대문구 한천로 329,37.5901107,127.0685658,서울특별시,동대문구,작은
901,이문1동 꿈꾸는 작은도서관,서울특별시 동대문구 외대역동로 114-1,37.5976622,127.0654786,서울특별시,동대문구,작은
902,휘경1동 새싹마루 작은도서관,서울특별시 동대문구 외대역동로6길 3,37.5928813,127.0657151,서울특별시,동대문구,작은
903,전농2동 뜨락 작은도서관,서울특별시 동대문구 사가정로 137,37.5780526,127.0599929,서울특별시,동대문구,작은
904,동대문책마당도서관,서울특별시 동대문구 천호대로 145,37.5742015,127.0398327,서울특별시,동대문구,공공
905,배봉산 숲속도서관,서울특별시 동대문구 전농로16길 97,37.5794335,127.0658492,서울특별시,동대문구,공공
906,원신흥도서관,대전광역시 유성구 원신흥남로 59,36.3440483,127.3359618,대전광역시,유성구,공공
907,월평도서관,대전광역시 서구 한밭대로 664,36.3580403,127.3777371,대전광역시,서구,공공
908,부천시립역곡도서관,경기도 부천시 지봉로51번길 54,37.4886425,126.8026956,경기도,부천시,공공
909,신흥어울마당작은도서관,"경기도 부천시 삼작로 109, 4~5층",37.5198721,126.7932853,경기도,부천시,작은
910,상동어울마당작은도서관,"경기도 부천시 석천로16번길 50, 2층",37.4888402,126.7627195,경기도,부천시,작은
911,팔판빛오름작은도서관,"경상남도 김해시 덕정로 108, 복리동 지하층",35.1794629,128.7966061,경상남도,김해시,작은
912,유토피아작은도서관,"경상남도 김해시 인제로 167, 관리동 2층",35.2433707,128.9034897,경상남도,김해시,작은
913,김해율하도서관,경상남도 김해시 율하2로 210,35.1718789,128.8138273,경상남도,김해시,공공
914,성남시 중앙도서관,경기도 성남시 분당구 판교로 546,37.3985507,127.1068146,경기도,성남시 분당구,공공
915,성남시 위례도서관,"경기도 성남시 수정구 위례순환로 125, 3·4층",37.4752772,127.1417456,경기도,성남시 수정구,공공
916,성남시 중원어린이도서관,경기도 성남시 중원구 산성대로408번길 42,37.4475657,127.1631352,경기도,성남시 중원구,공공
917,성남시 해오름도서관,경기도 성남시 중원구 희망로 403,37.428659,127.153577,경기도,성남시 중원구,공공
918,성남시 분당도서관,경기도 성남시 분당구 불정로 110,37.3580965,127.1165676,경기도,성남시 분당구,공공
919,성남시 서현도서관,경기도 성남시 분당구 중앙공원로 77,37.3807258,127.1290412,경기도,성남시 분당구,공공
920,성남시 구미도서관,경기도 성남시 분당구 미금일로 105,37.3454424,127.1077636,경기도,성남시 분당구,공공
921,성남시 무지개도서관,경기도 성남시 분당구 구미로 111,37.3395814,127.1208293,경기도,성남시 분당구,공공
922,성남시 판교도서관,경기도 성남시 분당구 판교공원로4길 27,37.3918506,127.0908622,경기도,성남시 분당구,공공
923,성남시 판교어린이도서관,경기도 성남시 분당구 판교역로 75,37.3897865,127.1098561,경기도,성남시 분당구,공공
924,성남시 운중도서관,경기도 성남시 분당구 판교원로81번길 9,37.3899728,127.0750756,경기도,성남시 분당구,공공
925,성남시 중원도서관,경기도 성남시 중원구 원터로17번길 46,37.4302108,127.1401167,경기도,성남시 중원구,공공
926,성남시 수정도서관,경기도 성남시 수정구 수정로332번길 32,37.4522753,127.1531016,경기도,성남시 수정구,공공
927,성남시 복정도서관,경기도 성남시 수정구 복정로118번길 7,37.5231244,127.0313267,경기도,성남시 수정구,공공
928,성남시 논골도서관,경기도 성남시 수정구 논골로23번길 2,37.4560537,127.1596671,경기도,성남시 수정구,공공
929,양평군 중앙도서관,경기도 양평군 양평읍 양근로 240-9,37.3985507,127.1068146,경기도,양평군,공공
930,양평군 양서친환경도서관,경기도 양평군 양서면 양수로 110,37.4475657,127.1631352,경기도,양평군,공공
931,양평군 어린이도서관,경기도 양평군 양평읍 양근로 240-9,37.428659,127.153577,경기도,양평군,공공
932,양평군 용문도서관,경기도 양평군 용문면 용문로 395,37.3580965,127.1165676,경기도,양평군,공공
933,양평군 지평도서관,경기도 양평군 지평면 지평의병로116번길 5,37.3807258,127.1290412,경기도,양평군,공공
934,양평군 양동도서관,경기도 양평군 양동면 학둔지아래길 93,37.3454424,127.1077636,경기도,양평군,공공
935,광주시립중앙도서관,경기도 광주시 문화로 82,37.4105616,127.2528784,경기도,광주시,공공
936,광주시립오포도서관,경기도 광주시 오포읍 오포로 885,37.3692382,127.2312356,경기도,광주시,공공
937,광주시립초월도서관,경기도 광주시 초월읍 무들로 3-26,37.3870605,127.2909196,경기도,광주시,공공
938,광주시립곤지암도서관,경기도 광주시 곤지암읍 곤지암로11번길 47,37.3489171,127.3410147,경기도,광주시,공공
939,광주시립능평도서관,경기도 광주시 오포읍 창뜰아랫길 6,37.3496999,127.1671923,경기도,광주시,공공
940,오포작은도서관,경기도 광주시 오포읍 신현로 65-24,37.3630587,127.1551653,경기도,광주시,작은
941,대주작은도서관,경기도 광주시 오포읍 마루들길 276,37.3757817,127.2614716,경기도,광주시,작은
942,도척작은도서관,경기도 광주시 도척면 노곡로 20,37.3046236,127.3311836,경기도,광주시,작은
943,퇴촌작은도서관,경기도 광주시 퇴촌면 광동로 57-2,37.4706233,127.3092664,경기도,광주시,작은
944,남한산성작은도서관,경기도 광주시 남한산성면 남한산성로 745,37.4773703,127.1872933,경기도,광주시,작은
945,광남작은도서관,경기도 광주시 회안대로 350-17,37.3855352,127.2365257,경기도,광주시,작은
946,울산도서관,울산광역시 남구 꽃대나리로 140,35.533571,129.3360171,울산광역시,남구,공공
947,중봉도서관,경기도 김포시 봉화로130번길 26,37.6256899,126.7067349,경기도,김포시,공공
948,양곡도서관,경기도 김포시 양촌읍 양곡4로197번길 40,37.6616215,126.6314142,경기도,김포시,공공
949,고촌도서관,경기도 김포시 고촌읍 장차로 14,37.6032053,126.7711481,경기도,김포시,공공
950,풍무도서관,경기도 김포시 풍무로146번길 101,37.6081598,126.7262332,경기도,김포시,공공
951,통진도서관,경기도 김포시 통진읍 조강로 132,37.6939423,126.5920404,경기도,김포시,공공
952,누리봄작은도서관,"경기도 김포시 김포대로926번길 14, 2층",37.6248158,126.7145551,경기도,김포시,작은
953,대곶작은도서관,"경기도 김포시 대곶면 율생중앙로36번길 19, 체육관 1층",37.6521773,126.5840833,경기도,김포시,작은
954,구래작은도서관,"경기도 김포시 김포한강9로115번길 25, 2층",37.2937629,127.0000255,경기도,김포시,작은
955,운양작은도서관,"경기도 김포시 모담공원로 32, 2층",37.6493088,126.6849894,경기도,김포시,작은
956,구미시립중앙도서관,경상북도 구미시 경은로 85,36.1140333,128.335603,경상북도,구미시,공공
957,구미시립상모정수도서관,경상북도 구미시 상사서로4길 10,36.0873769,128.3564442,경상북도,구미시,공공
958,구미시립인동도서관,경상북도 구미시 인동14길 14,36.0990913,128.4236401,경상북도,구미시,공공
959,구미시립봉곡도서관,경상북도 구미시 봉곡로15길 54,36.1529195,128.3076996,경상북도,구미시,공공
960,구미시립선산도서관,경상북도 구미시 선산읍 선산대로 1400-16,36.2387879,128.3048705,경상북도,구미시,공공
961,원평으뜸작은도서관,경상북도 구미시 금오시장로9길 21,36.1282611,128.3400386,경상북도,구미시,작은
962,속초시립도서관,강원도 속초시 조양로 89,38.186751,128.5908462,강원도,속초시,공공
963,풀이음작은도서관,강원도 속초시 미시령로3337번길 6-15,38.2053951,128.572028,강원도,속초시,작은
964,해평누리작은도서관,"경상북도 구미시 해평면 강동로 1652, 1층",36.2105806,128.3831645,경상북도,구미시,작은
965,설성작은도서관,경기도 이천시 설성면 설장로17번길 6-6,37.1321024,127.5216842,경기도,이천시,작은
966,증포송정작은도서관,경기도 이천시 아리역로 34,37.2892999,127.4454311,경기도,이천시,작은
967,평생학습북카페작은도서관,경기도 이천시 애련정로136번길 84,37.282645,127.4503999,경기도,이천시,작은
968,이천시립마장도서관,경기도 이천시 마장면 마장로 11,37.2503901,127.3557511,경기도,이천시,공공
969,신둔작은도서관,경기도 이천시 신둔면 경충대로 3128,37.3061619,127.4040543,경기도,이천시,작은
970,호법작은도서관,경기도 이천시 호법면 이섭대천로527번길 27,37.2228461,127.4247522,경기도,이천시,작은
971,대월작은도서관,경기도 이천시 대월면 사동로 1-10,37.2298164,127.4921844,경기도,이천시,작은
972,모가작은도서관,경기도 이천시 모가면 대월로63번길 46,37.1715184,127.4821767,경기도,이천시,작은
973,양주시립옥정호수도서관,경기도 양주시 옥정동로7길 110,37.8203009,127.0864731,경기도,양주시,공공
974,수원시립망포글빛도서관,경기도 수원시 영통구 망포로 100,37.2406408,127.0438075,경기도,수원시 영통구,공공
975,부산광역시립구덕도서관,부산광역시 서구 대신공원로 41,35.1217413,129.0169653,부산광역시,서구,공공
976,부산광역시립구포도서관,부산광역시 북구 백양대로1016번다길 43,35.1939846,128.995975,부산광역시,북구,공공
977,부산광역시립부전도서관,부산광역시 부산진구 동천로 79,35.1558256,129.0620476,부산광역시,부산진구,공공
978,부산광역시립사하도서관,부산광역시 사하구 승학로 247,35.103086,128.991053,부산광역시,사하구,공공
979,부산광역시립시민도서관,부산광역시 부산진구 월드컵대로 462,35.183443,129.050125,부산광역시,부산진구,공공
980,부산광역시립중앙도서관,부산광역시 중구 망양로193번길 146,35.1101431,129.02716,부산광역시,중구,공공
981,부산광역시 영도도서관,부산광역시 영도구 함지로79번길 6,35.0755684,129.066539,부산광역시,영도구,공공
982,부산광역시립명장도서관,부산광역시 동래구 명안로46번길 35,35.2008549,129.1065573,부산광역시,동래구,공공
983,부산광역시 금정도서관,부산광역시 금정구 금정도서관로 33,35.272458,129.0961566,부산광역시,금정구,공공
984,부산광역시 남구도서관,부산광역시 남구 수영로267번길 61,35.1376994,129.09456,부산광역시,남구,공공
985,부산광역시 만덕도서관,부산광역시 북구 은행나무로 26,35.2067391,129.036694,부산광역시,북구,공공
986,부산광역시 사상도서관,부산광역시 사상구 덕상로72번길 9,35.1781217,128.989771,부산광역시,사상구,공공
987,부산광역시 기장도서관,부산광역시 기장군 기장읍 차성동로126번길 13-5,35.2497515,129.2172571,부산광역시,기장군,공공
988,부산광역시 재송어린이도서관,부산광역시 해운대구 해운대로76번길 35-1,35.1896121,129.1185191,부산광역시,해운대구,공공
989,부산영어도서관,부산광역시 부산진구 가야대로 734,35.156842,129.0520642,부산광역시,부산진구,공공
990,부산광역시 영도도서관 남항분관,부산광역시 영도구 절영로 71,35.0885443,129.039103,부산광역시,영도구,공공
991,부산광역시 다대도서관,부산광역시 사하구 다대낙조2길 9,35.0504598,128.96466,부산광역시,사하구,공공
992,부산광역시립해운대도서관,부산광역시 해운대구 양운로 183,35.1779728,129.1688996,부산광역시,해운대구,공공
993,부산광역시 화명도서관,부산광역시 북구 화명대로12번길 59,35.232194,129.0094016,부산광역시,북구,공공
994,부산광역시 정관도서관,부산광역시 기장군 정관읍 정관중앙로 100,35.3279169,129.1817747,부산광역시,기장군,공공
995,부산광역시 금곡도서관,부산광역시 북구 효열로203번길 34,35.2631352,129.0176578,부산광역시,북구,공공
996,부산광역시립반송도서관,부산광역시 해운대구 아랫반송로 22,35.2250616,129.1483378,부산광역시,해운대구,공공
997,부산광역시립서동도서관,부산광역시 금정구 서부로76번길 5,35.2198649,129.0994296,부산광역시,금정구,공공
998,부산광역시립중앙도서관 수정분관,부산광역시 동구 홍곡로 53,35.1246075,129.0405662,부산광역시,동구,공공
999,부산광역시립연산도서관,부산광역시 연제구 고분로191번길 16,35.185874,129.1041912,부산광역시,연제구,공공
1000,부산광역시립해운대도서관 우동분관,부산광역시 해운대구 우동1로 89,35.1688448,129.1558258,부산광역시,해운대구,공공
1001,부산광역시 강서도서관,부산광역시 강서구 공항로811번길 10,35.1804359,128.9571993,부산광역시,강서구,공공
1002,부산광역시 동구도서관,부산광역시 동구 성북로36번길 54,35.1379169,129.0514958,부산광역시,동구,공공
