,LBRRY_NM,LBRRY_ADDR,lat,lon,ONE_AREA_NM,TWO_AREA_NM,LBRRY_TY_NM
360,제주 조천읍도서관,제주특별자치도 제주시 조천읍 일주동로 1189,33.5377434,126.6676946,제주특별자치도,제주시,공공
361,제주 애월도서관,제주특별자치도 제주시 애월읍 일주서로 6339,33.4633179,126.3313125,제주특별자치도,제주시,공공
362,제주 한경도서관,제주특별자치도 제주시 한경면 신한로 13,33.3500434,126.1845632,제주특별자치도,제주시,공공
363,충청북도교육도서관,충청북도 청주시 서원구 충렬로 19,36.632765,127.477825,충청북도,청주시 서원구,공공
364,충청북도교육문화원,충청북도 청주시 청원구 밀레니엄2로 21,36.6828517,127.4799929,충청북도,청주시 청원구,공공
365,충청북도중원교육문화원,충청북도 충주시 호암대로 50,36.9549462,127.931265,충청북도,충주시,공공
366,중원교육도서관,충청북도 충주시 주덕읍 창전길 221,36.97246,127.7862678,충청북도,충주시,공공
367,제천학생회관,충청북도 제천시 숭의로 29,37.1459009,128.2022633,충청북도,제천시,공공
368,미원교육도서관,충청북도 청주시 상당구 미원면 단재로 2494-1,36.6372156,127.660374,충청북도,청주시 상당구,공공
369,보은교육도서관,충청북도 보은군 보은읍 삼산로 56-10,36.484076,127.7160615,충청북도,보은군,공공
370,옥천교육도서관,충청북도 옥천군 옥천읍 관성로3길 7,36.300914,127.5724097,충청북도,옥천군,공공
371,영동교육도서관,충청북도 영동군 영동읍 학산영동로 1220,36.1713844,127.7722622,충청북도,영동군,공공
372,진천교육도서관,충청북도 진천군 진천읍 상산1길 11,36.8557046,127.4392093,충청북도,진천군,공공
373,괴산교육도서관,충청북도 괴산군 괴산읍 읍내로12길 38,36.8109221,127.7920861,충청북도,괴산군,공공
374,증평교육도서관,충청북도 증평군 증평읍 광장로 154,36.7829406,127.5886432,충청북도,증평군,공공
375,음성교육도서관,충청북도 음성군 음성읍 시장로126번길 29,36.939997,127.6928173,충청북도,음성군,공공
376,금왕교육도서관,충청북도 음성군 금왕읍 응천서길27번길 33,36.9901121,127.5921688,충청북도,음성군,공공
377,단양교육도서관,충청북도 단양군 단양읍 상진12길 18,36.9796323,128.356686,충청북도,단양군,공공
378,전주시립효자도서관,전라북도 전주시 완산구 우전로 181,35.8109943,127.1005948,전라북도,전주시 완산구,공공
379,원주교육문화관,강원도 원주시 북원로 2312,37.3517321,127.9359125,강원도,원주시,공공
380,강릉교육문화관,강원도 강릉시 노암등길 37-1,37.745942,128.9000051,강원도,강릉시,공공
381,정선교육도서관,강원도 정선군 정선읍 봉양4길 9,37.3782494,128.6613918,강원도,정선군,공공
382,명주교육도서관,강원도 강릉시 주문진읍 해안3길 11,37.8867734,128.8263907,강원도,강릉시,공공
383,삼척교육문화관,강원도 삼척시 진주로 48-41,37.445145,129.1650073,강원도,삼척시,공공
384,춘천교육문화관,강원도 춘천시 중앙로107번길 14,37.8757842,127.7241858,강원도,춘천시,공공
385,속초교육문화관,강원도 속초시 번영로 82,38.2063896,128.5861305,강원도,속초시,공공
386,춘성교육도서관,강원도 춘천시 신북읍 신샘밭로 359-32,37.9273184,127.7506508,강원도,춘천시,공공
387,문막교육도서관,강원도 원주시 문막읍 문막시장1길 76-6,37.3050229,127.8146418,강원도,원주시,공공
388,속초교육도서관,강원도 속초시 번영로 15,38.2026986,128.5804605,강원도,속초시,공공
389,양양교육도서관,강원도 양양군 양양읍 남문로 50,38.0758946,128.618285,강원도,양양군,공공
390,태백교육도서관,강원도 태백시 태백로 1126,37.1578745,128.989316,강원도,태백시,공공
391,홍천교육도서관,강원도 홍천군 홍천읍 꽃뫼로 93,37.6916857,127.8839978,강원도,홍천군,공공
392,횡성교육도서관,강원도 횡성군 횡성읍 교항로 32,37.4871586,127.9795054,강원도,횡성군,공공
393,영월교육도서관,강원도 영월군 영월읍 영월로 1914-7,37.1802997,128.4588221,강원도,영월군,공공
394,평창교육도서관,강원도 평창군 평창읍 평창중앙로 83-17,37.3696066,128.3943975,강원도,평창군,공공
395,철원교육도서관,강원도 철원군 철원읍 금학로273번길 21-14,38.2106209,127.2122376,강원도,철원군,공공
396,화천교육도서관,강원도 화천군 화천읍 상승로3길 22,38.1074923,127.7042923,강원도,화천군,공공
397,양구교육도서관,강원도 양구군 양구읍 우정로119번길 30,38.101864,127.9874258,강원도,양구군,공공
398,인제교육도서관,강원도 인제군 인제읍 인제로193번길 15-1,38.0702268,128.1706713,강원도,인제군,공공
399,고성교육도서관,강원도 고성군 거진읍 거탄진로29번길 7,38.4392611,128.4500889,강원도,고성군,공공
400,동해교육도서관,강원도 동해시 부곡5길 22,37.5384865,129.109787,강원도,동해시,공공
401,파주시립탄현도서관,"경기도 파주시 탄현면 방촌로649번길 24-7, 탄현면 행정복지센터 2층",37.8024426,126.7161779,경기도,파주시,공공
402,한밭도서관,대전광역시 중구 서문로 10,36.309938,127.4096305,대전광역시,중구,공공
403,가오도서관,대전광역시 동구 동구청로 147,36.3124314,127.4553237,대전광역시,동구,공공
404,용운도서관,대전광역시 동구 새울로68번길 23-23,36.3257533,127.4636938,대전광역시,동구,공공
405,판암도서관,대전광역시 동구 옥천로180번길 20,36.3164497,127.4607732,대전광역시,동구,공공
406,성남작은도서관,대전광역시 동구 성남로 38-5,36.3423154,127.429825,대전광역시,동구,작은
407,무지개도서관,대전광역시 동구 동부로 56-22,36.3204616,127.4600999,대전광역시,동구,공공
408,홍도도서관,대전광역시 동구 동산초교로34번길 56,36.3490198,127.4257139,대전광역시,동구,공공
409,자양도서관,대전광역시 동구 백룡로 16,36.3355031,127.4485873,대전광역시,동구,공공
410,갈마도서관,대전광역시 서구 신갈마로127번길 138,36.3409156,127.3656805,대전광역시,서구,공공
411,둔산도서관,대전광역시 서구 청사로 263,36.3600736,127.3931671,대전광역시,서구,공공
412,유성도서관 엑스포분관,대전광역시 유성구 엑스포로 448,36.3999653,127.4079098,대전광역시,유성구,작은
413,가수원도서관,대전광역시 서구 가수원로 91-11,36.3019,127.348812,대전광역시,서구,공공
414,노은도서관,대전광역시 유성구 노은동로234번길 34,36.381557,127.3206247,대전광역시,유성구,공공
415,유성도서관,대전광역시 유성구 대덕대로 507-38,36.3784791,127.375891,대전광역시,유성구,공공
416,대전 서구 어린이도서관,대전광역시 서구 정림동로 25,36.3050299,127.3684062,대전광역시,서구,공공
417,진잠도서관,대전광역시 유성구 진잠로160번길 19,36.3031044,127.319778,대전광역시,유성구,공공
418,구즉도서관,대전광역시 유성구 와룡로37번길 20,36.4294702,127.3805883,대전광역시,유성구,공공
419,구암도서관,대전광역시 유성구 유성대로626번길 57,36.3492563,127.3300408,대전광역시,유성구,공공
420,신탄진도서관,대전광역시 대덕구 신탄진동로 64,36.4464999,127.4371944,대전광역시,대덕구,공공
421,안산도서관,대전광역시 대덕구 계족로663번길 25,36.368296,127.4271497,대전광역시,대덕구,공공
422,송촌도서관,대전광역시 대덕구 송촌로 59,36.3601292,127.4401556,대전광역시,대덕구,공공
423,대전학생교육문화원,대전광역시 중구 동서대로 1360,36.3294343,127.4102572,대전광역시,중구,공공
424,산성도서관,대전광역시 중구 산서로62번길 53,36.2952803,127.3855744,대전광역시,중구,공공
425,여성도서관,충청북도 제천시 독순로 70,37.138874,128.210637,충청북도,제천시,공공
426,봉양도서관,충청북도 제천시 봉양읍 주포로8길 3-1,37.1322827,128.1245296,충청북도,제천시,공공
427,전북도청도서관,전라북도 전주시 완산구 효자로 225,35.8207082,127.101491,전라북도,전주시 완산구,공공
428,광진정보도서관,서울특별시 광진구 아차산로78길 90,37.5506122,127.108206,서울특별시,광진구,공공
429,중곡문화체육센터도서관,서울특별시 광진구 능동로 433,37.5677352,127.0825706,서울특별시,광진구,공공
430,자양제4동도서관,서울특별시 광진구 뚝섬로26길 58,37.5340446,127.0640456,서울특별시,광진구,공공
431,구의제3동도서관,서울특별시 광진구 강변역로 17,37.5380702,127.0896864,서울특별시,광진구,공공
432,도봉문화정보도서관,서울특별시 도봉구 덕릉로 315,37.644055,127.0420503,서울특별시,도봉구,공공
433,도봉구청 행복작은도서관,서울특별시 도봉구 마들로 656,37.6686287,127.0470496,서울특별시,도봉구,작은
434,도봉1동 공립 작은도서관,서울특별시 도봉구 도봉로169나길 22,37.6786704,127.0433569,서울특별시,도봉구,작은
435,도봉2동 공립 작은도서관,서울특별시 도봉구 마들로 668,37.6696229,127.0465415,서울특별시,도봉구,작은
436,방학1동 공립 작은도서관,서울특별시 도봉구 방학로2길 27,37.6641869,127.0406367,서울특별시,도봉구,작은
437,방학2동 공립 작은도서관,서울특별시 도봉구 시루봉로 226,37.668177,127.0350425,서울특별시,도봉구,작은
438,방학3동 공립 작은도서관,서울특별시 도봉구 해등로32길 80,37.659887,127.023815,서울특별시,도봉구,작은
439,쌍문1동 공립 작은도서관,서울특별시 도봉구 노해로 147,37.6479992,127.0260364,서울특별시,도봉구,작은
440,쌍문2동 공립 작은도서관,서울특별시 도봉구 방학로3길 117,37.6580211,127.0387508,서울특별시,도봉구,작은
441,쌍문3동 공립 작은도서관,서울특별시 도봉구 노해로44길 9,37.6489437,127.0279086,서울특별시,도봉구,작은
442,쌍문4동 공립 작은도서관,서울특별시 도봉구 시루봉로 62-7,37.6564188,127.0283688,서울특별시,도봉구,작은
443,창1동 공립 작은도서관,서울특별시 도봉구 해등로 46,37.6483328,127.0437847,서울특별시,도봉구,작은
444,창2동 공립 작은도서관,"서울특별시 도봉구 덕릉로63길 53, 5층(창동 모퉁이 63)",37.6413898,127.0356396,서울특별시,도봉구,작은
445,창3동 공립 작은도서관,서울특별시 도봉구 덕릉로62길 89,37.6381103,127.0428666,서울특별시,도봉구,작은
446,창4동 공립 작은도서관,서울특별시 도봉구 노해로 390,37.6523,127.051532,서울특별시,도봉구,작은
447,창5동 공립 작은도서관,서울특별시 도봉구 도봉로136나길 20,37.6562098,127.0434809,서울특별시,도봉구,작은
448,북서울중학교,서울특별시 도봉구 도봉로169가길 33,37.6813005,127.0430239,서울특별시,도봉구,작은
449,도봉아이나라도서관,서울특별시 도봉구 노해로69길 151,37.6590072,127.0494699,서울특별시,도봉구,공공
450,방학동육아종합지원센터,서울특별시 도봉구 방학로12길 28,37.6632313,127.0303315,서울특별시,도봉구,작은
451,도봉구립학마을도서관,서울특별시 도봉구 시루봉로 128,37.662109,127.027821,서울특별시,도봉구,공공
452,창동육아종합지원센터,서울특별시 도봉구 우이천로4길 24-5,37.6335062,127.0411015,서울특별시,도봉구,작은
453,도봉구립무수골도서관,서울특별시 도봉구 도봉로175길 10,37.6829589,127.0428608,서울특별시,도봉구,공공
454,도봉기적의도서관,서울특별시 도봉구 마들로 797,37.6676581,127.049132,서울특별시,도봉구,공공
455,지혜의등대 작은도서관,서울특별시 도봉구 도봉로 552,37.6540005,127.0386044,서울특별시,도봉구,작은
456,둘리도서관,서울특별시 도봉구 시루봉로1길 6,37.6538444,127.0227892,서울특별시,도봉구,공공
457,성동구립도서관,서울특별시 성동구 고산자로10길 9,37.559208,127.03496,서울특별시,성동구,공공
458,성동구립무지개도서관,서울특별시 성동구 고산자로 270,37.563394,127.03674,서울특별시,성동구,공공
459,성동구립금호도서관,서울특별시 성동구 난계로 20,37.554169,127.02488,서울특별시,성동구,공공
460,성동구립용답도서관,서울특별시 성동구 용답중앙3길 10,37.566922,127.05129,서울특별시,성동구,공공
461,성동구립성수도서관,서울특별시 성동구 뚝섬로1길 43,37.545305,127.04703,서울특별시,성동구,공공
462,성동구립청계도서관,서울특별시 성동구 마장로 141,37.567838,127.02552,서울특별시,성동구,공공
463,불암동작은도서관,경상남도 김해시 식만로389-5,35.222348,128.926009,경상남도,김해시,작은
464,분성IPARK작은도서관,"경상남도 김해시 삼계로232, 현대I'PARK아파트 관리동 지하1층",35.266828,128.868101,경상남도,김해시,작은
465,대동푸른뜰작은도서관,경상남도 김해시 대동면 동남로41번길 13-11,35.236135,128.993895,경상남도,김해시,작은
466,U보라작은도서관,"경상남도 김해시 전하로176번길 71, 반도보라아파트 주민공동시설 2층",35.223558,128.874226,경상남도,김해시,작은
467,칠암도서관,경상남도 김해시 활천로285번길 14,35.244641,128.910439,경상남도,김해시,공공
468,책고래작은도서관,"경상남도 김해시 장유로334번길 76, 장유e편한세상아파트 관리동 3층",35.193875,128.810209,경상남도,김해시,작은
469,대동한마음작은도서관,"경상남도 김해시 함박로101번길 19, 대동한마음타운 관리동 2층",35.232696,128.865009,경상남도,김해시,작은
470,떡갈나무숲작은도서관,"경상남도 김해시 율하2로 164, 율현주공13단지아파트 주민공동시설 1층",35.168306,128.817546,경상남도,김해시,작은
471,김해글로벗도서관,경상남도 김해시 가락로 81,35.234074,128.881242,경상남도,김해시,작은
472,대포천작은도서관,경상남도 김해시 상동면 장척로756번길6,35.30723,128.930649,경상남도,김해시,작은
473,뜨란채작은도서관,"경상남도 김해시 우암로 36, 뜨란채아파트 관리동 2층",35.233109,128.860607,경상남도,김해시,작은
474,덕산작은도서관,"경상남도 김해시 함박로119번길 6, 덕산아파트 관리동 2층",35.232338,128.867496,경상남도,김해시,작은
475,이안나누리작은도서관,"경상남도 김해시 해반천로278번길12-27, 이안아파트 커뮤니센터 1층",35.27375,128.867792,경상남도,김해시,작은
476,글혜윰작은도서관,"경상남도 김해시 진영읍 김해대로361번길 34, 진영코아루아파트 관리동 2층",35.310179,128.730168,경상남도,김해시,작은
477,한신책사랑작은도서관,"경상남도 김해시 분성로48번길 16, 한신아파트 관리동 2층",35.231371,128.85225,경상남도,김해시,작은
478,활천행복작은도서관,경상남도 김해시 인제로11번길51,35.229053,128.899879,경상남도,김해시,작은
479,화정글샘도서관,경상남도 김해시 삼계중앙로13번길 19,35.26224,128.866382,경상남도,김해시,공공
480,한국작은도서관,"경상남도 김해시 분성로 155, 한국2차아파트 관리동 지하1층",35.230341,128.86376,경상남도,김해시,작은
481,하늘빛작은도서관,"경상남도 김해시 구산로5번길 57, 구지마을동원아파트 복리동 지하1층",35.253942,128.869623,경상남도,김해시,작은
482,일동한신꿈나무작은도서관,"경상남도 김해시 분성로 14, 일동한신아파트 관리동 2층",35.231751,128.84809,경상남도,김해시,작은
483,주촌디딤돌작은도서관,경상남도 김해시 주촌면 서부로1637번길 15,35.238248,128.830825,경상남도,김해시,작은
484,장유대우작은도서관,"경상남도 김해시 팔판로 71, 푸르지오5단지아파트 복리동 2층",35.176558,128.791376,경상남도,김해시,작은
485,진영한빛도서관,경상남도 김해시 진영읍 김해대로 440,35.304562,128.736912,경상남도,김해시,공공
486,젤미작은도서관,"경상남도 김해시 능동로 32, 젤미부영e그린7차아파트 관리동 지하1층",35.196245,128.797396,경상남도,김해시,작은
487,진례작은도서관,경상남도 김해시 진례면 송현로 21-1,35.249028,128.750676,경상남도,김해시,작은
488,중흥샘이깊은작은도서관,"경상남도 김해시 진영읍 장등로19번길 18, 중흥s클래스2단지아파트 관리동 2층",35.308763,128.732954,경상남도,김해시,작은
489,장유도서관,경상남도 김해시 대청로176번길 7,35.191583,128.79696,경상남도,김해시,공공
490,김해기적의도서관,경상남도 김해시 율하1로 55,35.175871,128.810384,경상남도,김해시,공공
491,김해청소년문화의집,경상남도 김해시 가락로176번길 3,35.242247,128.87837,경상남도,김해시,작은
492,캐슬작은도서관,"경상남도 김해시 가야로451번길 9, 롯데캐슬1단지아파트 관리동 2층",35.242284,128.884509,경상남도,김해시,작은
493,내외작은도서관,경상남도 김해시 금관대로1255,35.237567,128.857848,경상남도,김해시,작은
494,팔판작은도서관,"경상남도 김해시 덕정로 68, 팔판마을e그린3차아파트 관리동 지하1층",35.179286,128.792246,경상남도,김해시,작은
495,리첼작은도서관,"경상남도 김해시 덕정로 187, 세영리첼아파트 주민공동시설 지하1층",35.176391,128.804088,경상남도,김해시,작은
496,석봉마을작은도서관,"경상남도 김해시 금관대로599번길 11, 대동1단지아파트 복리동 2층",35.202238,128.813129,경상남도,김해시,작은
497,생각이크는작은도서관,"경상남도 김해시 진영읍 김해대로361번길 31, 진영자이아파트 관리동 지하1층",35.310164,128.728697,경상남도,김해시,작은
498,시호미래작은도서관,"경상남도 김해시 한림면 한림로 369, 2층",35.338277,128.785936,경상남도,김해시,작은
499,삼계푸르지오작은도서관,"경상남도 김해시 가야로19, 푸르지오1차아파트 관리동 2층",35.271318,128.862157,경상남도,김해시,작은
500,소리작은도서관,경상남도 김해시 가락로94번길 7,35.235203,128.8821,경상남도,김해시,작은
501,삼계로얄작은도서관,"경상남도 김해시 가야로60, 동원로얄듀크아파트 관리동 2층",35.269517,128.865363,경상남도,김해시,작은
502,율하e편한작은도서관,"경상남도 김해시 율하2로 198, 율하e편한세상아파트 휘트니스센터 내",35.171072,128.82092,경상남도,김해시,작은
503,우리작은도서관,"경상남도 김해시 삼문로 88, 장유e그린1차부영아파트 복리동 2층",35.191327,128.808435,경상남도,김해시,작은
504,월산주공작은도서관,"경상남도 김해시 월산로 101, 월산주공11단지아파트 관리동 2층",35.203889,128.802051,경상남도,김해시,작은
505,인천 서구 검암도서관,인천광역시 서구 검암로20번길 20,37.5660754,126.6831116,인천광역시,서구,공공
506,송파글마루도서관,서울특별시 송파구 충민로 120,37.480889,127.130358,서울특별시,송파구,공공
507,송파어린이도서관,서울특별시 송파구 올림픽로 105,37.5120643,127.0824157,서울특별시,송파구,공공
508,거마도서관,서울특별시 송파구 거마로2길 19,37.4935096,127.1468394,서울특별시,송파구,공공
509,소나무언덕잠실본동도서관,서울특별시 송파구 탄천동로 205,37.502967,127.077418,서울특별시,송파구,공공
510,송파어린이영어작은도서관,서울특별시 송파구 오금로 1,37.5217861,127.1010378,서울특별시,송파구,공공
511,돌마리도서관,서울특별시 송파구 백제고분로37길 16,37.5035159,127.1036498,서울특별시,송파구,공공
512,가락몰도서관,서울특별시 송파구 양재대로 932,37.492994,127.112326,서울특별시,송파구,공공
513,소나무언덕1호작은도서관,서울특별시 송파구 올림픽로47길 9,37.5272233,127.1177482,서울특별시,송파구,작은
514,소나무언덕2호작은도서관,서울특별시 송파구 석촌호수로 155,37.5072203,127.0942233,서울특별시,송파구,공공
515,소나무언덕3호작은도서관,서울특별시 송파구 성내천로 319,37.4923005,127.1566327,서울특별시,송파구,공공
516,소나무언덕4호작은도서관,서울특별시 송파구 송이로 34,37.502185,127.116847,서울특별시,송파구,작은
517,금산인삼고을도서관,충청남도 금산군 금산읍 금산로 1543,36.1112746,127.4912762,충청남도,금산군,공공
518,진산도서관,충청남도 금산군 진산면 읍내로 63,36.1438886,127.3698109,충청남도,금산군,공공
519,금산작은도서관,충청남도 금산군 금산읍 방아동4길 17,36.0975478,127.4916323,충청남도,금산군,작은
520,추부도서관,충청남도 금산군 추부면 하마전로 31,36.1909288,127.4700975,충청남도,금산군,공공
521,금산기적의도서관,충청남도 금산군 금산읍 비단로 296-13,36.1109996,127.4906171,충청남도,금산군,공공
522,울산남부도서관,울산광역시 남구 거마로13번길 6,35.535816,129.2951888,울산광역시,남구,공공
523,울산 북구 중앙도서관,울산광역시 북구 두부곡1길 9,35.5842174,129.3679182,울산광역시,북구,공공
524,울산 북구 기적의도서관,울산광역시 북구 이화5길 29-13,35.6622063,129.3364797,울산광역시,북구,공공
525,울산 북구 농소1동도서관,울산광역시 북구 동대15길 27,35.6291873,129.3545038,울산광역시,북구,공공
526,울산 북구 농소3동도서관,울산광역시 북구 아진1로 47,35.6330929,129.3355864,울산광역시,북구,공공
527,울산 북구 염포양정도서관,울산광역시 북구 염포로 685-1,35.5318826,129.3939096,울산광역시,북구,공공
528,울산 북구 명촌어린이도서관,울산광역시 북구 명촌12길 11,35.5550074,129.3553039,울산광역시,북구,공공
529,울산 북구 매곡도서관,울산광역시 북구 매곡로 138-19,35.6441992,129.3504917,울산광역시,북구,공공
530,푸른작은도서관,"울산광역시 북구 신천로 92, 관리동 2층",35.6449758,129.3530831,울산광역시,북구,작은
531,책가방작은도서관,"울산광역시 북구 천곡남로 38, 관리동 지하1층",35.631562,129.3366859,울산광역시,북구,작은
532,책사랑작은도서관,"울산광역시 북구 천곡길 165, 관리동 2층",35.6380752,129.3274329,울산광역시,북구,작은
533,책누리작은도서관,"울산광역시 북구 염포로 459, 관리동 2층",35.5509767,129.3833239,울산광역시,북구,작은
534,책놀이터작은도서관,"울산광역시 북구 아진로 42, 관리동 지하1층",35.6299962,129.3422293,울산광역시,북구,작은
535,다울림작은도서관,"울산광역시 북구 천곡길 137, 107동 지하2층",35.6374664,129.3300097,울산광역시,북구,작은
536,책마루작은도서관,울산광역시 북구 달천로 103-20,35.6317616,129.3269509,울산광역시,북구,작은
537,가온누리작은도서관,"울산광역시 북구 신천소공원로 15, 108동 1층",35.6454614,129.346506,울산광역시,북구,작은
538,양정작은도서관(달팽이),울산광역시 북구 염포로 521-1,35.5448314,129.3848384,울산광역시,북구,작은
539,햇살작은도서관,울산광역시 북구 중산동로 37,35.6547535,129.3506303,울산광역시,북구,작은
540,꿈꾸는작은도서관,울산광역시 북구 아진로 75,35.6297775,129.338959,울산광역시,북구,작은
541,아름드리작은도서관,"울산광역시 북구 신기3길 19-6, 관리동 2층",35.6453706,129.3544357,울산광역시,북구,작은
542,극동푸른작은도서관,"울산광역시 북구 신천로 27, 관리동 1층",35.6415845,129.3480783,울산광역시,북구,작은
543,양주시립꿈나무도서관,경기도 양주시 백석읍 꿈나무로 199,37.7923901,126.9871678,경기도,양주시,공공
544,양주시립덕정도서관,경기도 양주시 화합로1371번길 11,37.842918,127.0631264,경기도,양주시,공공
545,양주시립남면도서관,경기도 양주시 남면 개나리17길 24,37.8980773,126.9758804,경기도,양주시,공공
546,양주시립고읍도서관,경기도 양주시 고읍남로 207,37.7925771,127.0843348,경기도,양주시,공공
547,양주시립덕계도서관,경기도 양주시 평화로1475번길 39,37.8224492,127.0478443,경기도,양주시,공공
548,양주희망도서관,경기도 양주시 삼숭로38번길 78-47,37.7979256,127.103811,경기도,양주시,공공
549,양주시립광적도서관,경기도 양주시 광적면 광적로42번길 5,37.8213656,126.986781,경기도,양주시,공공
550,장흥작은도서관,경기도 양주시 장흥면 호국로 470,37.7137571,126.9693719,경기도,양주시,작은
551,여수시립쌍봉도서관,전라남도 여수시 학동서4길 18-12,34.7630441,127.658722,전라남도,여수시,공공
552,여수시립현암도서관,전라남도 여수시 충민사길 43,34.7571412,127.7314764,전라남도,여수시,공공
553,여수시립환경도서관,전라남도 여수시 문수로 53-32,34.7542288,127.7010727,전라남도,여수시,공공
554,여수시립돌산도서관,전라남도 여수시 돌산읍 강남해안로 129,34.7160081,127.7499315,전라남도,여수시,공공
555,여수시립소라도서관,전라남도 여수시 소라면 덕양로 344,34.7886128,127.6334897,전라남도,여수시,공공
556,여수시립율촌도서관,전라남도 여수시 율촌면 율촌로 100-11,34.8837459,127.5786328,전라남도,여수시,공공
557,광주 북구 일곡도서관,광주광역시 북구 일곡로 55,35.2087616,126.895006,광주광역시,북구,공공
558,광주 북구 운암도서관,광주광역시 북구 북문대로 118,35.1801822,126.8753206,광주광역시,북구,공공
559,밀양시립도서관,경상남도 밀양시 중앙로 265,35.4867664,128.7548041,경상남도,밀양시,공공
560,밀양시립영어도서관,경상남도 밀양시 중앙로 265,35.4867664,128.7548041,경상남도,밀양시,공공
561,익산시립모현도서관,전라북도 익산시 선화로6길 7,35.949644,126.9360088,전라북도,익산시,공공
562,익산시립마동도서관,전라북도 익산시 선화1로 99,35.9404093,126.9690213,전라북도,익산시,공공
563,익산시립영등도서관,전라북도 익산시 궁동로 57,35.9626723,126.9777362,전라북도,익산시,공공
564,익산시립부송도서관,전라북도 익산시 무왕로25길 30,35.9639592,126.9941517,전라북도,익산시,공공
565,익산시립황등도서관,전라북도 익산시 황등면 황등8길 7,36.0044937,126.9434981,전라북도,익산시,공공
566,순천시립삼산도서관,전라남도 순천시 중앙로 232,34.9666906,127.4865762,전라남도,순천시,공공
567,순천시립연향도서관,전라남도 순천시 연향번영길 54,34.9471023,127.5185748,전라남도,순천시,공공
568,풍덕글마루작은도서관,전라남도 순천시 풍덕1길 52,34.9421877,127.4972527,전라남도,순천시,작은
569,순천시립조례호수도서관,전라남도 순천시 조례2길 31,34.9640551,127.5245258,전라남도,순천시,공공
570,해룡농어촌도서관,전라남도 순천시 해룡면 해룡로 1120,34.9137107,127.5367558,전라남도,순천시,공공
571,순천시립그림책도서관,전라남도 순천시 도서관길 33,34.9579091,127.4862543,전라남도,순천시,공공
572,순천기적의도서관,전라남도 순천시 해룡면 기적의도서관길 60,34.9471695,127.527657,전라남도,순천시,공공
573,순천시립신대도서관,전라남도 순천시 해룡면 매안로 162,34.935271,127.563376,전라남도,순천시,공공
574,안동시립웅부도서관,경상북도 안동시 태사길 78,36.5661267,128.7351927,경상북도,안동시,공공
575,안동시립어린이도서관,경상북도 안동시 강남5길 113-14,36.548773,128.729933,경상북도,안동시,공공
576,중랑구립정보도서관,서울특별시 중랑구 신내로15길 197,37.6151557,127.0868682,서울특별시,중랑구,공공
577,중랑구립면목정보도서관,서울특별시 중랑구 면목로 397,37.5871918,127.0876595,서울특별시,중랑구,공공
578,중랑숲어린이도서관,서울특별시 중랑구 망우로73길 46-1,37.6024771,127.1052616,서울특별시,중랑구,공공
579,중화어린이도서관,서울특별시 중랑구 중랑역로3길 28,37.595,127.0747885,서울특별시,중랑구,작은
580,광명시하안도서관,경기도 광명시 철망산로 46,37.4676204,126.8735159,경기도,광명시,공공
581,광명시광명도서관,경기도 광명시 원광명안로 48,37.4653018,126.8513075,경기도,광명시,공공
582,광명시철산도서관,경기도 광명시 철산로 56,37.4769575,126.8723412,경기도,광명시,공공
583,광명시소하도서관,경기도 광명시 소하일로 7,37.4454883,126.8880089,경기도,광명시,공공
584,옥과공공도서관,전라남도 곡성군 옥과면 리문4길 16,35.2744583,127.1355749,전라남도,곡성군,공공
585,광명시충현도서관,경기도 광명시 충현로42번길 19,37.4340114,126.8847294,경기도,광명시,공공
586,광주남구문화정보도서관,광주광역시 남구 봉선로 208,35.1220332,126.9175553,광주광역시,남구,공공
587,광주남구푸른길도서관,광주광역시 남구 금당로 140,35.1292558,126.8951485,광주광역시,남구,공공
588,광주남구청소년도서관,광주광역시 남구 제석로 100,35.1207747,126.9071242,광주광역시,남구,공공
589,수원시립화서다산도서관,경기도 수원시 팔달구 화양로68번길 7-35,37.2847561,126.9966581,경기도,수원시 팔달구,공공
590,순창군립도서관,전라북도 순창군 순창읍 순창5길 18,35.3735182,127.1406453,전라북도,순창군,공공
591,태백시립도서관,강원도 태백시 평화길 12,37.0996919,129.0219603,강원도,태백시,공공
592,남양주시 정약용도서관,경기도 남양주시 다산중앙로82번안길 138,37.5859178,127.1707352,경기도,남양주시,공공
593,남양주시 와부도서관,경기도 남양주시 와부읍 월문천로 43,37.5856432,127.2174767,경기도,남양주시,공공
594,남양주시 화도도서관,경기도 남양주시 화도읍 수레로1260번길 33,37.6500989,127.3058023,경기도,남양주시,공공
595,남양주시 진건도서관,경기도 남양주시 진건읍 진건오남로 41-25,37.6550996,127.1774145,경기도,남양주시,공공
596,남양주시 평내도서관,경기도 남양주시 의안로 134,37.6417066,127.2388929,경기도,남양주시,공공
597,남양주시 별내도서관,경기도 남양주시 별내면 청학로 86-1,37.7081965,127.1177053,경기도,남양주시,공공
598,남양주시 진접도서관,경기도 남양주시 진접읍 금강로 1554-11,37.7306138,127.193936,경기도,남양주시,공공
599,남양주시 진접푸른숲도서관,경기도 남양주시 진접읍 해밀예당2로 35,37.7153353,127.1926723,경기도,남양주시,공공
600,남양주시 오남도서관,경기도 남양주시 오남읍 양지로240번길 12,37.6980757,127.1976087,경기도,남양주시,공공
601,남양주시 퇴계원도서관,경기도 남양주시 퇴계원읍 도제원로 12,37.6490687,127.1455537,경기도,남양주시,공공
