,월,지역,연령,성별,회원수,대출건수,독서량
968,4,경상남도,50대,남자,1878,344,5.459
969,4,경상남도,50대,여자,2458,498,4.936
970,4,경상남도,60대이상,남자,1223,211,5.796
971,4,경상남도,60대이상,여자,1077,173,6.225
972,4,경상북도,영유아(0-5),남자,283,43,6.581
973,4,경상북도,영유아(0-5),여자,336,55,6.109
974,4,경상북도,유아(6-7),남자,495,73,6.781
975,4,경상북도,유아(6-7),여자,377,64,5.891
976,4,경상북도,초등(8-13),남자,2520,363,6.942
977,4,경상북도,초등(8-13),여자,2342,372,6.296
978,4,경상북도,청소년(14-19),남자,437,119,3.672
979,4,경상북도,청소년(14-19),여자,1014,258,3.93
980,4,경상북도,20대,남자,458,135,3.393
981,4,경상북도,20대,여자,1088,320,3.4
982,4,경상북도,30대,남자,1138,218,5.22
983,4,경상북도,30대,여자,4946,888,5.57
984,4,경상북도,40대,남자,2635,474,5.559
985,4,경상북도,40대,여자,6601,1183,5.58
986,4,경상북도,50대,남자,692,157,4.408
987,4,경상북도,50대,여자,896,226,3.965
988,4,경상북도,60대이상,남자,536,86,6.233
989,4,경상북도,60대이상,여자,364,71,5.127
990,4,광주광역시,영유아(0-5),남자,309,32,9.656
991,4,광주광역시,영유아(0-5),여자,414,42,9.857
992,4,광주광역시,유아(6-7),남자,753,63,11.952
993,4,광주광역시,유아(6-7),여자,655,57,11.491
994,4,광주광역시,초등(8-13),남자,2324,269,8.639
995,4,광주광역시,초등(8-13),여자,3279,355,9.237
996,4,광주광역시,청소년(14-19),남자,341,80,4.263
997,4,광주광역시,청소년(14-19),여자,843,209,4.033
998,4,광주광역시,20대,남자,654,150,4.36
999,4,광주광역시,20대,여자,1623,424,3.828
1000,4,광주광역시,30대,남자,1477,235,6.285
1001,4,광주광역시,30대,여자,5862,853,6.872
1002,4,광주광역시,40대,남자,4073,531,7.67
1003,4,광주광역시,40대,여자,8837,1271,6.953
1004,4,광주광역시,50대,남자,711,125,5.688
1005,4,광주광역시,50대,여자,1157,229,5.052
1006,4,광주광역시,60대이상,남자,569,92,6.185
1007,4,광주광역시,60대이상,여자,505,68,7.426
1008,4,대구광역시,영유아(0-5),남자,530,57,9.298
1009,4,대구광역시,영유아(0-5),여자,423,56,7.554
1010,4,대구광역시,유아(6-7),남자,805,91,8.846
1011,4,대구광역시,유아(6-7),여자,783,89,8.798
1012,4,대구광역시,초등(8-13),남자,2914,417,6.988
1013,4,대구광역시,초등(8-13),여자,3892,498,7.815
1014,4,대구광역시,청소년(14-19),남자,480,115,4.174
1015,4,대구광역시,청소년(14-19),여자,803,224,3.585
1016,4,대구광역시,20대,남자,626,168,3.726
1017,4,대구광역시,20대,여자,1707,504,3.387
1018,4,대구광역시,30대,남자,1394,244,5.713
1019,4,대구광역시,30대,여자,8083,1176,6.873
1020,4,대구광역시,40대,남자,4019,575,6.99
1021,4,대구광역시,40대,여자,11907,1796,6.63
1022,4,대구광역시,50대,남자,641,140,4.579
1023,4,대구광역시,50대,여자,1220,280,4.357
1024,4,대구광역시,60대이상,남자,477,85,5.612
1025,4,대구광역시,60대이상,여자,527,88,5.989
1026,4,대전광역시,영유아(0-5),남자,626,89,7.034
1027,4,대전광역시,영유아(0-5),여자,619,80,7.738
1028,4,대전광역시,유아(6-7),남자,1229,173,7.104
1029,4,대전광역시,유아(6-7),여자,1359,182,7.467
1030,4,대전광역시,초등(8-13),남자,6168,935,6.597
1031,4,대전광역시,초등(8-13),여자,5966,895,6.666
1032,4,대전광역시,청소년(14-19),남자,997,270,3.693
1033,4,대전광역시,청소년(14-19),여자,1831,465,3.938
1034,4,대전광역시,20대,남자,700,197,3.553
1035,4,대전광역시,20대,여자,1766,479,3.687
1036,4,대전광역시,30대,남자,1947,318,6.123
1037,4,대전광역시,30대,여자,6277,1072,5.855
1038,4,대전광역시,40대,남자,6701,1096,6.114
1039,4,대전광역시,40대,여자,11986,2185,5.486
1040,4,대전광역시,50대,남자,1649,356,4.632
1041,4,대전광역시,50대,여자,2143,502,4.269
1042,4,대전광역시,60대이상,남자,1641,368,4.459
1043,4,대전광역시,60대이상,여자,1536,252,6.095
1044,4,부산광역시,영유아(0-5),남자,3292,163,20.196
1045,4,부산광역시,영유아(0-5),여자,889,124,7.169
1046,4,부산광역시,유아(6-7),남자,1708,199,8.583
1047,4,부산광역시,유아(6-7),여자,1909,215,8.879
1048,4,부산광역시,초등(8-13),남자,7266,965,7.53
1049,4,부산광역시,초등(8-13),여자,7779,1022,7.612
1050,4,부산광역시,청소년(14-19),남자,1040,277,3.755
1051,4,부산광역시,청소년(14-19),여자,1962,560,3.504
1052,4,부산광역시,20대,남자,1310,361,3.629
1053,4,부산광역시,20대,여자,4037,1131,3.569
1054,4,부산광역시,30대,남자,2419,491,4.927
1055,4,부산광역시,30대,여자,11416,2075,5.502
1056,4,부산광역시,40대,남자,8558,1326,6.454
1057,4,부산광역시,40대,여자,19554,3387,5.773
1058,4,부산광역시,50대,남자,1955,445,4.393
1059,4,부산광역시,50대,여자,3262,736,4.432
1060,4,부산광역시,60대이상,남자,2087,370,5.641
1061,4,부산광역시,60대이상,여자,1662,273,6.088
1062,4,서울특별시,영유아(0-5),남자,3244,388,8.361
1063,4,서울특별시,영유아(0-5),여자,3522,379,9.293
1064,4,서울특별시,유아(6-7),남자,6624,753,8.797
1065,4,서울특별시,유아(6-7),여자,7690,727,10.578
1066,4,서울특별시,초등(8-13),남자,25721,3670,7.008
1067,4,서울특별시,초등(8-13),여자,28947,3939,7.349
1068,4,서울특별시,청소년(14-19),남자,4456,1079,4.13
1069,4,서울특별시,청소년(14-19),여자,6706,1748,3.836
1070,4,서울특별시,20대,남자,4400,1372,3.207
1071,4,서울특별시,20대,여자,13146,4233,3.106
1072,4,서울특별시,30대,남자,14610,2455,5.951
1073,4,서울특별시,30대,여자,43987,8074,5.448
1074,4,서울특별시,40대,남자,41212,6465,6.375
1075,4,서울특별시,40대,여자,83575,15289,5.466
1076,4,서울특별시,50대,남자,10405,2130,4.885
1077,4,서울특별시,50대,여자,13607,3220,4.226
1078,4,서울특별시,60대이상,남자,7329,1436,5.104
1079,4,서울특별시,60대이상,여자,6944,1278,5.433
1080,4,세종특별자치시,영유아(0-5),남자,14,1,14.0
1081,4,세종특별자치시,영유아(0-5),여자,0,0,
1082,4,세종특별자치시,유아(6-7),남자,0,0,
1083,4,세종특별자치시,유아(6-7),여자,0,0,
1084,4,세종특별자치시,초등(8-13),남자,52,3,17.333
1085,4,세종특별자치시,초등(8-13),여자,15,3,5.0
1086,4,세종특별자치시,청소년(14-19),남자,6,2,3.0
1087,4,세종특별자치시,청소년(14-19),여자,27,8,3.375
1088,4,세종특별자치시,20대,남자,10,5,2.0
1089,4,세종특별자치시,20대,여자,61,14,4.357
1090,4,세종특별자치시,30대,남자,5,2,2.5
1091,4,세종특별자치시,30대,여자,102,14,7.286
1092,4,세종특별자치시,40대,남자,84,12,7.0
1093,4,세종특별자치시,40대,여자,249,37,6.73
1094,4,세종특별자치시,50대,남자,5,2,2.5
1095,4,세종특별자치시,50대,여자,27,6,4.5
1096,4,세종특별자치시,60대이상,남자,12,3,4.0
1097,4,세종특별자치시,60대이상,여자,3,1,3.0
1098,4,울산광역시,영유아(0-5),남자,706,84,8.405
1099,4,울산광역시,영유아(0-5),여자,1225,148,8.277
1100,4,울산광역시,유아(6-7),남자,1062,121,8.777
1101,4,울산광역시,유아(6-7),여자,2000,230,8.696
1102,4,울산광역시,초등(8-13),남자,5652,656,8.616
1103,4,울산광역시,초등(8-13),여자,7885,1004,7.854
1104,4,울산광역시,청소년(14-19),남자,1065,238,4.475
1105,4,울산광역시,청소년(14-19),여자,1656,390,4.246
1106,4,울산광역시,20대,남자,537,146,3.678
1107,4,울산광역시,20대,여자,1368,388,3.526
1108,4,울산광역시,30대,남자,2528,394,6.416
1109,4,울산광역시,30대,여자,9379,1413,6.638
1110,4,울산광역시,40대,남자,6146,877,7.008
1111,4,울산광역시,40대,여자,14507,2270,6.391
1112,4,울산광역시,50대,남자,1117,213,5.244
1113,4,울산광역시,50대,여자,1782,359,4.964
1114,4,울산광역시,60대이상,남자,753,124,6.073
1115,4,울산광역시,60대이상,여자,1282,163,7.865
1116,4,인천광역시,영유아(0-5),남자,512,34,15.059
1117,4,인천광역시,영유아(0-5),여자,290,34,8.529
1118,4,인천광역시,유아(6-7),남자,426,52,8.192
1119,4,인천광역시,유아(6-7),여자,507,52,9.75
1120,4,인천광역시,초등(8-13),남자,2178,289,7.536
1121,4,인천광역시,초등(8-13),여자,2346,343,6.84
1122,4,인천광역시,청소년(14-19),남자,382,139,2.748
1123,4,인천광역시,청소년(14-19),여자,819,262,3.126
1124,4,인천광역시,20대,남자,509,228,2.232
1125,4,인천광역시,20대,여자,1688,618,2.731
1126,4,인천광역시,30대,남자,1002,268,3.739
1127,4,인천광역시,30대,여자,5243,1078,4.864
1128,4,인천광역시,40대,남자,3352,610,5.495
1129,4,인천광역시,40대,여자,7413,1473,5.033
1130,4,인천광역시,50대,남자,748,214,3.495
1131,4,인천광역시,50대,여자,1399,368,3.802
1132,4,인천광역시,60대이상,남자,578,122,4.738
1133,4,인천광역시,60대이상,여자,557,112,4.973
1134,4,전라남도,영유아(0-5),남자,287,21,13.667
1135,4,전라남도,영유아(0-5),여자,184,20,9.2
1136,4,전라남도,유아(6-7),남자,672,65,10.338
1137,4,전라남도,유아(6-7),여자,315,44,7.159
1138,4,전라남도,초등(8-13),남자,2763,328,8.424
1139,4,전라남도,초등(8-13),여자,2556,352,7.261
1140,4,전라남도,청소년(14-19),남자,379,131,2.893
1141,4,전라남도,청소년(14-19),여자,1064,311,3.421
1142,4,전라남도,20대,남자,540,173,3.121
1143,4,전라남도,20대,여자,1421,419,3.391
1144,4,전라남도,30대,남자,1592,265,6.008
1145,4,전라남도,30대,여자,6085,988,6.159
1146,4,전라남도,40대,남자,3497,525,6.661
1147,4,전라남도,40대,여자,7741,1392,5.561
1148,4,전라남도,50대,남자,1337,229,5.838
1149,4,전라남도,50대,여자,1721,360,4.781
1150,4,전라남도,60대이상,남자,1051,164,6.409
1151,4,전라남도,60대이상,여자,469,85,5.518
1152,4,전라북도,영유아(0-5),남자,586,37,15.838
1153,4,전라북도,영유아(0-5),여자,564,52,10.846
1154,4,전라북도,유아(6-7),남자,727,60,12.117
1155,4,전라북도,유아(6-7),여자,559,46,12.152
1156,4,전라북도,초등(8-13),남자,2136,243,8.79
1157,4,전라북도,초등(8-13),여자,2552,275,9.28
1158,4,전라북도,청소년(14-19),남자,543,135,4.022
1159,4,전라북도,청소년(14-19),여자,984,265,3.713
1160,4,전라북도,20대,남자,766,144,5.319
1161,4,전라북도,20대,여자,1422,422,3.37
1162,4,전라북도,30대,남자,1281,213,6.014
1163,4,전라북도,30대,여자,5649,800,7.061
1164,4,전라북도,40대,남자,3319,436,7.612
1165,4,전라북도,40대,여자,6966,1019,6.836
1166,4,전라북도,50대,남자,668,144,4.639
1167,4,전라북도,50대,여자,884,222,3.982
1168,4,전라북도,60대이상,남자,655,110,5.955
1169,4,전라북도,60대이상,여자,474,71,6.676
1170,4,제주특별자치도,영유아(0-5),남자,825,56,14.732
1171,4,제주특별자치도,영유아(0-5),여자,317,35,9.057
1172,4,제주특별자치도,유아(6-7),남자,1071,83,12.904
1173,4,제주특별자치도,유아(6-7),여자,1120,90,12.444
1174,4,제주특별자치도,초등(8-13),남자,3228,412,7.835
1175,4,제주특별자치도,초등(8-13),여자,3793,424,8.946
1176,4,제주특별자치도,청소년(14-19),남자,720,172,4.186
1177,4,제주특별자치도,청소년(14-19),여자,1233,295,4.18
1178,4,제주특별자치도,20대,남자,359,119,3.017
1179,4,제주특별자치도,20대,여자,1368,387,3.535
1180,4,제주특별자치도,30대,남자,2293,333,6.886
1181,4,제주특별자치도,30대,여자,8097,1219,6.642
1182,4,제주특별자치도,40대,남자,4773,681,7.009
1183,4,제주특별자치도,40대,여자,12534,1872,6.696
1184,4,제주특별자치도,50대,남자,1377,244,5.643
1185,4,제주특별자치도,50대,여자,1589,353,4.501
1186,4,제주특별자치도,60대이상,남자,744,113,6.584
1187,4,제주특별자치도,60대이상,여자,752,101,7.446
1188,4,충청남도,영유아(0-5),남자,557,66,8.439
1189,4,충청남도,영유아(0-5),여자,546,68,8.029
1190,4,충청남도,유아(6-7),남자,921,121,7.612
1191,4,충청남도,유아(6-7),여자,1021,113,9.035
1192,4,충청남도,초등(8-13),남자,3236,405,7.99
1193,4,충청남도,초등(8-13),여자,3356,448,7.491
1194,4,충청남도,청소년(14-19),남자,617,132,4.674
1195,4,충청남도,청소년(14-19),여자,1151,314,3.666
1196,4,충청남도,20대,남자,559,136,4.11
1197,4,충청남도,20대,여자,1303,367,3.55
1198,4,충청남도,30대,남자,1648,272,6.059
1199,4,충청남도,30대,여자,6030,1024,5.889
1200,4,충청남도,40대,남자,4356,657,6.63
1201,4,충청남도,40대,여자,7448,1346,5.533
1202,4,충청남도,50대,남자,935,192,4.87
1203,4,충청남도,50대,여자,1088,251,4.335
1204,4,충청남도,60대이상,남자,434,81,5.358
1205,4,충청남도,60대이상,여자,376,63,5.968
1206,4,충청북도,영유아(0-5),남자,1021,88,11.602
1207,4,충청북도,영유아(0-5),여자,1103,85,12.976
1208,4,충청북도,유아(6-7),남자,1909,138,13.833
1209,4,충청북도,유아(6-7),여자,1599,128,12.492
1210,4,충청북도,초등(8-13),남자,5323,546,9.749
1211,4,충청북도,초등(8-13),여자,4957,534,9.283
1212,4,충청북도,청소년(14-19),남자,1222,205,5.961
1213,4,충청북도,청소년(14-19),여자,1935,436,4.438
1214,4,충청북도,20대,남자,1027,177,5.802
1215,4,충청북도,20대,여자,2641,565,4.674
1216,4,충청북도,30대,남자,3497,418,8.366
1217,4,충청북도,30대,여자,15013,1459,10.29
1218,4,충청북도,40대,남자,6484,744,8.715
1219,4,충청북도,40대,여자,13614,1777,7.661
1220,4,충청북도,50대,남자,1725,272,6.342
1221,4,충청북도,50대,여자,2700,408,6.618
1222,4,충청북도,60대이상,남자,1305,185,7.054
1223,4,충청북도,60대이상,여자,844,131,6.443
1224,5,강원도,영유아(0-5),남자,1110,112,9.911
1225,5,강원도,영유아(0-5),여자,1051,105,10.01
1226,5,강원도,유아(6-7),남자,1543,153,10.085
1227,5,강원도,유아(6-7),여자,1567,177,8.853
1228,5,강원도,초등(8-13),남자,7943,869,9.14
1229,5,강원도,초등(8-13),여자,9688,1059,9.148
1230,5,강원도,청소년(14-19),남자,2491,535,4.656
1231,5,강원도,청소년(14-19),여자,3686,903,4.082
1232,5,강원도,20대,남자,1869,450,4.153
1233,5,강원도,20대,여자,3751,876,4.282
1234,5,강원도,30대,남자,5001,708,7.064
1235,5,강원도,30대,여자,12785,1653,7.734
1236,5,강원도,40대,남자,11215,1464,7.661
1237,5,강원도,40대,여자,16936,2472,6.851
1238,5,강원도,50대,남자,4681,746,6.275
1239,5,강원도,50대,여자,5169,906,5.705
1240,5,강원도,60대이상,남자,4287,614,6.982
1241,5,강원도,60대이상,여자,2278,318,7.164
1242,5,경기도,영유아(0-5),남자,22109,1866,11.848
1243,5,경기도,영유아(0-5),여자,22851,1854,12.325
1244,5,경기도,유아(6-7),남자,40266,3165,12.722
1245,5,경기도,유아(6-7),여자,40493,3123,12.966
1246,5,경기도,초등(8-13),남자,150941,14031,10.758
1247,5,경기도,초등(8-13),여자,159337,14851,10.729
1248,5,경기도,청소년(14-19),남자,27109,5851,4.633
1249,5,경기도,청소년(14-19),여자,43101,9956,4.329
1250,5,경기도,20대,남자,26482,7180,3.688
1251,5,경기도,20대,여자,57460,15551,3.695
1252,5,경기도,30대,남자,66685,9631,6.924
1253,5,경기도,30대,여자,239147,27812,8.599
1254,5,경기도,40대,남자,214380,25399,8.44
1255,5,경기도,40대,여자,424800,49246,8.626
1256,5,경기도,50대,남자,57157,10395,5.499
1257,5,경기도,50대,여자,71177,13172,5.404
1258,5,경기도,60대이상,남자,43639,7355,5.933
1259,5,경기도,60대이상,여자,30311,4831,6.274
1260,5,경상남도,영유아(0-5),남자,4652,532,8.744
1261,5,경상남도,영유아(0-5),여자,4197,458,9.164
1262,5,경상남도,유아(6-7),남자,6343,680,9.328
1263,5,경상남도,유아(6-7),여자,6778,689,9.837
1264,5,경상남도,초등(8-13),남자,25273,2826,8.943
1265,5,경상남도,초등(8-13),여자,23708,2776,8.54
1266,5,경상남도,청소년(14-19),남자,4194,979,4.284
1267,5,경상남도,청소년(14-19),여자,6211,1514,4.102
1268,5,경상남도,20대,남자,3226,842,3.831
1269,5,경상남도,20대,여자,6055,1575,3.844
1270,5,경상남도,30대,남자,8791,1332,6.6
1271,5,경상남도,30대,여자,31171,4086,7.629
1272,5,경상남도,40대,남자,23181,3123,7.423
1273,5,경상남도,40대,여자,41623,5931,7.018
1274,5,경상남도,50대,남자,6046,1171,5.163
1275,5,경상남도,50대,여자,6958,1411,4.931
1276,5,경상남도,60대이상,남자,5359,924,5.8
1277,5,경상남도,60대이상,여자,3649,603,6.051
1278,5,경상북도,영유아(0-5),남자,1634,193,8.466
1279,5,경상북도,영유아(0-5),여자,1672,177,9.446
1280,5,경상북도,유아(6-7),남자,2410,282,8.546
1281,5,경상북도,유아(6-7),여자,2107,249,8.462
1282,5,경상북도,초등(8-13),남자,9575,1162,8.24
1283,5,경상북도,초등(8-13),여자,9173,1178,7.787
1284,5,경상북도,청소년(14-19),남자,1946,493,3.947
1285,5,경상북도,청소년(14-19),여자,4116,993,4.145
1286,5,경상북도,20대,남자,1940,492,3.943
1287,5,경상북도,20대,여자,3483,919,3.79
1288,5,경상북도,30대,남자,4667,738,6.324
1289,5,경상북도,30대,여자,13719,1989,6.897
1290,5,경상북도,40대,남자,11101,1600,6.938
1291,5,경상북도,40대,여자,17725,2835,6.252
1292,5,경상북도,50대,남자,2928,596,4.913
1293,5,경상북도,50대,여자,3942,827,4.767
1294,5,경상북도,60대이상,남자,3015,522,5.776
1295,5,경상북도,60대이상,여자,1704,308,5.532
1296,5,광주광역시,영유아(0-5),남자,967,111,8.712
1297,5,광주광역시,영유아(0-5),여자,713,85,8.388
1298,5,광주광역시,유아(6-7),남자,1554,173,8.983
1299,5,광주광역시,유아(6-7),여자,1429,121,11.81
1300,5,광주광역시,초등(8-13),남자,5304,612,8.667
1301,5,광주광역시,초등(8-13),여자,5856,620,9.445
1302,5,광주광역시,청소년(14-19),남자,884,196,4.51
1303,5,광주광역시,청소년(14-19),여자,1610,414,3.889
1304,5,광주광역시,20대,남자,1348,276,4.884
1305,5,광주광역시,20대,여자,2269,559,4.059
1306,5,광주광역시,30대,남자,2582,386,6.689
1307,5,광주광역시,30대,여자,8436,1159,7.279
1308,5,광주광역시,40대,남자,7842,977,8.027
1309,5,광주광역시,40대,여자,12330,1742,7.078
1310,5,광주광역시,50대,남자,1805,292,6.182
1311,5,광주광역시,50대,여자,1989,396,5.023
1312,5,광주광역시,60대이상,남자,1631,274,5.953
1313,5,광주광역시,60대이상,여자,1306,193,6.767
1314,5,대구광역시,영유아(0-5),남자,1165,102,11.422
1315,5,대구광역시,영유아(0-5),여자,1228,117,10.496
1316,5,대구광역시,유아(6-7),남자,2221,202,10.995
1317,5,대구광역시,유아(6-7),여자,2387,193,12.368
1318,5,대구광역시,초등(8-13),남자,9184,911,10.081
1319,5,대구광역시,초등(8-13),여자,11193,1051,10.65
1320,5,대구광역시,청소년(14-19),남자,1301,304,4.28
1321,5,대구광역시,청소년(14-19),여자,2238,580,3.859
1322,5,대구광역시,20대,남자,1097,330,3.324
1323,5,대구광역시,20대,여자,2875,860,3.343
1324,5,대구광역시,30대,남자,3301,482,6.849
1325,5,대구광역시,30대,여자,14758,1906,7.743
1326,5,대구광역시,40대,남자,9910,1227,8.077
1327,5,대구광역시,40대,여자,21245,2906,7.311
1328,5,대구광역시,50대,남자,1915,400,4.788
1329,5,대구광역시,50대,여자,2911,645,4.513
1330,5,대구광역시,60대이상,남자,1495,337,4.436
1331,5,대구광역시,60대이상,여자,1573,245,6.42
1332,5,대전광역시,영유아(0-5),남자,2543,232,10.961
1333,5,대전광역시,영유아(0-5),여자,2529,223,11.341
1334,5,대전광역시,유아(6-7),남자,4739,396,11.967
1335,5,대전광역시,유아(6-7),여자,4364,385,11.335
1336,5,대전광역시,초등(8-13),남자,21214,1999,10.612
1337,5,대전광역시,초등(8-13),여자,22115,1997,11.074
1338,5,대전광역시,청소년(14-19),남자,4169,753,5.537
1339,5,대전광역시,청소년(14-19),여자,6816,1294,5.267
1340,5,대전광역시,20대,남자,2684,592,4.534
1341,5,대전광역시,20대,여자,5541,1166,4.752
1342,5,대전광역시,30대,남자,7190,872,8.245
1343,5,대전광역시,30대,여자,20431,2367,8.632
1344,5,대전광역시,40대,남자,24048,2554,9.416
1345,5,대전광역시,40대,여자,37869,4499,8.417
1346,5,대전광역시,50대,남자,7020,1060,6.623
1347,5,대전광역시,50대,여자,7255,1230,5.898
1348,5,대전광역시,60대이상,남자,5664,790,7.17
1349,5,대전광역시,60대이상,여자,4869,571,8.527
1350,5,부산광역시,영유아(0-5),남자,5756,464,12.405
1351,5,부산광역시,영유아(0-5),여자,4160,408,10.196
1352,5,부산광역시,유아(6-7),남자,6916,672,10.292
1353,5,부산광역시,유아(6-7),여자,7104,672,10.571
1354,5,부산광역시,초등(8-13),남자,30444,3176,9.586
1355,5,부산광역시,초등(8-13),여자,31914,3256,9.802
1356,5,부산광역시,청소년(14-19),남자,4453,967,4.605
1357,5,부산광역시,청소년(14-19),여자,7021,1732,4.054
1358,5,부산광역시,20대,남자,5995,1333,4.497
1359,5,부산광역시,20대,여자,10291,2741,3.754
1360,5,부산광역시,30대,남자,12411,1952,6.358
1361,5,부산광역시,30대,여자,36749,5374,6.838
1362,5,부산광역시,40대,남자,41926,5492,7.634
1363,5,부산광역시,40대,여자,62111,8773,7.08
1364,5,부산광역시,50대,남자,12283,2235,5.496
1365,5,부산광역시,50대,여자,13137,2527,5.199
1366,5,부산광역시,60대이상,남자,12574,2135,5.889
1367,5,부산광역시,60대이상,여자,9637,1441,6.688
1368,5,서울특별시,영유아(0-5),남자,13619,1312,10.38
1369,5,서울특별시,영유아(0-5),여자,14081,1339,10.516
1370,5,서울특별시,유아(6-7),남자,25192,2346,10.738
1371,5,서울특별시,유아(6-7),여자,25916,2288,11.327
1372,5,서울특별시,초등(8-13),남자,101755,10752,9.464
1373,5,서울특별시,초등(8-13),여자,113943,11677,9.758
1374,5,서울특별시,청소년(14-19),남자,19251,3936,4.891
1375,5,서울특별시,청소년(14-19),여자,26128,5766,4.531
1376,5,서울특별시,20대,남자,18088,4979,3.633
1377,5,서울특별시,20대,여자,42923,11804,3.636
1378,5,서울특별시,30대,남자,48212,7673,6.283
1379,5,서울특별시,30대,여자,146527,21563,6.795
1380,5,서울특별시,40대,남자,159522,20366,7.833
1381,5,서울특별시,40대,여자,265077,37521,7.065
1382,5,서울특별시,50대,남자,48275,8249,5.852
1383,5,서울특별시,50대,여자,51149,9991,5.12
1384,5,서울특별시,60대이상,남자,37651,6215,6.058
1385,5,서울특별시,60대이상,여자,29564,4593,6.437
1386,5,세종특별자치시,영유아(0-5),남자,57,9,6.333
1387,5,세종특별자치시,영유아(0-5),여자,18,3,6.0
1388,5,세종특별자치시,유아(6-7),남자,182,23,7.913
1389,5,세종특별자치시,유아(6-7),여자,81,11,7.364
1390,5,세종특별자치시,초등(8-13),남자,687,112,6.134
1391,5,세종특별자치시,초등(8-13),여자,373,62,6.016
1392,5,세종특별자치시,청소년(14-19),남자,201,47,4.277
1393,5,세종특별자치시,청소년(14-19),여자,160,44,3.636
1394,5,세종특별자치시,20대,남자,135,34,3.971
1395,5,세종특별자치시,20대,여자,286,85,3.365
1396,5,세종특별자치시,30대,남자,316,75,4.213
1397,5,세종특별자치시,30대,여자,928,189,4.91
1398,5,세종특별자치시,40대,남자,918,190,4.832
1399,5,세종특별자치시,40대,여자,1745,337,5.178
1400,5,세종특별자치시,50대,남자,360,79,4.557
1401,5,세종특별자치시,50대,여자,379,81,4.679
1402,5,세종특별자치시,60대이상,남자,222,47,4.723
1403,5,세종특별자치시,60대이상,여자,119,24,4.958
1404,5,울산광역시,영유아(0-5),남자,2058,267,7.708
1405,5,울산광역시,영유아(0-5),여자,2763,352,7.849
1406,5,울산광역시,유아(6-7),남자,2377,280,8.489
1407,5,울산광역시,유아(6-7),여자,4103,450,9.118
1408,5,울산광역시,초등(8-13),남자,11868,1316,9.018
1409,5,울산광역시,초등(8-13),여자,16558,1960,8.448
1410,5,울산광역시,청소년(14-19),남자,2565,612,4.191
1411,5,울산광역시,청소년(14-19),여자,4078,981,4.157
1412,5,울산광역시,20대,남자,2200,493,4.462
1413,5,울산광역시,20대,여자,4226,1058,3.994
1414,5,울산광역시,30대,남자,6858,1029,6.665
1415,5,울산광역시,30대,여자,20104,2875,6.993
1416,5,울산광역시,40대,남자,14760,2002,7.373
1417,5,울산광역시,40대,여자,27678,4035,6.859
1418,5,울산광역시,50대,남자,4294,737,5.826
1419,5,울산광역시,50대,여자,5370,1031,5.209
1420,5,울산광역시,60대이상,남자,3027,448,6.757
1421,5,울산광역시,60대이상,여자,2607,385,6.771
1422,5,인천광역시,영유아(0-5),남자,1464,146,10.027
1423,5,인천광역시,영유아(0-5),여자,1407,161,8.739
1424,5,인천광역시,유아(6-7),남자,1785,223,8.004
1425,5,인천광역시,유아(6-7),여자,2451,245,10.004
1426,5,인천광역시,초등(8-13),남자,9829,1188,8.274
1427,5,인천광역시,초등(8-13),여자,10658,1264,8.432
1428,5,인천광역시,청소년(14-19),남자,2304,577,3.993
1429,5,인천광역시,청소년(14-19),여자,3961,986,4.017
1430,5,인천광역시,20대,남자,3392,935,3.628
1431,5,인천광역시,20대,여자,7535,1996,3.775
1432,5,인천광역시,30대,남자,5441,953,5.709
1433,5,인천광역시,30대,여자,15940,2633,6.054
1434,5,인천광역시,40대,남자,12910,2044,6.316
1435,5,인천광역시,40대,여자,23552,3749,6.282
1436,5,인천광역시,50대,남자,5431,997,5.447
1437,5,인천광역시,50대,여자,5946,1225,4.854
1438,5,인천광역시,60대이상,남자,5078,742,6.844
1439,5,인천광역시,60대이상,여자,2891,494,5.852
1440,5,전라남도,영유아(0-5),남자,1222,73,16.74
1441,5,전라남도,영유아(0-5),여자,788,64,12.313
1442,5,전라남도,유아(6-7),남자,2079,158,13.158
1443,5,전라남도,유아(6-7),여자,1657,126,13.151
1444,5,전라남도,초등(8-13),남자,10207,860,11.869
1445,5,전라남도,초등(8-13),여자,10997,992,11.086
1446,5,전라남도,청소년(14-19),남자,2285,504,4.534
1447,5,전라남도,청소년(14-19),여자,3639,872,4.173
1448,5,전라남도,20대,남자,2360,549,4.299
1449,5,전라남도,20대,여자,4538,1073,4.229
1450,5,전라남도,30대,남자,6342,796,7.967
1451,5,전라남도,30대,여자,19989,2124,9.411
1452,5,전라남도,40대,남자,12944,1516,8.538
1453,5,전라남도,40대,여자,24503,2894,8.467
1454,5,전라남도,50대,남자,4586,725,6.326
1455,5,전라남도,50대,여자,5441,909,5.986
1456,5,전라남도,60대이상,남자,4326,605,7.15
1457,5,전라남도,60대이상,여자,2088,310,6.735
1458,5,전라북도,영유아(0-5),남자,1331,108,12.324
1459,5,전라북도,영유아(0-5),여자,1289,119,10.832
1460,5,전라북도,유아(6-7),남자,2083,160,13.019
1461,5,전라북도,유아(6-7),여자,1645,139,11.835
1462,5,전라북도,초등(8-13),남자,6533,650,10.051
1463,5,전라북도,초등(8-13),여자,7766,728,10.668
1464,5,전라북도,청소년(14-19),남자,1721,405,4.249
1465,5,전라북도,청소년(14-19),여자,2149,546,3.936
1466,5,전라북도,20대,남자,2468,410,6.02
