,월,지역,연령,성별,회원수,대출건수,독서량
2869,10,대전광역시,청소년(14-19),여자,3722,746,4.989
2870,10,대전광역시,20대,남자,1873,450,4.162
2871,10,대전광역시,20대,여자,4020,889,4.522
2872,10,대전광역시,30대,남자,6473,764,8.473
2873,10,대전광역시,30대,여자,19089,2230,8.56
2874,10,대전광역시,40대,남자,19593,2139,9.16
2875,10,대전광역시,40대,여자,30258,3740,8.09
2876,10,대전광역시,50대,남자,4535,740,6.128
2877,10,대전광역시,50대,여자,5029,889,5.657
2878,10,대전광역시,60대이상,남자,3975,556,7.149
2879,10,대전광역시,60대이상,여자,3756,451,8.328
2880,10,부산광역시,영유아(0-5),남자,9678,743,13.026
2881,10,부산광역시,영유아(0-5),여자,7464,654,11.413
2882,10,부산광역시,유아(6-7),남자,12070,1065,11.333
2883,10,부산광역시,유아(6-7),여자,12326,1127,10.937
2884,10,부산광역시,초등(8-13),남자,39558,3955,10.002
2885,10,부산광역시,초등(8-13),여자,40632,4210,9.651
2886,10,부산광역시,청소년(14-19),남자,5068,1048,4.836
2887,10,부산광역시,청소년(14-19),여자,7856,1817,4.324
2888,10,부산광역시,20대,남자,9164,1505,6.089
2889,10,부산광역시,20대,여자,12316,3138,3.925
2890,10,부산광역시,30대,남자,18601,2597,7.162
2891,10,부산광역시,30대,여자,53719,7304,7.355
2892,10,부산광역시,40대,남자,55277,6698,8.253
2893,10,부산광역시,40대,여자,80531,10734,7.502
2894,10,부산광역시,50대,남자,15202,2444,6.22
2895,10,부산광역시,50대,여자,16289,2940,5.54
2896,10,부산광역시,60대이상,남자,15758,2305,6.836
2897,10,부산광역시,60대이상,여자,12874,1726,7.459
2898,10,서울특별시,영유아(0-5),남자,25022,2398,10.435
2899,10,서울특별시,영유아(0-5),여자,24412,2328,10.486
2900,10,서울특별시,유아(6-7),남자,40683,3828,10.628
2901,10,서울특별시,유아(6-7),여자,40930,3752,10.909
2902,10,서울특별시,초등(8-13),남자,128730,14175,9.081
2903,10,서울특별시,초등(8-13),여자,143849,15171,9.482
2904,10,서울특별시,청소년(14-19),남자,19370,3755,5.158
2905,10,서울특별시,청소년(14-19),여자,26456,5612,4.714
2906,10,서울특별시,20대,남자,19927,5391,3.696
2907,10,서울특별시,20대,여자,49698,13522,3.675
2908,10,서울특별시,30대,남자,65523,9890,6.625
2909,10,서울특별시,30대,여자,210600,29443,7.153
2910,10,서울특별시,40대,남자,206199,25817,7.987
2911,10,서울특별시,40대,여자,338058,46828,7.219
2912,10,서울특별시,50대,남자,55056,9104,6.047
2913,10,서울특별시,50대,여자,57996,11386,5.094
2914,10,서울특별시,60대이상,남자,43565,7035,6.193
2915,10,서울특별시,60대이상,여자,35176,5484,6.414
2916,10,세종특별자치시,영유아(0-5),남자,236,33,7.152
2917,10,세종특별자치시,영유아(0-5),여자,153,17,9.0
2918,10,세종특별자치시,유아(6-7),남자,296,44,6.727
2919,10,세종특별자치시,유아(6-7),여자,300,33,9.091
2920,10,세종특별자치시,초등(8-13),남자,2251,294,7.656
2921,10,세종특별자치시,초등(8-13),여자,1605,186,8.629
2922,10,세종특별자치시,청소년(14-19),남자,616,111,5.55
2923,10,세종특별자치시,청소년(14-19),여자,488,102,4.784
2924,10,세종특별자치시,20대,남자,386,99,3.899
2925,10,세종특별자치시,20대,여자,673,152,4.428
2926,10,세종특별자치시,30대,남자,1210,213,5.681
2927,10,세종특별자치시,30대,여자,2903,437,6.643
2928,10,세종특별자치시,40대,남자,3135,498,6.295
2929,10,세종특별자치시,40대,여자,4473,681,6.568
2930,10,세종특별자치시,50대,남자,1182,203,5.823
2931,10,세종특별자치시,50대,여자,928,177,5.243
2932,10,세종특별자치시,60대이상,남자,635,98,6.48
2933,10,세종특별자치시,60대이상,여자,540,75,7.2
2934,10,울산광역시,영유아(0-5),남자,2769,338,8.192
2935,10,울산광역시,영유아(0-5),여자,3211,435,7.382
2936,10,울산광역시,유아(6-7),남자,2946,357,8.252
2937,10,울산광역시,유아(6-7),여자,4980,585,8.513
2938,10,울산광역시,초등(8-13),남자,10714,1359,7.884
2939,10,울산광역시,초등(8-13),여자,14675,1989,7.378
2940,10,울산광역시,청소년(14-19),남자,1548,360,4.3
2941,10,울산광역시,청소년(14-19),여자,2948,733,4.022
2942,10,울산광역시,20대,남자,1696,429,3.953
2943,10,울산광역시,20대,여자,3747,937,3.999
2944,10,울산광역시,30대,남자,6839,1044,6.551
2945,10,울산광역시,30대,여자,21709,3219,6.744
2946,10,울산광역시,40대,남자,13093,1902,6.884
2947,10,울산광역시,40대,여자,24649,3882,6.35
2948,10,울산광역시,50대,남자,3416,622,5.492
2949,10,울산광역시,50대,여자,4286,879,4.876
2950,10,울산광역시,60대이상,남자,2785,423,6.584
2951,10,울산광역시,60대이상,여자,2503,362,6.914
2952,10,인천광역시,영유아(0-5),남자,3777,408,9.257
2953,10,인천광역시,영유아(0-5),여자,4641,419,11.076
2954,10,인천광역시,유아(6-7),남자,6060,578,10.484
2955,10,인천광역시,유아(6-7),여자,6772,652,10.387
2956,10,인천광역시,초등(8-13),남자,20627,2400,8.595
2957,10,인천광역시,초등(8-13),여자,22816,2625,8.692
2958,10,인천광역시,청소년(14-19),남자,3564,856,4.164
2959,10,인천광역시,청소년(14-19),여자,5776,1461,3.953
2960,10,인천광역시,20대,남자,5130,1404,3.654
2961,10,인천광역시,20대,여자,11026,2933,3.759
2962,10,인천광역시,30대,남자,10428,1807,5.771
2963,10,인천광역시,30대,여자,36394,5169,7.041
2964,10,인천광역시,40대,남자,27606,3940,7.007
2965,10,인천광역시,40대,여자,48126,6983,6.892
2966,10,인천광역시,50대,남자,8785,1592,5.518
2967,10,인천광역시,50대,여자,9287,1889,4.916
2968,10,인천광역시,60대이상,남자,7472,1127,6.63
2969,10,인천광역시,60대이상,여자,4924,807,6.102
2970,10,전라남도,영유아(0-5),남자,2106,186,11.323
2971,10,전라남도,영유아(0-5),여자,1651,146,11.308
2972,10,전라남도,유아(6-7),남자,3493,281,12.431
2973,10,전라남도,유아(6-7),여자,3200,264,12.121
2974,10,전라남도,초등(8-13),남자,13260,1236,10.728
2975,10,전라남도,초등(8-13),여자,13931,1367,10.191
2976,10,전라남도,청소년(14-19),남자,2035,423,4.811
2977,10,전라남도,청소년(14-19),여자,3490,844,4.135
2978,10,전라남도,20대,남자,2607,641,4.067
2979,10,전라남도,20대,여자,5173,1193,4.336
2980,10,전라남도,30대,남자,8973,1099,8.165
2981,10,전라남도,30대,여자,29480,3099,9.513
2982,10,전라남도,40대,남자,17204,1952,8.814
2983,10,전라남도,40대,여자,31830,3644,8.735
2984,10,전라남도,50대,남자,5855,898,6.52
2985,10,전라남도,50대,여자,7138,1090,6.549
2986,10,전라남도,60대이상,남자,5615,717,7.831
2987,10,전라남도,60대이상,여자,2717,386,7.039
2988,10,전라북도,영유아(0-5),남자,1938,154,12.584
2989,10,전라북도,영유아(0-5),여자,1537,153,10.046
2990,10,전라북도,유아(6-7),남자,2547,207,12.304
2991,10,전라북도,유아(6-7),여자,2398,197,12.173
2992,10,전라북도,초등(8-13),남자,6611,665,9.941
2993,10,전라북도,초등(8-13),여자,7341,748,9.814
2994,10,전라북도,청소년(14-19),남자,1346,308,4.37
2995,10,전라북도,청소년(14-19),여자,1596,399,4.0
2996,10,전라북도,20대,남자,1241,365,3.4
2997,10,전라북도,20대,여자,2519,662,3.805
2998,10,전라북도,30대,남자,4178,551,7.583
2999,10,전라북도,30대,여자,11722,1394,8.409
3000,10,전라북도,40대,남자,8349,1025,8.145
3001,10,전라북도,40대,여자,12738,1669,7.632
3002,10,전라북도,50대,남자,2005,378,5.304
3003,10,전라북도,50대,여자,2017,427,4.724
3004,10,전라북도,60대이상,남자,2283,377,6.056
3005,10,전라북도,60대이상,여자,1334,249,5.357
3006,10,제주특별자치도,영유아(0-5),남자,1519,164,9.262
3007,10,제주특별자치도,영유아(0-5),여자,1379,157,8.783
3008,10,제주특별자치도,유아(6-7),남자,2389,247,9.672
3009,10,제주특별자치도,유아(6-7),여자,2394,243,9.852
3010,10,제주특별자치도,초등(8-13),남자,7128,927,7.689
3011,10,제주특별자치도,초등(8-13),여자,7025,947,7.418
3012,10,제주특별자치도,청소년(14-19),남자,1043,239,4.364
3013,10,제주특별자치도,청소년(14-19),여자,1741,431,4.039
3014,10,제주특별자치도,20대,남자,881,243,3.626
3015,10,제주특별자치도,20대,여자,2366,616,3.841
3016,10,제주특별자치도,30대,남자,4315,663,6.508
3017,10,제주특별자치도,30대,여자,12698,1804,7.039
3018,10,제주특별자치도,40대,남자,9714,1436,6.765
3019,10,제주특별자치도,40대,여자,17009,2599,6.544
3020,10,제주특별자치도,50대,남자,3044,541,5.627
3021,10,제주특별자치도,50대,여자,3273,631,5.187
3022,10,제주특별자치도,60대이상,남자,2359,387,6.096
3023,10,제주특별자치도,60대이상,여자,1836,273,6.725
3024,10,충청남도,영유아(0-5),남자,5149,392,13.135
3025,10,충청남도,영유아(0-5),여자,4940,377,13.103
3026,10,충청남도,유아(6-7),남자,6536,534,12.24
3027,10,충청남도,유아(6-7),여자,6603,488,13.531
3028,10,충청남도,초등(8-13),남자,19926,1735,11.485
3029,10,충청남도,초등(8-13),여자,22980,1948,11.797
3030,10,충청남도,청소년(14-19),남자,3894,693,5.619
3031,10,충청남도,청소년(14-19),여자,6105,1358,4.496
3032,10,충청남도,20대,남자,4769,755,6.317
3033,10,충청남도,20대,여자,7178,1543,4.652
3034,10,충청남도,30대,남자,12581,1364,9.224
3035,10,충청남도,30대,여자,43681,4145,10.538
3036,10,충청남도,40대,남자,29325,2842,10.318
3037,10,충청남도,40대,여자,49081,5117,9.592
3038,10,충청남도,50대,남자,8048,988,8.146
3039,10,충청남도,50대,여자,9132,1231,7.418
3040,10,충청남도,60대이상,남자,5983,720,8.31
3041,10,충청남도,60대이상,여자,3211,435,7.382
3042,10,충청북도,영유아(0-5),남자,2868,280,10.243
3043,10,충청북도,영유아(0-5),여자,3036,275,11.04
3044,10,충청북도,유아(6-7),남자,3939,395,9.972
3045,10,충청북도,유아(6-7),여자,4042,390,10.364
3046,10,충청북도,초등(8-13),남자,13224,1400,9.446
3047,10,충청북도,초등(8-13),여자,12628,1420,8.893
3048,10,충청북도,청소년(14-19),남자,2315,493,4.696
3049,10,충청북도,청소년(14-19),여자,3392,724,4.685
3050,10,충청북도,20대,남자,2925,596,4.908
3051,10,충청북도,20대,여자,5518,1226,4.501
3052,10,충청북도,30대,남자,8762,1053,8.321
3053,10,충청북도,30대,여자,23627,2978,7.934
3054,10,충청북도,40대,남자,15671,1960,7.995
3055,10,충청북도,40대,여자,24528,3279,7.48
3056,10,충청북도,50대,남자,4813,721,6.675
3057,10,충청북도,50대,여자,5591,906,6.171
3058,10,충청북도,60대이상,남자,4436,606,7.32
3059,10,충청북도,60대이상,여자,3281,443,7.406
3060,11,강원도,영유아(0-5),남자,2525,299,8.445
3061,11,강원도,영유아(0-5),여자,2534,279,9.082
3062,11,강원도,유아(6-7),남자,3201,339,9.442
3063,11,강원도,유아(6-7),여자,2701,328,8.235
3064,11,강원도,초등(8-13),남자,9914,1201,8.255
3065,11,강원도,초등(8-13),여자,11348,1460,7.773
3066,11,강원도,청소년(14-19),남자,2495,524,4.761
3067,11,강원도,청소년(14-19),여자,3687,894,4.124
3068,11,강원도,20대,남자,2456,615,3.993
3069,11,강원도,20대,여자,4800,1154,4.159
3070,11,강원도,30대,남자,7479,1151,6.498
3071,11,강원도,30대,여자,20145,2884,6.985
3072,11,강원도,40대,남자,15998,2281,7.014
3073,11,강원도,40대,여자,24374,3632,6.711
3074,11,강원도,50대,남자,6299,1047,6.016
3075,11,강원도,50대,여자,6626,1190,5.568
3076,11,강원도,60대이상,남자,6227,872,7.141
3077,11,강원도,60대이상,여자,3163,507,6.239
3078,11,경기도,영유아(0-5),남자,55188,3947,13.982
3079,11,경기도,영유아(0-5),여자,56606,3849,14.707
3080,11,경기도,유아(6-7),남자,81835,5712,14.327
3081,11,경기도,유아(6-7),여자,84676,5671,14.931
3082,11,경기도,초등(8-13),남자,224298,19212,11.675
3083,11,경기도,초등(8-13),여자,237183,20545,11.545
3084,11,경기도,청소년(14-19),남자,30864,6043,5.107
3085,11,경기도,청소년(14-19),여자,45430,9828,4.623
3086,11,경기도,20대,남자,34903,8867,3.936
3087,11,경기도,20대,여자,77328,18689,4.138
3088,11,경기도,30대,남자,119858,14499,8.267
3089,11,경기도,30대,여자,395668,41348,9.569
3090,11,경기도,40대,남자,325176,34192,9.51
3091,11,경기도,40대,여자,535260,59797,8.951
3092,11,경기도,50대,남자,76536,12157,6.296
3093,11,경기도,50대,여자,83929,14532,5.775
3094,11,경기도,60대이상,남자,57319,8419,6.808
3095,11,경기도,60대이상,여자,41503,5626,7.377
3096,11,경상남도,영유아(0-5),남자,7912,808,9.792
3097,11,경상남도,영유아(0-5),여자,6992,769,9.092
3098,11,경상남도,유아(6-7),남자,10098,1036,9.747
3099,11,경상남도,유아(6-7),여자,9571,985,9.717
3100,11,경상남도,초등(8-13),남자,28136,3274,8.594
3101,11,경상남도,초등(8-13),여자,27868,3352,8.314
3102,11,경상남도,청소년(14-19),남자,4011,938,4.276
3103,11,경상남도,청소년(14-19),여자,6221,1491,4.172
3104,11,경상남도,20대,남자,3675,953,3.856
3105,11,경상남도,20대,여자,6849,1744,3.927
3106,11,경상남도,30대,남자,12858,1887,6.814
3107,11,경상남도,30대,여자,45587,5874,7.761
3108,11,경상남도,40대,남자,29391,3884,7.567
3109,11,경상남도,40대,여자,49064,7102,6.908
3110,11,경상남도,50대,남자,7036,1270,5.54
3111,11,경상남도,50대,여자,7811,1548,5.046
3112,11,경상남도,60대이상,남자,6560,1016,6.457
3113,11,경상남도,60대이상,여자,4958,759,6.532
3114,11,경상북도,영유아(0-5),남자,4025,407,9.889
3115,11,경상북도,영유아(0-5),여자,4148,398,10.422
3116,11,경상북도,유아(6-7),남자,5660,577,9.809
3117,11,경상북도,유아(6-7),여자,5237,543,9.645
3118,11,경상북도,초등(8-13),남자,16739,1917,8.732
3119,11,경상북도,초등(8-13),여자,15239,1801,8.461
3120,11,경상북도,청소년(14-19),남자,2844,638,4.458
3121,11,경상북도,청소년(14-19),여자,4993,1216,4.106
3122,11,경상북도,20대,남자,3173,764,4.153
3123,11,경상북도,20대,여자,5500,1335,4.12
3124,11,경상북도,30대,남자,10339,1386,7.46
3125,11,경상북도,30대,여자,28845,3700,7.796
3126,11,경상북도,40대,남자,19928,2567,7.763
3127,11,경상북도,40대,여자,30241,4250,7.116
3128,11,경상북도,50대,남자,5017,863,5.813
3129,11,경상북도,50대,여자,6313,1171,5.391
3130,11,경상북도,60대이상,남자,5057,734,6.89
3131,11,경상북도,60대이상,여자,3768,506,7.447
3132,11,광주광역시,영유아(0-5),남자,3430,294,11.667
3133,11,광주광역시,영유아(0-5),여자,3419,255,13.408
3134,11,광주광역시,유아(6-7),남자,4695,402,11.679
3135,11,광주광역시,유아(6-7),여자,3781,316,11.965
3136,11,광주광역시,초등(8-13),남자,11312,1181,9.578
3137,11,광주광역시,초등(8-13),여자,12468,1303,9.569
3138,11,광주광역시,청소년(14-19),남자,1743,353,4.938
3139,11,광주광역시,청소년(14-19),여자,2385,570,4.184
3140,11,광주광역시,20대,남자,2131,469,4.544
3141,11,광주광역시,20대,여자,4100,1004,4.084
3142,11,광주광역시,30대,남자,6999,862,8.119
3143,11,광주광역시,30대,여자,19725,2380,8.288
3144,11,광주광역시,40대,남자,16669,1894,8.801
3145,11,광주광역시,40대,여자,23408,3076,7.61
3146,11,광주광역시,50대,남자,3562,581,6.131
3147,11,광주광역시,50대,여자,3681,694,5.304
3148,11,광주광역시,60대이상,남자,3699,577,6.411
3149,11,광주광역시,60대이상,여자,2866,387,7.406
3150,11,대구광역시,영유아(0-5),남자,8863,591,14.997
3151,11,대구광역시,영유아(0-5),여자,9456,632,14.962
3152,11,대구광역시,유아(6-7),남자,12758,864,14.766
3153,11,대구광역시,유아(6-7),여자,13713,888,15.443
3154,11,대구광역시,초등(8-13),남자,35798,2931,12.214
3155,11,대구광역시,초등(8-13),여자,41348,3483,11.871
3156,11,대구광역시,청소년(14-19),남자,3978,823,4.834
3157,11,대구광역시,청소년(14-19),여자,6982,1452,4.809
3158,11,대구광역시,20대,남자,4691,1176,3.989
3159,11,대구광역시,20대,여자,9865,2439,4.045
3160,11,대구광역시,30대,남자,20403,2058,9.914
3161,11,대구광역시,30대,여자,75210,6935,10.845
3162,11,대구광역시,40대,남자,49188,4489,10.957
3163,11,대구광역시,40대,여자,81378,8166,9.965
3164,11,대구광역시,50대,남자,9686,1423,6.807
3165,11,대구광역시,50대,여자,10465,1736,6.028
3166,11,대구광역시,60대이상,남자,9857,1484,6.642
3167,11,대구광역시,60대이상,여자,7966,1029,7.741
3168,11,대전광역시,영유아(0-5),남자,3800,340,11.176
3169,11,대전광역시,영유아(0-5),여자,3714,324,11.463
3170,11,대전광역시,유아(6-7),남자,5802,483,12.012
3171,11,대전광역시,유아(6-7),여자,5569,464,12.002
3172,11,대전광역시,초등(8-13),남자,20257,1956,10.356
3173,11,대전광역시,초등(8-13),여자,21790,2050,10.629
3174,11,대전광역시,청소년(14-19),남자,3335,599,5.568
3175,11,대전광역시,청소년(14-19),여자,4340,808,5.371
3176,11,대전광역시,20대,남자,2156,513,4.203
3177,11,대전광역시,20대,여자,4668,1021,4.572
3178,11,대전광역시,30대,남자,8581,957,8.967
3179,11,대전광역시,30대,여자,23924,2633,9.086
3180,11,대전광역시,40대,남자,23986,2519,9.522
3181,11,대전광역시,40대,여자,36725,4215,8.713
3182,11,대전광역시,50대,남자,5957,842,7.075
3183,11,대전광역시,50대,여자,5917,977,6.056
3184,11,대전광역시,60대이상,남자,4892,620,7.89
3185,11,대전광역시,60대이상,여자,4539,516,8.797
3186,11,부산광역시,영유아(0-5),남자,9898,811,12.205
3187,11,부산광역시,영유아(0-5),여자,8615,774,11.13
3188,11,부산광역시,유아(6-7),남자,13649,1221,11.179
3189,11,부산광역시,유아(6-7),여자,13278,1196,11.102
3190,11,부산광역시,초등(8-13),남자,42195,4315,9.779
3191,11,부산광역시,초등(8-13),여자,44420,4549,9.765
3192,11,부산광역시,청소년(14-19),남자,6165,1350,4.567
3193,11,부산광역시,청소년(14-19),여자,9465,2254,4.199
3194,11,부산광역시,20대,남자,8093,1979,4.089
3195,11,부산광역시,20대,여자,16665,4302,3.874
3196,11,부산광역시,30대,남자,22904,3279,6.985
3197,11,부산광역시,30대,여자,66370,8804,7.539
3198,11,부산광역시,40대,남자,64755,7740,8.366
3199,11,부산광역시,40대,여자,93432,12443,7.509
3200,11,부산광역시,50대,남자,18692,2933,6.373
3201,11,부산광역시,50대,여자,20622,3571,5.775
3202,11,부산광역시,60대이상,남자,19549,2640,7.405
3203,11,부산광역시,60대이상,여자,15220,2032,7.49
3204,11,서울특별시,영유아(0-5),남자,31699,2846,11.138
3205,11,서울특별시,영유아(0-5),여자,31892,2804,11.374
3206,11,서울특별시,유아(6-7),남자,52657,4458,11.812
3207,11,서울특별시,유아(6-7),여자,51988,4381,11.867
3208,11,서울특별시,초등(8-13),남자,149612,15394,9.719
3209,11,서울특별시,초등(8-13),여자,165617,16677,9.931
3210,11,서울특별시,청소년(14-19),남자,22003,4271,5.152
3211,11,서울특별시,청소년(14-19),여자,31063,6595,4.71
3212,11,서울특별시,20대,남자,24233,6310,3.84
3213,11,서울특별시,20대,여자,57481,14945,3.846
3214,11,서울특별시,30대,남자,84076,11461,7.336
3215,11,서울특별시,30대,여자,261043,33763,7.732
3216,11,서울특별시,40대,남자,248637,29135,8.534
3217,11,서울특별시,40대,여자,396142,51385,7.709
3218,11,서울특별시,50대,남자,64820,10085,6.427
3219,11,서울특별시,50대,여자,66640,12407,5.371
3220,11,서울특별시,60대이상,남자,52816,7698,6.861
3221,11,서울특별시,60대이상,여자,43197,6182,6.988
3222,11,세종특별자치시,영유아(0-5),남자,322,35,9.2
3223,11,세종특별자치시,영유아(0-5),여자,190,20,9.5
3224,11,세종특별자치시,유아(6-7),남자,559,64,8.734
3225,11,세종특별자치시,유아(6-7),여자,405,43,9.419
3226,11,세종특별자치시,초등(8-13),남자,3017,348,8.67
3227,11,세종특별자치시,초등(8-13),여자,2240,232,9.655
3228,11,세종특별자치시,청소년(14-19),남자,802,157,5.108
3229,11,세종특별자치시,청소년(14-19),여자,596,128,4.656
3230,11,세종특별자치시,20대,남자,423,99,4.273
3231,11,세종특별자치시,20대,여자,772,180,4.289
3232,11,세종특별자치시,30대,남자,1470,238,6.176
3233,11,세종특별자치시,30대,여자,4031,547,7.369
3234,11,세종특별자치시,40대,남자,4503,669,6.731
3235,11,세종특별자치시,40대,여자,6199,900,6.888
3236,11,세종특별자치시,50대,남자,1421,236,6.021
3237,11,세종특별자치시,50대,여자,1152,219,5.26
3238,11,세종특별자치시,60대이상,남자,853,122,6.992
3239,11,세종특별자치시,60대이상,여자,625,83,7.53
3240,11,울산광역시,영유아(0-5),남자,3578,424,8.439
3241,11,울산광역시,영유아(0-5),여자,4609,554,8.319
3242,11,울산광역시,유아(6-7),남자,4102,441,9.302
3243,11,울산광역시,유아(6-7),여자,6340,703,9.018
3244,11,울산광역시,초등(8-13),남자,13456,1544,8.715
3245,11,울산광역시,초등(8-13),여자,18223,2287,7.968
3246,11,울산광역시,청소년(14-19),남자,2310,536,4.31
3247,11,울산광역시,청소년(14-19),여자,3672,862,4.26
3248,11,울산광역시,20대,남자,2196,535,4.105
3249,11,울산광역시,20대,여자,4552,1115,4.083
3250,11,울산광역시,30대,남자,9238,1327,6.962
3251,11,울산광역시,30대,여자,28381,3853,7.366
3252,11,울산광역시,40대,남자,17002,2267,7.5
3253,11,울산광역시,40대,여자,31213,4540,6.875
3254,11,울산광역시,50대,남자,4692,767,6.117
3255,11,울산광역시,50대,여자,5314,1020,5.21
3256,11,울산광역시,60대이상,남자,3497,466,7.504
3257,11,울산광역시,60대이상,여자,3128,430,7.274
3258,11,인천광역시,영유아(0-5),남자,5447,441,12.351
3259,11,인천광역시,영유아(0-5),여자,5792,505,11.469
3260,11,인천광역시,유아(6-7),남자,6857,618,11.095
3261,11,인천광역시,유아(6-7),여자,7492,707,10.597
3262,11,인천광역시,초등(8-13),남자,21707,2460,8.824
3263,11,인천광역시,초등(8-13),여자,23728,2750,8.628
3264,11,인천광역시,청소년(14-19),남자,4084,916,4.459
3265,11,인천광역시,청소년(14-19),여자,6625,1572,4.214
3266,11,인천광역시,20대,남자,5464,1420,3.848
3267,11,인천광역시,20대,여자,11700,3094,3.782
3268,11,인천광역시,30대,남자,12795,2025,6.319
3269,11,인천광역시,30대,여자,41263,5569,7.409
3270,11,인천광역시,40대,남자,30260,4180,7.239
3271,11,인천광역시,40대,여자,52733,7446,7.082
3272,11,인천광역시,50대,남자,9742,1672,5.827
3273,11,인천광역시,50대,여자,10202,1957,5.213
3274,11,인천광역시,60대이상,남자,8334,1216,6.854
3275,11,인천광역시,60대이상,여자,5449,853,6.388
3276,11,전라남도,영유아(0-5),남자,2146,184,11.663
3277,11,전라남도,영유아(0-5),여자,1799,151,11.914
3278,11,전라남도,유아(6-7),남자,3260,285,11.439
3279,11,전라남도,유아(6-7),여자,3286,268,12.261
3280,11,전라남도,초등(8-13),남자,13349,1172,11.39
3281,11,전라남도,초등(8-13),여자,13529,1316,10.28
3282,11,전라남도,청소년(14-19),남자,2143,450,4.762
3283,11,전라남도,청소년(14-19),여자,3682,850,4.332
3284,11,전라남도,20대,남자,3156,682,4.628
3285,11,전라남도,20대,여자,5999,1224,4.901
3286,11,전라남도,30대,남자,9549,1115,8.564
3287,11,전라남도,30대,여자,31239,3060,10.209
3288,11,전라남도,40대,남자,17694,1917,9.23
3289,11,전라남도,40대,여자,32544,3502,9.293
3290,11,전라남도,50대,남자,6143,921,6.67
3291,11,전라남도,50대,여자,7356,1082,6.799
3292,11,전라남도,60대이상,남자,6207,751,8.265
3293,11,전라남도,60대이상,여자,3237,410,7.895
3294,11,전라북도,영유아(0-5),남자,2572,195,13.19
3295,11,전라북도,영유아(0-5),여자,2138,164,13.037
3296,11,전라북도,유아(6-7),남자,3415,231,14.784
3297,11,전라북도,유아(6-7),여자,3467,231,15.009
3298,11,전라북도,초등(8-13),남자,9171,819,11.198
3299,11,전라북도,초등(8-13),여자,10187,873,11.669
3300,11,전라북도,청소년(14-19),남자,1638,357,4.588
3301,11,전라북도,청소년(14-19),여자,2501,595,4.203
3302,11,전라북도,20대,남자,1823,471,3.87
3303,11,전라북도,20대,여자,3344,828,4.039
3304,11,전라북도,30대,남자,5481,636,8.618
3305,11,전라북도,30대,여자,15720,1556,10.103
3306,11,전라북도,40대,남자,11181,1168,9.573
3307,11,전라북도,40대,여자,15983,1880,8.502
3308,11,전라북도,50대,남자,2647,429,6.17
3309,11,전라북도,50대,여자,2643,489,5.405
3310,11,전라북도,60대이상,남자,3050,426,7.16
3311,11,전라북도,60대이상,여자,1797,263,6.833
3312,11,제주특별자치도,영유아(0-5),남자,2275,198,11.49
3313,11,제주특별자치도,영유아(0-5),여자,2012,195,10.318
3314,11,제주특별자치도,유아(6-7),남자,3552,316,11.241
3315,11,제주특별자치도,유아(6-7),여자,3340,301,11.096
3316,11,제주특별자치도,초등(8-13),남자,9811,1093,8.976
3317,11,제주특별자치도,초등(8-13),여자,9584,1091,8.785
3318,11,제주특별자치도,청소년(14-19),남자,1644,374,4.396
3319,11,제주특별자치도,청소년(14-19),여자,2658,615,4.322
3320,11,제주특별자치도,20대,남자,1363,341,3.997
3321,11,제주특별자치도,20대,여자,3244,756,4.291
3322,11,제주특별자치도,30대,남자,6234,845,7.378
3323,11,제주특별자치도,30대,여자,18062,2195,8.229
3324,11,제주특별자치도,40대,남자,13729,1767,7.77
3325,11,제주특별자치도,40대,여자,22921,3044,7.53
3326,11,제주특별자치도,50대,남자,4097,643,6.372
3327,11,제주특별자치도,50대,여자,4482,771,5.813
3328,11,제주특별자치도,60대이상,남자,3032,442,6.86
3329,11,제주특별자치도,60대이상,여자,2423,334,7.254
3330,11,충청남도,영유아(0-5),남자,6352,467,13.602
3331,11,충청남도,영유아(0-5),여자,5269,432,12.197
3332,11,충청남도,유아(6-7),남자,7843,607,12.921
3333,11,충청남도,유아(6-7),여자,7192,518,13.884
3334,11,충청남도,초등(8-13),남자,21040,1804,11.663
3335,11,충청남도,초등(8-13),여자,23353,2003,11.659
3336,11,충청남도,청소년(14-19),남자,4266,818,5.215
3337,11,충청남도,청소년(14-19),여자,7308,1556,4.697
3338,11,충청남도,20대,남자,4284,871,4.918
3339,11,충청남도,20대,여자,7052,1506,4.683
3340,11,충청남도,30대,남자,13661,1540,8.871
3341,11,충청남도,30대,여자,47452,4416,10.745
3342,11,충청남도,40대,남자,32822,3085,10.639
3343,11,충청남도,40대,여자,50795,5236,9.701
3344,11,충청남도,50대,남자,8369,1132,7.393
3345,11,충청남도,50대,여자,8759,1306,6.707
3346,11,충청남도,60대이상,남자,6465,758,8.529
3347,11,충청남도,60대이상,여자,3518,451,7.8
3348,11,충청북도,영유아(0-5),남자,3475,303,11.469
3349,11,충청북도,영유아(0-5),여자,3813,307,12.42
3350,11,충청북도,유아(6-7),남자,4919,424,11.601
3351,11,충청북도,유아(6-7),여자,5392,442,12.199
3352,11,충청북도,초등(8-13),남자,15961,1537,10.385
3353,11,충청북도,초등(8-13),여자,13663,1495,9.139
3354,11,충청북도,청소년(14-19),남자,2866,589,4.866
3355,11,충청북도,청소년(14-19),여자,4898,1036,4.728
3356,11,충청북도,20대,남자,4048,664,6.096
3357,11,충청북도,20대,여자,6970,1304,5.345
3358,11,충청북도,30대,남자,11323,1209,9.366
3359,11,충청북도,30대,여자,32122,3321,9.672
